#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Arg" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Arg" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Arg" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Arg">
#                            <taxonset id="TaxonSet.Arg" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Arg"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Arg" name="distribution">
#            <parameter id="gammaShape.s:Arg" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Arg" name="distribution">
#            <parameter id="ucldStdev.c:Arg" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Arg" id="treeLikelihood.Arg" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Arg">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Arg" shape="@gammaShape.s:Arg" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Arg" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Arg" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Arg" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Arg" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Arg">
#                <LogNormal S="@ucldStdev.c:Arg" id="LogNormalDistributionModel.c:Arg" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="100" id="rateCategories.c:Arg" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Arg" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Arg	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	sum(indicators.alltrees)
7400000	-7163.608625923798	-6902.616349730837	-260.9922761929606	-6902.616349730837	1.8249634455856047	0.8232984504548602	1.0	0.497390347358571	0.9063942640093415	0.2341189338521654	0.48087986974925573	-121.85864616305352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.749851952531468	31.15763417386981	1.458534998180186	0.42278571769263407	5.161876387680938	5.080515774358551	4.266009796632002	5.448067120296925	3.3694552506246493	0.19477442851987065	0.2006493622236317	3.758566029374765	0.7425028016865532	1.807876808875876	7.195547369268783	1.724014991455026	0.8939906537803969	11.58639033552293	4.950281434182396	0.2377251519230841	1.5238571613587275	12.840469026992936	3.6481701589513	0.7236009238643725	7.68259805077023	5.6253395751826565	2.7532200429777447	0.46856383379173405	5.240570479763954	4.28804194895887	3.670178234649259	1.028789601401337	3.4111210772793834	3.4965025536646706	2.4244101311296378	12.434276147376261	5.7703359020074645	2.1615096015144966	3.48594337227207	6.381097899689263	3.261610113613961	1.7679682854622978	1.0391774787024155	6.20907008499004	9.032549324725819	8.375109358922511	0.5186134323852262	11.303460035611693	0.685323931530513	1.1131525968221174	0.043165077188307706	0.760328790991765	2
7410000	-7261.036405510215	-6905.56585622414	-355.47054928607537	-6905.56585622414	1.654001116314112	0.9779628197970903	1.0	0.6931582312469866	0.8465238084257177	0.3356759709519127	0.6309019758749453	-115.33133027567159	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.27175209872381	92.25857710403896	23.99054913574782	3.0152972627503107	9.95344833888461	36.234112617116025	124.84684610603547	11.660188295924705	24.03087135870197	8.899418225479144	23.5295887708536	7.823074232955425	13.808975213501446	12.893732605121466	43.806849439628344	12.29563220121381	8.748104182859763	82.6338487840258	53.50781647499868	1.695449893134047	10.86811151650095	26.658425459382244	85.12556308372297	2.572746117995824	54.79209893778763	1.6013515439430492	66.14768815463269	4.934624880326963	1.6936116131213097	27.48288939795294	26.17562022941647	17.65691185049529	24.328031002002827	73.07103898889238	17.29083298290112	3.5496132056700658	34.16682537911957	5.839396465545864	21.07011965292533	0.4713214718261389	13.26396680582124	33.56589956276079	7.0733639208894585	82.50175436683462	49.81758847909346	59.73107242840413	4.244858308144292	49.94994950963623	8.468944109409588	6.863029510190991	56.55387600512771	6.965714059324008	2
7420000	-7211.921801592188	-6911.596303890632	-300.3254977015555	-6911.596303890632	1.3025506098547406	0.9779628197970903	1.0	0.4797757192670062	0.958578209430134	0.21798591308548237	0.44124806075610234	-109.0269868510176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.43984703217535	30.38727495521301	10.26808458499546	1.2241842670700562	4.041012808283811	11.426368648718249	2.3343439091024774	17.29714933062193	9.756323200610217	2.492532070926661	9.552806862443154	2.0356286674423094	12.130361830729003	3.8225964315144427	17.78519701403664	4.991918932953418	4.6263277645085665	33.54861852545223	21.723704625466475	0.6883378001965768	25.797135715647002	10.823087141487582	34.56023269742958	1.044512380163578	22.24511205180632	1.3873177762534086	26.855381770252713	5.439352604217877	1.292247659526675	11.157812276164442	11.296336350878452	7.168551492234442	9.876967411922667	29.666201542952834	7.019926679765096	1.441111857940631	2.7708698257810087	7.042231106374137	8.554283951714876	0.19135238759696382	22.657093566373714	13.627461100570127	2.8717237713789108	33.49498934955275	20.22550439483046	24.250292011136086	1.72337527744513	20.279241813414487	3.4383170991169245	2.7863298436950963	22.960378103537273	2.828018870867546	1
7430000	-7232.998547688357	-6909.932546052555	-323.0660016358016	-6909.932546052555	1.4729536489958912	0.8737383865395545	1.0	0.5117529467627701	0.8912452821847382	0.3113858063237752	0.5756425199730049	-106.59720247152792	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.32168064052263	51.60333768265892	29.92472950266299	1.9814943448551845	38.04399040347082	18.494997418856798	0.786268426356732	27.99758541479573	15.791821352889729	4.034472861452581	15.462404872045028	1.7292255323209837	5.748213200132833	4.079411978542882	28.78755123180501	9.493416189246654	7.488286322091452	28.71897217676178	5.780412349638078	0.3503704699617126	43.49212092939304	17.518511339849802	55.94003083435886	1.6906730711210127	20.567240686587745	13.146134567955638	43.46877225766331	8.804268045959333	14.126791820598704	18.060305560935916	18.2845239878963	11.603191304412402	15.987098999307536	48.018433312647026	11.362623578347735	2.3326186045892827	4.484997101993256	11.398726064207025	31.82335019491503	0.3097276154393043	36.673321149662414	13.844550591426453	4.648241744351608	54.21580211610844	32.7374919432017	39.25211079224165	2.556198237023737	32.82447263221693	5.565343446232331	4.510021061941249	50.369260733015466	4.57749993240773	1
7440000	-7290.766949234146	-6914.105918752549	-376.66103048159704	-6914.105918752549	2.449078093690608	0.8737383865395545	1.0	0.754761008320645	0.74757156145382	0.44574531177032856	0.7513812066146679	-125.8149605275028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.06264339259602	72.25155094825601	56.89937485867867	3.7676460700583383	72.33747161839601	35.16669352189731	1.4950237704515876	53.235071264807004	30.02682990933628	7.671213324769678	16.76359621296898	6.658915571357734	10.929747505749626	7.756661304137757	73.16026826159401	55.22289410641205	14.238351275719346	54.606727967118815	10.990971500361379	0.6662001976655735	82.69663697178275	33.30998676540829	106.36529843208707	2.2141736561986813	39.10689109255548	21.49467538501582	82.65224142177182	16.740580657838418	26.860915260043775	34.34016324466776	34.76649586447326	22.062499563378505	30.398134051084966	91.30304208563119	21.605080116260858	4.435279536045344	8.527847555771304	21.673725979076604	60.50944359708714	0.5889212028933245	69.7312584637284	5.438409854945555	8.838243614602579	103.08682147298536	62.24760781357915	74.63461167672018	4.86039754139011	62.412994332087294	10.582035935739505	8.575428526466547	95.77294416470268	23.77636322507075	1
7450000	-7265.544741760392	-6900.8741540405235	-364.6705877198682	-6900.8741540405235	1.8002457627685826	0.8737383865395545	1.0	0.6897576019848497	0.7965293299403721	0.41224894008980034	0.6773395165061237	-119.04032205005882	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.70475006770839	136.2839378834031	50.01346835466245	3.311689240249888	63.58326179555782	53.933950089880554	1.3140974609766567	46.79261518555208	43.60644269585655	6.742850616779922	6.724008836565506	5.853060144010919	9.607040189122285	6.817957765544026	64.30648439649339	41.75347075300814	12.515239977933465	38.45245446676435	9.660854915991711	0.5855773035568775	31.36597672711563	29.278844857675484	93.4930744033653	1.381028592659659	34.374213512267325	18.893410864922036	72.64974828030478	37.300773962493956	23.610233656733488	30.184350390436233	30.559088654998185	19.392517518485267	26.719381701130185	80.25363753777054	18.99045452394364	3.898526359402559	7.495815813851603	19.050792931810882	53.18665011729143	0.5176505368899065	61.29244999911509	4.7802588315874575	7.76864804626764	90.61135550833751	54.71446340614818	65.60240421845036	4.272197000953809	40.532774946360995	9.301408332068613	7.53763858216955	84.18259645402107	4.939688040644841	2
7460000	-7277.564454621998	-6895.63333609633	-381.9311185256684	-6895.63333609633	1.9265528263613656	0.8882337717264477	1.0	0.6909276065353468	0.7872690681508734	0.5914213621335668	0.7980206868210722	-128.73710995006945	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	65.6495307480264	40.844967356642286	38.06777213525908	14.906967122095482	68.76251521753214	15.484983957546005	1.4211388989175882	104.18943608142125	29.989219343710595	7.292097873756267	11.851598576906767	75.57495854360603	53.91822479511369	7.3733229684430315	8.504195338561145	45.15455148038805	64.18460587705897	41.58464681985019	10.44779183098879	0.6332762288342426	81.7789895168829	31.663789466339217	101.10866869438293	3.7840896056820728	37.17420769208028	20.432397071536418	78.56752359979353	40.33915475221672	25.53343451191192	32.6430540749437	33.04831710945716	20.972159076372904	7.39367934072892	86.79079708425397	20.53734554212125	4.216085657516508	8.106396784504053	18.619739847979876	57.51903464498451	1.2077909289541717	66.28510250599362	5.169640741421346	8.401452904677042	97.99221581391993	59.17129785951337	70.94612938987417	4.6201941044632795	43.834422383355516	10.059066079919676	8.306156050801665	91.03979422026764	5.342056454367566	4
7470000	-7281.001870714048	-6903.856804573088	-377.14506614096035	-6903.856804573088	2.892877163487858	0.8847974655003409	1.0	0.7917184762426698	0.6048859720252232	0.5678961519891955	0.9271171950257665	-140.70795179651157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.777356258379896	91.87412105494427	31.18353049526097	12.211165449662943	14.461904473779926	12.684652722598216	1.1641376867271878	85.34763856904993	17.848415712764446	29.270622117704967	9.708335027524683	61.90785255436076	44.16755992903132	17.91212269475453	20.298122929409153	36.98872442772462	52.57735093038837	34.06440748972477	8.5583951173233	0.5187534622097228	1.124204247979492	25.937655109177623	82.8240024754753	3.325364182870012	30.451559788797194	20.186857648559563	64.35923697888401	33.04415235804395	20.91592412925782	26.739827815183286	27.07180238281624	17.179517618889093	1.6102195568058193	71.09539948827421	16.823336514911905	3.453641447801623	6.6404219936509605	15.25251394539888	47.11719310856488	0.3636849741710421	54.29799012227081	4.234753983943877	6.8821196556138435	8.779650590383689	48.470658190613534	9.21661238627744	2.4456737621839553	35.9073297559081	8.239967202243669	6.804056449330942	74.57600064597736	4.375989741671362	1
7480000	-7219.0349295811075	-6892.874990277918	-326.15993930318933	-6892.874990277918	2.160374462749857	0.8769676843887245	1.0	0.7228956361926573	0.6998891909420126	0.6106050280289642	0.8352832854773989	-123.09761576574752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.047690628482982	56.69667626751015	16.8436979716543	6.595827330945755	7.81155780575533	21.80257914271157	0.6288057600031208	23.105516470877582	9.64077250919427	15.810445788618225	5.243930382934321	33.43935577332496	23.85698565153177	9.67518365976909	10.963975104308263	19.979357459606057	28.399511060998222	18.39979573279812	4.6227935127545	11.717095557291454	0.6072358232271046	14.01015285354936	44.737156452264564	1.5529910825373983	16.44832601383035	10.90387546980259	34.76346430764767	17.201362076734938	11.297678718091118	0.1523843591455899	14.622759374656628	9.279469049062847	0.8697556515292607	38.401983904182536	9.087078808339015	1.8654749005407822	3.586805621075689	8.23860333081231	25.450221876364754	0.1964434355082688	1.5890285566143576	2.287390682099019	3.7173579464185997	4.742304046155168	26.18129230665719	4.9783277547697065	1.321023935814016	19.395245110845494	4.450795552864742	3.675192320896247	40.282021017653435	2.3636787870113527	1
7490000	-7229.794932553337	-6900.392172665217	-329.40275988812	-6900.392172665217	1.5728817434499363	1.0031408571969223	1.0	0.5913676916754359	0.7765970188652696	0.41700706533590237	0.6833813589858453	-110.44514332686619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.78955717883361	54.46847411551754	24.232242366256976	9.489109028102666	11.238123737770785	31.366353331957594	0.9046335076380803	33.24082847258852	13.86972958277276	20.460853862435737	8.373469828524161	48.10764091319792	1.020474377757362	13.919235299524141	15.77335941741014	28.7433693656826	40.857051478328955	26.47092760966875	6.650597333123843	9.420000523839244	45.17443974923532	0.23899014821329032	8.118138047433284	1.1364036712271812	23.663439178089238	15.686896877419482	50.012574080304894	24.746797026083467	16.253443236372608	0.2192282674420346	21.037081632931603	2.129618894794885	1.1926425282415145	55.247142455134835	13.073156289997387	2.6837716987176305	5.1601698912452365	11.85249420926825	36.61404673848563	0.28261400486445637	2.69799719100982	3.290762247590776	5.347989430310337	6.822531561317627	37.665803655729285	7.162087858334785	1.9004954991559944	27.903034183461358	6.403151893436878	5.2873277122658795	57.95186413014066	3.400514384622032	1
7500000	-7196.823336517773	-6897.665621922659	-299.15771459511456	-6897.665621922659	1.7268752659217101	0.9223212469365886	1.0	0.48031615870720795	0.9226428805865177	0.2628059718469914	0.5001221537973913	-110.64377090078787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.016484333458823	50.51590393565134	12.766557495170016	11.200520010116943	5.920713018117896	4.406542735238852	0.47659871970415596	10.362442823171058	7.307152903335691	10.779632494877763	4.411493677893479	25.3451147604299	3.238829112996625	7.333234582847372	8.524380083788516	15.143207634918392	21.525201378289825	13.945990394595071	38.23012726864363	0.9689837870724082	23.799781863100822	5.253875815936786	4.276974230028431	1.2296189301603402	12.46688821589229	8.264512539922777	26.34871312473944	13.037646383676256	8.56299282729915	0.11549860877763894	9.880137127815749	1.1219721911108838	0.6283339023210704	29.106502400267686	6.887484818656309	7.342905189861929	2.718593046641076	6.2443890456665905	19.28980924475299	0.1488928629678299	1.4214176195595072	1.7337110120400243	2.81754422532068	17.58363086914074	19.843918722199906	3.7732870547800483	0.8526020250388836	14.700483958880032	10.36259756763689	2.785585098325122	30.53146275888795	1.7915330223372805	1
7510000	-7172.312995429655	-6903.756724007346	-268.5562714223084	-6903.756724007346	1.51118154476457	0.9718728876418794	1.0	0.4761125554076354	0.8624601720705038	0.2246808762216354	0.4930138888343237	-115.44074590020338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10.253281863871708	24.34072056092929	2.6048516280810596	5.216186514898601	2.7573312110326453	2.052168003995851	4.197755748570372	4.825886161250494	4.23279837965277	5.020175277983104	10.05542033614918	11.196090909550442	22.58123290736524	3.4151556630482824	0.14079272124584274	4.149119974660516	10.024486814763504	6.49477765027739	7.576481069832958	0.4512647768779528	10.443629094450024	2.4467789135939597	2.473523876667372	1.3114262249453705	4.483021227512668	3.8488604836219067	12.270841171843296	21.94881898620636	1.540218147904695	0.05378877811488137	2.6228697728356987	0.5225129019079109	2.4070043056717214	13.555169329549257	3.20756584517443	13.273883285075643	4.3261287103474215	0.9070201810937166	8.983443872834641	1.6250805677444427	10.072742090809202	0.7556364940952537	1.3121565945128562	1.5815783807175603	9.625799793179151	6.3742153482843	0.9613828109392571	5.152512552376751	4.825958227189866	0.08839586253397326	0.35459793105403564	3.482474504862492	2
7520000	-7228.495921109503	-6905.2991706053845	-323.1967505041186	-6905.2991706053845	2.266542266003413	0.9359138113621335	1.0	0.6321822382857392	0.7894661428278557	0.3389748380058008	0.6177718864993659	-124.67042381631165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.168866132780284	50.136210977130766	6.39416362422817	12.804241789128218	12.125904560618968	5.037483847639277	5.109743566149917	11.846166366744722	10.390305972170133	12.323090422380956	6.805274118684572	27.48319192373265	6.777105418456724	8.38322761892857	5.409919986462363	11.304829696972336	17.0745335430118	41.134685658470964	5.991387923317056	19.17447019348557	25.636113988518265	6.006140448527757	2.577619479183669	14.874899598286202	11.004531294828992	52.32786022870213	4.65293180322082	2.028121867884575	9.84691207159713	5.34213090316769	6.438393001642302	21.17865615665564	24.341008013067945	3.3173584520187793	7.873654156893433	32.58357625390244	8.158010488278816	2.226474393346836	17.74271017537607	2.488678060197196	24.725692772271792	9.105640613347667	5.310225644321695	13.79028163949487	23.62857762343688	15.646870429630498	2.547804394373846	14.470587858498314	11.846343267955943	9.06140801376256	0.8534883325421722	21.68475246386484	1
7530000	-7178.849799927179	-6911.882908431962	-266.96689149521717	-6911.882908431962	1.6355254529504146	0.941081896521004	1.0	0.482924280339602	0.9178725739715393	0.29385490029460576	0.5145464612912893	-112.68879201292843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.903454681480094	39.404909616357635	1.5185476035413856	5.546951115793116	4.495936917229744	2.1822984218540733	8.209413647005722	4.640908263805105	4.501205167392039	5.3385105728388105	6.820202874034177	3.6054214099075517	1.5980442250864688	4.69684640904391	5.382460390138376	7.392521070773333	7.396892721010133	3.4959111228310245	2.595541108463847	8.306610464416906	11.105872056707927	1.7843835123636174	10.900539913543707	1.7468748235421945	4.76729494412242	1.6863764361675715	0.09707504487619271	0.8786067182501028	3.4999444412574694	4.817707184588089	7.6144780790043365	3.8456212803482233	5.490866772349592	5.267465288999593	5.1573284265053925	14.11559603721135	4.207950597846321	0.9645354112998908	4.502066218416816	0.1156817953632325	10.711466666332678	4.276485054252335	2.3004534394136082	5.974115405431249	10.236183225172535	6.7784119370506275	4.299612542520408	6.268832219025488	5.1319779874861675	0.6553679445652539	10.163657617958687	9.394094852009369	1
7540000	-7163.871362955205	-6899.421675629585	-264.4496873256199	-6899.421675629585	1.4356566843822387	0.9467267226995492	1.0	0.541314098324113	0.9380811185215088	0.3133578086261267	0.5540403062461078	-106.33963726678952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.647805926880944	33.034742208039056	2.4295065170535013	11.811585300761143	4.802863147616873	10.666002609759383	8.769849531839407	4.9577313209799945	9.737945356458539	16.527906848249685	8.843905866105667	3.8515544012444987	0.47471018323528646	1.6388384594682617	5.749907333493429	1.6792666450990361	7.901859859391715	5.864471152412693	5.375279780699655	8.87368172988935	0.6395434624825473	1.5513397607905086	11.64469217511722	1.86612954495371	5.092746099972867	1.8015010858447107	0.10370211241228923	0.9385869744213727	3.738876786994527	5.146599856459856	8.134299218886849	4.108152108694696	5.865714344951572	6.116811758540075	5.50940618069929	15.079232040369137	3.9835545192614363	0.580699487925356	4.80941088067763	0.12357909864593282	7.847973578210101	4.56842986156901	3.2220617896908292	14.681520331409054	6.060359049696043	1.0158972295755198	4.5931362049062505	6.6967895229950445	5.482325131391247	5.014547029174825	10.85750479087401	8.395450783743472	1
7550000	-7169.889852254491	-6896.216050482141	-273.6738017723503	-6896.216050482141	1.3739674705718175	0.9467267226995492	1.0	0.5427739689435014	0.9339407338633179	0.3188662829289184	0.5495549746208609	-108.53056349125563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.540801696446241	30.26390784214507	3.142943996469209	16.747929604015816	5.58342213677874	18.954966994021277	9.068396650632419	5.763459410559321	12.999760999987954	1.0422203185883052	0.2791405138323172	4.477507154370324	0.5518598519604588	1.5812911075901193	6.6843794843880495	7.483911965838914	0.41957507801629673	3.8787936301520207	6.248867643424209	3.2326056738606503	1.656032799784693	1.3236637368066997	13.537181899256183	2.1694120134489725	5.920416725946313	18.73474780045384	0.12055572942168727	1.1313342130255275	14.401917858821207	5.983022768816255	8.372470863414547	2.80333275343492	6.819007395177136	7.110913038629334	6.404792200894893	17.52990151751384	2.3737055431830916	2.9207660919925424	5.591034004240612	0.14366311381685573	9.123422437546486	5.310888866792293	3.7457097089171123	17.06755389452032	7.045285662925885	5.663828910694355	5.339610473065099	7.785148508050134	6.3733099525887456	5.829508780091986	12.622061203144462	9.759875372973879	1
7560000	-7141.445702956745	-6913.929946807557	-227.51575614918755	-6913.929946807557	1.2884456181463393	0.8492682818805852	1.0	0.47722733587809685	0.9791036119759374	0.25542838849512206	0.5035811868072947	-113.92283965802568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4.907337629392346	15.219320497433705	3.062946961783614	1.1175755176452984	6.06748789217639	1.90547253640699	0.838994035283381	2.2732581104984506	4.711258443810655	0.7756785947350885	0.10116363699327764	1.0944452464740326	0.9992784645282229	0.30241453776520305	2.4224937125757218	5.4873413038638965	0.8418525204842311	1.039100462297517	2.2646593617655566	4.132499158310945	0.6001647654307078	0.47971050827798306	0.3344934170980546	0.7862191209880868	2.145625084262568	5.109156670287919	2.744280451735048	2.0071687737203825	2.278280269254765	3.6287520550330306	2.4773656609296872	1.0159590707431836	0.08070343644866124	0.040118774676828645	2.3211681612720905	6.3530319167892975	0.028185568456708807	1.0585182230125971	2.026253110509915	6.294551747421739	0.7537218594096946	1.9247253867081386	2.257226298384984	3.34425551179555	2.5532901388378186	1.7387356744064504	1.5062430276428116	10.210459401548905	2.3097586431922883	1.4114007159549586	4.574375822883536	3.5370877404211853	2
