#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Ser" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Ser" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Ser" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Ser">
#                            <taxonset id="TaxonSet.Ser" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Ser"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Ser" name="distribution">
#            <parameter id="gammaShape.s:Ser" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Ser" name="distribution">
#            <parameter id="ucldStdev.c:Ser" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Ser" id="treeLikelihood.Ser" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Ser">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Ser" shape="@gammaShape.s:Ser" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Ser" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Ser" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Ser" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Ser" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Ser">
#                <LogNormal S="@ucldStdev.c:Ser" id="LogNormalDistributionModel.c:Ser" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="110" id="rateCategories.c:Ser" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Ser" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Ser	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	indicators.alltrees51	indicators.alltrees52	indicators.alltrees53	indicators.alltrees54	indicators.alltrees55	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	popSizes.alltrees52	popSizes.alltrees53	popSizes.alltrees54	popSizes.alltrees55	popSizes.alltrees56	sum(indicators.alltrees)
8210000	-7338.631562770271	-7020.7927145477115	-317.83884822255914	-7020.7927145477115	2.387890066778859	0.8647804701162018	1.0	0.2951847811158442	0.9424023636437148	0.0757398361170072	0.2753945469525465	-120.51618151570202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.49794980574465	25.061449096509197	27.48971886974508	8.47882951387231	22.305805626433155	11.880974852604083	21.757910908134225	0.09321014389585142	10.95757839609901	5.776902493332145	11.315582689690112	18.85983406723222	3.4959586489320076	25.828477869428095	19.153079831514876	3.9758832793915917	2.0704453774078595	16.100264921098677	25.57298845637401	2.2228212293901204	11.131852726829472	22.56164254549117	12.335159067262046	7.131562838532405	1.9353098994245588	0.4790040606750396	17.18315040740266	1.5187088744662924	2.7464379952998272	8.717991034518546	4.077983821060208	0.9899205541760461	2.6075711990834707	1.9375687182133863	8.919247389165614	27.693423265001517	5.962983310918288	12.467947313918135	3.422612654122213	6.203316237682771	11.010933621645954	2.0158370565315646	6.571833998034633	4.13413121644204	17.77196803618949	11.93292955214812	0.5275824146044312	2.829786964754054	16.244065604422925	9.727768723942011	8.194260399057496	13.350948554186756	2.8426518202989715	9.919679846053988	5.913248771268051	14.902495454368784	0.8371364846595799	1
8220000	-7359.3009069238515	-7014.807315692242	-344.4935912316098	-7014.807315692242	1.9506037566800374	0.8297502523588108	1.0	0.27675602181732084	0.9538366168220495	0.07604093876653435	0.2774705473276066	-126.30143241976123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.137630975031175	35.41791761617025	42.63390023267621	13.149846067802097	29.991239426649088	0.03653266250414675	24.466728952096155	5.896631731481434	7.097695412128312	8.959418090873516	5.425431466011698	29.249781994393413	5.421894380308403	40.0574758099479	15.384566344960238	6.166211152377582	4.953786030973115	7.905940349618088	17.758863572447574	3.4473811455814216	17.264428960123933	34.99092958816765	12.26692630243493	11.060365513438631	3.001478827860502	0.7428890572010344	26.649407497526305	2.7235215146671705	0.6135697694252753	0.7121973261571015	6.3245592361767535	0.9514038937905452	4.0440912065375185	3.004982037745728	30.193740121835287	42.94982608500923	9.24801147554118	19.336582684113075	1.4010472592375147	9.620744644288905	17.076895100972948	3.126368674802505	10.192280115541115	6.411638426195978	27.56260679795884	18.506821783825483	0.818229394608877	4.38872640737816	19.744060721903953	0.31297366145735195	7.566799349849179	27.004377095044397	7.384156500604147	3.349795092163823	13.752353957682585	23.11233182958197	1.2983178743013744	2
8230000	-7301.00230405741	-7012.238489638372	-288.7638144190381	-7012.238489638372	2.0240676593595714	0.8422024171941662	1.0	0.2739941195652743	0.9617987597758006	0.07912947523620842	0.2866187082581623	-121.20626895325928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.76330278433455	18.9914681294723	0.4791194964731754	2.352069782594823	11.895098401312291	20.715620823185088	9.703972026738512	2.3387167727368903	2.8150815692795175	11.07610689177845	2.151829747337513	11.601022221545312	2.150426871587829	5.358251241864645	2.2518404735915643	5.173933871998773	8.081453952852481	2.7411628896246123	5.119579959642616	1.0315183830761063	6.671586397911638	2.4255649668114967	4.865297274758629	9.252448174105782	1.1904438325790525	13.478469433651934	10.56966402789186	1.2163868883988316	4.199469132481724	1.194627640566121	2.508440994686045	0.7867495478035462	5.035991002483443	0.6664275076592531	11.975414044867637	24.821081327837845	3.667937991928414	1.781518156526608	1.0922165453536323	3.8157710860068006	6.773022772592255	1.7361033506309138	4.0424529704621825	2.5429782646951264	3.36688139028112	2.4242435126254893	7.684967419396543	1.7406527196009838	7.830871601786723	0.16244991390836	3.0011371510529914	10.71045175032924	2.9286975084907323	0.8264910257484578	5.454446255093908	9.166792258421072	16.503369402234753	1
8240000	-7352.046531826926	-7013.0493354210375	-338.99719640588836	-7013.0493354210375	2.2578619402197724	0.8322981087606939	1.0	0.2933663298578594	0.9311608731871112	0.08830256605164864	0.3038682975787646	-120.43900232427065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.949164843518734	27.107814540101113	1.2886480628727557	6.32616746217519	31.993261859236654	55.71709112550913	0.4258131935060867	0.03647251391267985	7.571491950931184	29.790488166997385	9.241111684739042	31.202309493108146	5.9417199924250195	14.41164497383587	6.056588983651814	13.91590179623642	17.70717426968764	2.60204901393396	9.409311046500275	2.774389637561084	17.944013865523	6.523841377489539	13.08578748009439	1.9096226045268327	18.241864728271572	36.251923902115	6.67760363046736	3.2716151585927657	11.294964622608486	0.9774199545993634	8.987052570002461	2.116055155772227	6.342100515244515	1.7924349209577553	32.20928019964613	2.268652641361237	9.865349297678945	4.791601966273124	1.3109979399686396	10.107882578948473	9.103519858169115	11.709671539320698	10.872651244598153	6.839638208941824	9.05562226844386	6.520287171514814	20.669620942465762	16.851168512788906	21.06204734837526	0.11510252688217236	10.336425177630993	28.807015790739452	7.877075340990947	0.5137448148215256	14.670372740850976	24.65516259205838	44.38774703933177	1
8250000	-7330.867149521836	-7003.351259770221	-327.515889751615	-7003.351259770221	2.342884642934602	0.7984803535802936	1.0	0.3321552114791125	0.9746861241148322	0.09100251554542052	0.2999339892518507	-130.55136658268776	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.633054307038723	77.39987549028072	3.225799277010304	3.853294387555733	14.25918722088737	33.937507315216585	0.2593645518387875	20.10737669430921	7.440598608704676	28.5781860959308	5.6287987952403835	19.00545389723687	3.619125866669157	22.94570592134333	3.689093037447501	3.403402657316612	10.78551202458971	1.5849186607034829	9.959333774334956	1.68989203703929	10.929771987804388	3.977922521121173	7.970606493628483	1.1631589123065529	11.111194162386392	0.1904819931442913	4.0673555901655485	15.21923388468337	5.080728481510277	1.8090022126514125	3.048502591505675	1.2888978207181214	9.214002914742283	1.0917794165712127	19.618803859142826	1.428031046168621	6.009024469762042	0.7982754804656434	0.7985341890461627	6.156752479982942	4.148064163937038	12.855878638752003	6.622576191534383	4.166051512389985	14.174078854134107	3.9715334937736273	0.6073355252261607	3.1313760493374834	9.308109278192617	0.07010941829795578	6.295958708412114	17.546470739571397	14.734349310561175	0.2879035416572508	8.935783834946827	15.01756003271948	27.03675765233229	2
8260000	-7375.505508573334	-7028.236756943272	-347.26875163006173	-7028.236756943272	1.823211826163811	1.109107562209973	1.0	0.19967952300417394	0.9960304416108091	0.03932375332871475	0.1976451135949212	-123.42614744859702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.448799248891472	20.85487301802656	41.699526783317125	6.653877723652776	6.7181608810683295	45.93612301310964	0.44787131223576526	37.38285059775494	12.848443008401178	5.931428669494418	5.368142939446233	26.693700244391472	6.249514976352724	45.59046371647757	6.3703344498226375	5.877003635973077	14.839762862544271	17.242701289598656	21.555514219815976	2.918109505712225	17.543718630399344	6.869085874981579	28.14821508701582	2.0085455190394086	11.932100360124522	10.977799286936827	10.215500807020648	10.373846265032116	8.314196497640662	10.541115661197086	5.264161375685699	1.04409467967537	23.665459835794362	3.5645156919119008	33.87779620073879	17.82136295794161	35.45117787601543	1.3784639590378913	26.991135077678155	10.631494522947351	5.846307522954129	1.59776637020608	21.41845436901407	5.939102778722117	24.475832380055003	6.858053287676304	0.9484922248960772	5.407267455701287	16.073264782340953	0.12106510681810066	31.924330507285614	30.299286542915564	3.616384572115406	0.4971525063282523	11.866446518705198	6.812945339830531	46.68713608896319	1
8270000	-7424.197759177986	-7018.963249663235	-405.23450951475075	-7018.963249663235	1.9427856994406179	0.7540444713055476	1.0	0.2027074352924473	0.9994796006410681	0.037748667433471265	0.19705870537456036	-139.68312201045367	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.33663809142439	95.31127606966614	82.63082020222076	22.853157590989643	13.312552603720226	91.0259615464492	0.8874914592530115	74.07699426520556	28.888087474382594	11.75358220437585	19.455961400018595	52.89562053996107	57.35743407605395	90.34101105912968	12.623307772449353	11.64573481361839	29.406131712484274	1.964071887807667	42.71390965944049	3.425160437497926	34.76422807768758	18.290432065674445	55.77785359423254	61.389010554702246	4.143705115969272	12.082579297824097	20.24280071202803	16.285622949954867	16.47521995854716	20.88803159463339	10.431340729837355	4.261092328860876	69.23299997415097	7.063362056286067	67.13145933902221	32.49996060235389	70.24923616643859	2.353396991272219	53.485010543327284	21.06712426189971	11.584908104266123	63.359036698833194	42.442315021270936	11.768789042168075	48.500744749581855	13.58976016912369	1.879510309693675	10.714916436321003	13.800335326133533	0.23989982251432498	10.71288554706596	60.040367162748396	7.166144232603258	0.9851459364744695	23.51427664446981	8.730978293709057	92.51415173054502	2
8280000	-7381.583455811381	-7013.19722258948	-368.38623322190176	-7013.19722258948	2.094264799654386	0.8671679093703505	1.0	0.3368493746869846	0.9845844905504992	0.10041007618308577	0.3109531459355528	-125.16943548991026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.699687379170406	25.049102254655466	35.02698019856877	28.00256422441412	9.641809776007708	65.92687608714446	35.24467645198055	37.71197136274594	5.390711741287959	8.512702798229105	14.091262916467674	24.95245329077975	41.54195555604185	65.43079073812787	9.142614185948357	21.717790881292864	21.297818431963876	11.078428752213947	30.936170093390956	2.4807222456671068	25.17849762645371	14.7162855374631	43.277292722999384	44.46188343626605	3.001138676055319	8.750983726486322	5.011661494321948	1.647912572426026	6.482528631905741	17.05155626545647	7.555050186070756	3.0861580716985166	50.14300681798375	5.115742664314372	22.649785951334373	13.248297041470698	33.48107218240099	1.1881634210217338	12.555414185876709	15.258171044070838	15.574779259092352	45.888703513593995	24.89012578818371	9.859038551656804	0.7205619594500282	9.842581385604463	1.3612626682164282	7.760434014431988	9.995093504645741	0.17375093438765016	7.758963113361684	43.48510885155905	17.287197155433102	0.7135062676439236	17.03055673658268	6.323537969935991	73.95152082851871	1
8290000	-7359.012659785322	-6996.742991741023	-362.2696680443	-6996.742991741023	3.7709061549868808	0.8123167311237973	1.0	0.40736162727307124	0.9027559158860826	0.1894127633312259	0.44081330163917093	-139.14214750072748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.03879415947669	24.705696066816117	24.077248861839514	4.592396379470042	6.627698195488191	45.3175750017609	24.22689141851929	25.92288899653707	3.7055294918839135	3.427232771992776	9.68621451504021	1.4262942409117134	28.555587620173046	44.97657014386931	24.063636951510084	14.928625100248972	14.639939603517982	7.6152178849866345	21.265260720397666	1.7052274140512083	17.307485540649957	10.115849759205533	29.74844365832339	30.56272125922009	2.0629572507431884	6.015351930827553	0.8416950642593944	1.1327611139734166	4.456035154602687	11.721095034673588	5.193277366832363	7.87997167731589	34.467877247575046	3.516518082448343	15.56927060015176	9.106766928086373	23.014604813971985	1.0640658646617362	9.72816214279897	6.919437226830441	10.705971056126208	31.543505268807575	17.109261186868626	6.777019411922081	0.49530817443297454	36.855580390484654	1.0797028207034045	5.334456467046462	6.870542431703681	0.11943491741259343	5.33344538213648	29.891294701047322	11.88307258220492	1.175470083798353	19.23637175130535	4.346746323157525	50.83364767975371	1
8300000	-7251.313579538675	-6996.54887148239	-254.76470805628537	-6996.54887148239	1.9310907053915707	0.9669460723648113	1.0	0.27478245520222316	1.0189036675357097	0.09417546328583726	0.2984528805148374	-118.39150558138078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.91793860842472	26.57539043684114	0.8491167977622729	0.9047473641907703	0.6552602399328371	8.928009071179563	4.772936467642364	5.107064711721023	0.3547368982090909	1.1575389450291127	1.9082797579594626	0.2809940276048785	2.1992431998335937	3.5830429534019697	2.11063928645422	4.376197838148616	2.8842124402431217	2.605259765885414	3.9233169684143467	4.4668388756428055	1.3235106516637214	5.5451986540175575	5.860736697068741	6.021157412585442	4.667797503574022	1.0215157195885722	5.52658176386067	0.22316510759106514	2.9278033962718575	2.3091712826570547	2.9355295679547093	2.826732157234909	6.790511644073989	0.43117123608759855	3.0672998090564847	3.147313976277329	0.1883288469865652	1.161749518243742	9.984572571307764	1.363197353922827	3.665813590641341	3.172912509519601	1.9966617527357924	13.89617340509978	0.09758059371436255	3.921560798275192	1.0714987744322377	4.92435806457762	1.3535645972184314	0.28747655223977747	1.0249972942252363	1.7058148554138282	2.3410824564926136	1.5769221917522334	3.7897548905819214	2.6339073287216914	2.2599790473894483	1
8310000	-7302.520655398212	-7012.962220177974	-289.5584352202376	-7012.962220177974	1.5214129879224658	0.7730643684457928	1.0	0.3484046812835194	1.002872998146183	0.11054909532971711	0.335239688400576	-122.90578765061701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9.478426756300694	32.165748138007864	1.359982234975677	1.4490825592935723	1.0494931768433242	14.29948596294909	2.3496136577213473	2.3397194693943386	0.56816197833576	11.66609932592924	0.5036465852065309	7.7286217389065595	3.5224031488329133	5.955842488189973	3.38049128410143	0.7019362248830557	7.96267219706927	4.1726968638924715	11.957934449900929	18.965373528647422	8.836342375665758	8.881430303521405	2.4529371995155764	9.64374646301709	4.163168181506781	1.5405491268120257	0.9083539070201603	1.625828602012694	4.6892967103283585	3.6984687268062	4.70167128148364	4.527416636916227	4.13568114000348	1.025284479670428	0.6769230650375079	5.04087436134573	14.35493611356703	16.060885055493678	15.991723820078784	7.092843384485231	0.646000526278762	5.081874080751431	3.1979399302100604	22.256713110471495	2.1218108132132465	6.280941600833159	3.884795580657752	7.887065129477909	2.167927676098629	0.5002519172863007	5.761561054656232	2.732106944102529	0.6820212634431454	1.6877569678758422	6.069835551111741	4.567444812155415	5.592509878343421	2
8320000	-7312.157559800986	-6999.443361491905	-312.7141983090804	-6999.443361491905	2.257816682648144	0.8515540019401039	1.0	0.38649194906173184	0.8635306374394347	0.09715020677916299	0.3420654282664228	-118.94324480266235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.308838773692656	22.14998549411739	2.3976741135215853	2.4933308487697188	3.7025967380628484	34.9822687373672	2.993850937069088	4.0257849306749955	4.685235647608688	20.07300767482228	0.8665880075081102	15.420158193027827	19.052352557553057	10.247784510950686	6.121723112541387	20.396554720561106	13.700790269170293	7.1796556701225205	29.634007314563622	24.782796483477657	4.847121912614139	7.168176598684373	8.404441368724113	5.104496658137133	4.4983719283432695	2.6507107116092894	1.5629384284895176	13.150863679828104	15.95870642345821	6.363685844270629	8.089823434637625	0.253900618463737	7.11596540922603	0.9908086725409694	16.15733770723347	9.676221801415416	2.4463365175469725	3.76107767576718	6.244918215214584	12.204139165577002	38.577898576028836	8.744010707904595	1.8934074390829314	10.787819839900179	3.6508453724105294	1.315044415909518	1.256733018255657	9.625938964920463	4.910245923566627	0.8607470495912843	29.63115106855272	1.3836615078799739	9.715106691616402	4.83850394491742	10.443924074225228	0.3589833426704075	5.254901832910653	1
8330000	-7357.32951658601	-7012.432757358092	-344.8967592279175	-7012.432757358092	1.7644239855368165	0.8122041913215446	1.0	0.27695579616552907	0.958220496243328	0.07127437860177248	0.27791440510008214	-133.86982192576937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.402759170978626	38.890927326315506	3.4405999487681687	3.253947874343756	5.313129951833859	2.9512368897991017	4.296098173896687	5.77689659663057	6.723191211942046	28.804243574277926	1.243531236134636	22.127525667366307	4.675243657168119	14.705304054677475	47.09527540200383	3.016646506897517	13.058590112422714	10.302619022113515	42.52402921368293	7.044768937755287	8.284025271730766	10.286146853364949	12.060154622175238	5.470172191408099	6.455046638288152	14.274864201736932	2.2427759663679714	18.87114710373105	22.90032836126805	9.131723559218864	11.608686075305194	7.13286940460805	10.211225155390057	1.9336457450608382	3.2197779944966527	13.885126442526282	3.5104292320108272	5.397048575359352	8.96129510268214	17.51262206612878	55.35828039170827	2.0178329613481663	7.258231031380544	15.48024069624951	1.0922967202947798	1.574831865993732	1.356112606437637	13.812971880864716	7.046075101611326	2.672526806906827	42.519930574996664	20.534812044302825	13.940925247909759	15.438790790035622	1.2118619624950218	0.5151317534918665	1.1662170776195413	2
8340000	-7381.680181354157	-7007.508488178836	-374.17169317532034	-7007.508488178836	3.0591085571920713	0.7589887231495732	1.0	0.343298770232506	0.9354972036177334	0.11811162903258665	0.3499266254605668	-131.3615865065629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.84600400362337	35.09951661572381	6.299084569591921	42.126975142256676	9.727331103348924	5.4031538192633395	7.865339219787354	10.576399684302737	2.014479097257741	52.73509531454305	2.2766693419691886	40.5112938353845	8.559482537484204	31.24387484946458	2.7459872093456026	5.52290639611118	23.907796518812912	18.862137265279678	63.65674082168144	3.266505708414425	15.16647577174768	18.831979855078888	141.2367377913615	5.936071660819459	11.817963518192467	26.134563205575407	13.355915869680764	34.54948360798839	41.926148685405195	17.89913547572009	21.253297802428904	13.05892817314238	12.110643665790164	0.9902179001974922	25.963789451970975	1.0599060743859903	6.426928715127346	9.880970153055959	16.406428107131333	3.162324617474532	26.02261792174425	3.6942686334088095	7.002858188050226	28.34137846750418	1.5649890951116925	2.883217826685839	2.482784433249433	25.288926155484518	12.900024300888678	4.892888630436323	77.84591134490195	37.59533791019477	25.523184451125463	28.2654915673906	23.498280594721653	10.812037154739345	3.8929514739151414	1
8350000	-7355.3525176423045	-7019.789712472969	-335.5628051693355	-7019.789712472969	1.87824606132066	0.7406217258273639	1.0	0.3488119738397862	0.8837352014780109	0.08613764575379697	0.3192160348786541	-134.53611557928073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.014942245010932	17.621104056916423	3.0895506244927557	14.9046544269358	12.925289485605465	2.6501179770026386	0.5157990684240954	8.768206540714571	0.9880539123105412	17.04362175644402	13.64326040651272	32.26936323101482	4.198221872854194	6.878345013282216	1.3468411804530578	2.7088537574953935	4.203678082249605	9.251428096160373	31.222111909435853	1.6021430796562153	7.438794347698831	9.23663660630346	12.789803425394714	0.48767449216754616	8.760806642042235	12.818379429673518	6.550757933151256	16.945697025921657	20.56377516804183	8.779098704889117	10.424235263486647	6.4050925569891	5.939981641344316	1.3816736426993672	12.734618979838862	0.5607341840160853	3.1522551262839276	17.200489023775674	8.04696137098647	1.3761509875289333	3.3783652354257456	1.8119505838181815	3.434734785522404	13.900769639759838	2.710216445967507	1.4141495226127705	1.2177465013338624	12.403614641657375	6.3271540006271625	2.3998450817302444	38.181561360658286	18.439615857702847	12.51851274400767	13.86354892664726	11.525345736171243	5.303046144946091	1.9093997745983131	2
