#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Phe" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Phe" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Phe" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Phe">
#                            <taxonset id="TaxonSet.Phe" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Phe"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Phe" name="distribution">
#            <parameter id="gammaShape.s:Phe" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Phe" name="distribution">
#            <parameter id="ucldStdev.c:Phe" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Phe" id="treeLikelihood.Phe" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Phe">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Phe" shape="@gammaShape.s:Phe" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Phe" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Phe" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Phe" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Phe" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Phe">
#                <LogNormal S="@ucldStdev.c:Phe" id="LogNormalDistributionModel.c:Phe" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="94" id="rateCategories.c:Phe" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Phe" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Phe	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	sum(indicators.alltrees)
6530000	-6335.91680696933	-6111.782895902023	-224.13391106730717	-6111.782895902023	1.270832723873691	0.7181719433182729	1.0	0.6588590037812508	0.8395892333501752	0.4885913043215635	0.7441179892940547	-96.46855667754548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	7.811725881922075	11.710615430433277	6.9512142250669395	0.6259020096652296	1.553346972833704	2.4499873560614005	7.820531097545538	6.651518206923233	0.5310812494808795	6.677968788918479	0.2277473967787508	5.037252483638983	1.4473524537518523	1.6736926244525887	0.15937508143442253	9.595182934631335	3.040154866784519	5.270033371292816	2.5188835032183308	9.332922849626936	9.397938319033129	0.9675305230352944	1.3128750862494465	2.018694464728514	2.3315274576141336	3.3310538276229757	0.2698993203930891	4.1286740084487255	9.963574530041134	4.608003846594442	6.192961395198202	5.725439252786643	3.3260686064612663	0.40452963343115494	1.5218240267978915	0.6649285686383778	3.6072170586853587	1.2107633568572977	5.940287697925064	4.240253739877088	8.178646948247303	7.261596791754436	1.391295424086518	0.10964217895457924	0.3884085905653171	0.3515569480578547	0.028504632079787064	1.994762975466855	2.3250806465453957	2
6540000	-6355.435761454212	-6126.924658926927	-228.51110252728552	-6126.924658926927	0.759355885182183	0.8433603317454098	1.0	0.6411856582814618	0.9620633421694271	0.5908881661984807	0.7083969162687308	-93.80525802486152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9.312308338899477	8.463312886677787	11.626468196918818	3.278048677635507	1.8517349670191416	5.256001113196224	4.868638610855825	7.92923220821367	0.6330985524746917	0.7467333072452121	0.27149621149578423	6.913858082017578	0.7157566960643509	7.495997627417358	1.5947833889441845	11.438356056785743	4.593615637007369	5.565975174798504	3.0027448743458565	9.86920906365825	11.20322201516646	2.3885939026790557	5.8838893551924745	2.5722507505242964	2.779398933615802	4.3153741202099605	2.5021446290503935	4.819407888207801	11.877513315728255	2.960177861769307	5.727033519846159	1.9407562335317887	0.6205558742774496	0.48223718236846175	1.0123687710846618	1.7571482580158673	3.052130161009934	0.3110861065685624	7.081378878496769	1.74806606772511	2.7086417131248357	0.04179461089094987	4.40843281889317	0.5241858903920513	0.17887187634750443	2.171722405483456	2.708163281607521	8.470846750799641	2.7717137314745384	2
6550000	-6386.775302048777	-6135.207946673389	-251.56735537538773	-6135.207946673389	0.7891282481174036	0.8181700311959241	1.0	0.5366750142898435	1.0932521334936898	0.3836954487906588	0.5653949387673042	-92.99291825418045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16.12978199634131	20.612615851918303	1.0007503770510466	16.846671566188792	0.8098882672038075	5.455381267474505	1.4494728972880981	2.4766229655874556	3.1771107493515762	2.7312822096958493	11.36522449914043	10.06656217543767	13.1964892948544	12.983763335055391	0.9408863851307891	12.370167161636552	2.593805001872147	8.707392170705312	5.201032703300046	6.274978424247808	6.430486626090334	5.620607142392299	10.595316464344757	17.368477047693624	4.814176812940933	6.272257356584476	15.612869368435126	7.811349279512356	2.0534234080260805	0.13033035277914737	2.409081811746576	1.659435258930001	14.934618576267257	2.0638857626361875	5.448047312790333	1.784834544813816	5.286572601543208	8.851673375681989	1.7166629750806128	5.4900813919360605	9.188559031671492	2.902999453764072	4.378257915935292	0.03604778481757561	0.3394739535603354	3.820807746035862	4.690790054744676	0.5129808594254046	4.474790617659334	2
6560000	-6376.750939712318	-6140.05391078237	-236.6970289299478	-6140.05391078237	0.9473026543585509	0.8750445839629505	1.0	0.4878331050671269	0.9623954678838702	0.2161844151804227	0.4542687109149199	-92.30713135128644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12.385020303579163	21.646152411230684	0.7684117331159899	11.23799669601737	0.6218610167964391	3.6913898424577773	1.1129568438353836	12.633630411233515	3.862275984059478	2.097175623921053	2.2184222260224864	2.5540143980808585	4.889447532784029	9.969395281225909	0.4985263964737852	9.498254315544258	4.336419893343887	4.6657318272326105	3.993537894347327	4.81815161584071	4.937556344164357	4.315702071656054	8.13546082417738	13.33613442058467	2.918281966666233	4.816062283308791	1.3677375133180238	5.997831802503792	1.8731881129503374	0.10007228031404945	1.8497786986973779	1.1363879031476438	11.467331321355488	0.756826508442571	4.183204497064699	1.5673041827023413	4.0592184706097925	6.79662964467463	4.951752985256752	2.5705909107849445	7.055302433331107	2.2290262313714186	2.0844958548461547	0.23571681635180966	0.7130881061394881	2.933752081798772	1.2175194555261986	0.39388494901990795	3.435903390792715	2
6570000	-6364.845571239488	-6146.258878674563	-218.5866925649251	-6146.258878674563	0.7700096373094588	0.8750445839629505	1.0	0.572867088277828	0.9801434661660476	0.39691200904805457	0.6098069668729598	-95.72081428923892	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6.813473627335012	16.30036224663163	1.328059898034203	2.5368326994217205	0.7599399876716662	2.4293198338922877	7.068997689862573	0.9645050999229797	6.482313451807559	12.112199890283032	1.6634297111443366	2.5632398243766747	2.93329439558531	6.098931439702943	3.9623630596158925	6.522104928494189	20.120616801070724	2.73324579735969	0.02575746617047076	0.6841260555761293	0.9283181485927277	15.382539378949327	0.9661559247021199	0.1374765795799453	4.063124671287002	3.2085378119924286	0.5455128491843542	1.1875221652808958	1.8250399875552934	4.142081061557612	1.4374599440060447	0.3231959210532456	2.4630938494628896	0.41635922504311745	1.3286862259535224	2.419024407873653	1.341260079500328	0.21923568512087524	0.27898554701073974	4.591162823427458	3.8813918656622537	5.625530946031555	1.6970512733336958	0.16635001838104277	4.231106163860593	1.2021066756945125	4.282735767445745	1.913312213010206	0.27320706735958195	2
6580000	-6331.560520289998	-6125.006305750961	-206.5542145390376	-6125.006305750961	0.7720455868388258	0.8911004272527001	1.0	0.6154376994960158	0.9634441341744401	0.39257113845192004	0.6032130372610492	-83.64096839078353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5.311435000684014	18.337256272949688	1.0352874629358098	0.6631732271728121	0.5924102843438221	1.8937732938196254	10.199749376648764	4.673111267395068	8.61827139087844	0.5952558561977845	0.7612190104834877	1.9981704579762962	3.793665640405449	0.5358169572227776	0.15675213591649237	5.4546557763016486	3.9278447287008498	1.666349517292626	5.581139832307463	0.32473221161519705	21.729070395223804	1.21525101532667	1.5208286070810861	0.12617763425410602	3.1674038488437803	8.04176285576039	0.34261274621966187	6.476203841906833	2.9888487739201794	4.050814300185362	0.38614219106309294	2.383321432241279	0.1966091764754978	0.4338556293228298	6.250522990050754	10.388531959456566	6.187226689345454	1.8914153381007381	5.5563742789391535	7.744497887119653	0.05191829578863902	5.766953057463605	1.3229342365071377	1.231831845479353	0.24924155882639196	17.34331937224576	3.8418954425461505	3.0513434705181535	0.25136778938006793	2
6590000	-6359.692982900635	-6132.713560826241	-226.97942207439388	-6132.713560826241	0.7960403839629321	0.95451093617803	1.0	0.5596586315068617	1.0598925916012898	0.40282719276131007	0.5883480728907965	-78.80386262643381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10.303499323000526	20.68861223235604	0.1329380293413364	1.2864705858825698	2.361809395560102	3.673676106038039	1.1660017127431186	9.065233552460022	2.1556918147460613	6.0580977995429635	1.4766667686155786	1.6822161636796173	11.56220524051766	2.754583480512578	5.287185913433034	1.9492909881474285	4.886736441990337	2.818396408292837	10.976291055277967	0.6299386365648381	42.15159595811432	1.3708453035340875	1.700617659159957	0.24476834771536596	5.833366831616862	14.413089029180043	19.421134171591785	0.7473974488818881	0.5736737443549247	0.12182995919250246	1.1871311048680149	16.101640971104434	3.119958537622426	23.150561930985255	17.145732920004924	20.1524130479702	12.002422320279152	3.558476867148464	4.423084874649797	0.5997918313347612	3.842701743998991	0.40475606107729484	0.3934757973625622	8.670720940155688	3.3376387546795043	0.5912565883775394	8.4976369303386	0.3691834475404123	0.5836837296432421	2
6600000	-6323.849151697903	-6127.867798932361	-195.98135276554123	-6127.867798932361	0.6542749869181984	0.8411514053889829	1.0	0.5062576060272553	1.0321825665989997	0.3681412197315433	0.5807724931725547	-73.72229448092239	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6.402665611869664	38.15598569073029	0.08260860920070653	7.930321250588104	0.19918116261350835	1.4953195488179318	4.279125350543632	3.2399407530447486	0.48386184018318745	0.2972708698737208	1.1931820019441695	2.140834698314704	7.184834158778141	1.2644083756135047	3.285493827900907	0.4248157472277515	3.036651761752171	2.3089008651525145	4.518812846119991	0.39144821768641624	0.6485717599989048	2.9459621732801784	1.0567755540038075	1.9247809158767422	1.495558270016767	8.956393026779287	2.8004453195161267	4.8438680541206365	4.22834190740203	2.93435927070126	1.0207268605331767	0.43307747215935266	1.2268612609085827	12.584456676556831	10.654476805968113	0.44130035810585366	7.458388091280936	2.211262092002567	2.748535476882435	2.360958636314699	0.8830124359376945	0.2515182106791974	6.164095912297209	0.16410859308474635	3.9483492039271093	1.9829339726615827	5.280490253886723	0.11179553978945071	1.3005473152105413	2
6610000	-6405.163172313811	-6137.164652579122	-267.9985197346885	-6137.164652579122	1.3687847321109563	0.9666239426619748	1.0	0.5714233587964789	0.9974916409023542	0.5161842802056167	0.670654199411228	-84.34519986310964	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.518836102800417	57.66111265210817	0.3292496729744933	30.80140073379157	6.005779395820189	17.15876358718199	17.055130644558844	12.913296128796137	2.4805655330476197	24.37792930051469	6.243586469926919	6.989712492422945	6.992547944323354	1.4605929802626565	27.86371380567995	1.480513270800889	13.63574500132681	9.20248945161382	18.010443054465817	36.802067559451224	0.25922907640396453	1.3438174603764619	3.972159230557811	7.120423239583777	25.177940160535602	20.626959893008465	0.8741148860094978	19.30600197947861	14.40392554026163	3.9216794719221735	0.17764029778923615	1.726098737900887	4.889849530789224	1.9113490881764232	12.637243635960361	10.797690876516342	4.391988373951056	3.5551874803663006	2.470635050164142	26.281640865489365	15.846595514832138	0.07560314997356633	24.567978845598432	2.884599021031324	4.086372445908089	9.237656908165594	21.046228789702607	5.56628733378718	6.578337673944189	1
6620000	-6384.436769937119	-6141.371311389779	-243.06545854733912	-6141.371311389779	0.9887802793493666	1.3060788363222082	1.0	0.6322725849760343	0.9856912814448231	0.5874671401371975	0.7157848692916104	-94.91531356137271	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	11.196829451471292	28.89069411304438	2.0933094657471587	13.514645789227048	4.155692663572189	9.61847696335413	6.368635051413477	5.665931386055958	1.0883909087720587	4.158929175852538	5.583212705530419	0.03472058014096189	3.0681010077584516	6.96996954768242	12.225684984612888	0.6496007312801519	4.320442771320979	4.037750957904234	7.902392507789939	16.147541849664517	0.1137412280742337	5.752035488339549	0.35451989415366736	3.3142924091485204	11.047255477530557	9.050434396536183	0.9441123727693504	8.470841330034922	6.319970748521024	1.720704503667779	0.07794274433371896	0.7498904161120239	2.145505814569478	8.687359654532731	1.5122697126648483	10.851815273144	1.92706064562945	1.55989982165758	0.7268686643351955	11.531523196836151	6.952967080914561	0.033172185942882106	10.779624430885889	1.2656675698005044	1.7929663863863847	4.053181285982909	9.23439585589426	2.4423045668395673	2.886359107939818	3
6630000	-6343.898620966568	-6130.126081647788	-213.7725393187798	-6130.126081647788	1.1532555475316133	0.7857908552132022	1.0	0.6253409322478695	1.004294172423691	0.6825814651166471	0.7761457408151321	-93.77628778176707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.808560528829106	24.009070071403976	1.0859426581482454	13.78719709513031	1.511271015248258	7.540870644315968	3.6812482623405445	2.4895114446187248	2.7936657740158157	4.608318844015592	0.4519238823190223	8.723931646021185	2.4280032950380703	0.24683932663989988	1.1994779813727268	2.560292591413853	6.7080723035325	3.4079597085103672	2.6167154757550874	8.376833337695674	0.05900534707222221	4.07432295451942	0.9063854526353617	1.247711629329595	5.730966287982821	1.859170351763195	1.2958519282509198	8.39694334844183	0.37810830362803477	0.6497230077214611	0.04043422740407717	0.38901939971972865	1.7820422531278814	3.405579173935974	3.861388896399158	5.629578099311529	1.26237746244321	2.7794645672012117	1.2521956455002399	5.982189044561914	4.704075021165467	3.6303407777210235	0.5558265031059983	0.5365285472533663	0.9301341800926347	7.541243788757837	4.7905121274382045	2.945811628883768	2.568465544924007	1
6640000	-6384.318680218699	-6125.238706067113	-259.07997415158707	-6125.238706067113	1.1247990928899116	0.969954587820486	1.0	0.5989059911980246	1.0017487752078593	0.5174495719796194	0.6806729176722319	-88.44567432630477	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.734587441829888	68.60211479403614	3.315579640111876	42.0948101079047	3.688812226792727	13.492257177148987	11.239517756514283	2.1291858201783707	1.7317393324202743	14.070032169485106	1.3798054730185538	6.40256827766461	7.413133861856085	9.73257822440095	3.662223547404834	7.817037046225141	1.3818566328719746	10.405118298903826	0.8626844866268936	25.57598953745369	0.18015401268423853	12.439645992248085	2.7673589671630174	6.755753936880385	12.7995559584198	5.676383849140751	3.9564706641461878	25.63738904293593	24.720527862450183	22.09653742748343	0.12345302041381875	1.1877466932910534	5.440897793227038	2.1184441985202604	5.047099618635764	5.356944768753214	3.558703784986157	0.6806886134989417	3.823180125124594	7.487577783994392	10.01746915632111	5.8122629033793745	1.5172645962751619	10.94455492380267	2.839868133871846	23.024783288062242	10.229735749232809	8.994096499521143	7.841990553718857	1
6650000	-6409.341495850778	-6134.1964165426725	-275.1450793081054	-6134.1964165426725	1.2389682499692118	0.969954587820486	1.0	0.7375397584670428	0.8423376128796002	0.67119535543889	0.8095403358475872	-86.26840264194885	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.15129491063281	62.149615124759116	24.592970691676292	57.32550455192288	10.317274738789045	9.587946952416257	15.306186787893049	16.703989176932392	1.47590246829976	6.454337253366162	1.7925228126677164	8.71913796509412	10.095345194633477	13.254008175228066	4.987284943173835	13.214266512886462	11.258461603944763	14.169885904654507	1.1748199680253841	34.82986384523241	0.24533712464088697	19.320686372396597	3.7686415180934163	9.200112842119296	17.43067616830041	18.324461848023116	5.387996203942278	34.91347884722397	33.66488003799578	30.09148048497958	21.320965388774596	1.3619798968583632	7.409517002515554	2.8849371747721264	16.006426541423657	7.295188193945442	4.846309782660363	0.5739774417181087	5.206478639619646	10.196724328699247	0.45136674308105573	7.91524899793001	2.0662394793392878	14.904500851647827	24.241052887615563	31.355583165797256	2.5551112520957426	40.43487760883799	10.679370307907126	1
6660000	-6379.828902384645	-6124.588413136968	-255.24048924767672	-6124.588413136968	1.0010608070543994	0.7329545751701365	1.0	0.5919615774814385	0.9241041008483458	0.45156178550265486	0.6784679780462918	-87.54104752164753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16.633000898008774	24.053812849409088	0.8578564778775892	39.48008470018541	6.4424577609527	9.640513676718532	2.1889230896834158	6.804708869309213	2.7395539673189613	13.870523830846611	1.2345107648731921	8.368234549603933	6.95266594645908	9.12803767651098	6.157056482320918	9.100667586921071	7.753704414671649	3.9928985596731494	2.429435961618808	6.479838342998682	0.168963719318843	13.30615997905507	6.359552313462068	4.810476934928779	12.004509631183351	12.62005998028327	3.7107138987891086	20.197591119385002	23.18500858754448	20.72400770977811	14.683752476633144	0.9379957857887578	10.875833364384818	1.9868567211921127	11.023628671777725	5.024197345526852	3.337654368649605	15.443626988674046	3.5857027214773076	7.022485773271466	0.364394854685055	5.451233326316224	6.463656799481863	2.168876842490291	16.69481723196859	21.594595440291844	9.613031181452978	0.7678244199494403	7.354884140948666	2
6670000	-6389.346894655589	-6141.930534059309	-247.41636059627913	-6141.930534059309	1.046152784033566	0.7329545751701365	1.0	0.4641942872210283	0.8876420651356184	0.26903729561182665	0.5486759245486931	-93.93504975727097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13.430842335908043	14.044281275813978	0.6927033294749968	31.879442336828397	5.202166161937841	19.28777349586684	1.7675151395251962	10.780029109872054	4.320422995938247	0.7879789784327926	1.3152204564546845	17.97724472310762	5.778600574080508	7.3707225545887045	2.8400996903203106	4.437732907753103	6.260973720331862	3.2241921555276627	2.4127849249736393	4.291205213852055	0.13643509602237056	10.74447947612706	1.5663887289961465	1.796788525221	9.6934207582238	3.169151400158861	2.0143447587850756	16.309183385066245	17.09367657432389	16.73425510074339	11.856860083303962	0.7574143468111744	0.8732179275729233	1.6043502630703943	11.026611928565432	1.0897897149222315	1.1732541641511895	0.9827697606322112	1.8173888291443951	9.295820760040959	0.4515718888612925	3.4625129072527736	5.21928399568918	7.380873570851328	8.684435767115566	17.437238682587935	4.57849801393861	0.6409974003407213	4.269468233147638	1
6680000	-6372.256683944054	-6132.435575357153	-239.821108586902	-6132.435575357153	1.0225513680173333	1.173672703320057	1.0	0.4708163717757078	0.8883782474477516	0.2190597099161778	0.49857722276673366	-90.48113879754833	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10.000930536497641	68.32989916980999	0.5158036783708332	23.738204974717796	3.873658935431281	5.1679914653606245	2.6285039838413744	3.1763849992105704	3.217091615702017	0.5867482344318611	12.218407277993995	2.2138399877604678	3.439163620347871	4.478529829034777	1.3311732893523982	2.8609650185112905	13.744821701174779	2.977656087706588	3.299758560815762	1.909333718660005	0.2714943607129604	8.687038208708206	1.1663709899982369	1.305083667709232	7.217955898779179	0.07195000348584514	7.298818187784304	12.144213003303154	5.093295934250096	19.86469874376002	8.828905224884215	0.5639890693641413	0.6502192206912545	10.896102769642749	8.210682337895493	5.208686280009093	9.700073187343998	1.326326241700367	1.3532717445045523	12.77923192039454	0.7937834754314108	7.649582374695444	3.243998768264693	0.41900049983450943	6.287488077692769	13.590531928377375	5.868061021144658	0.16054092400508124	3.179149465058929	2
6690000	-6319.088231277505	-6138.37895360356	-180.70927767394463	-6138.37895360356	0.87573931208543	1.1642145478360377	1.0	0.4540249028560163	0.8870233203524256	0.28969254194720234	0.5510307845072316	-96.97171800143259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2.9514327398630877	8.70938066770083	0.15222182157247757	1.5395601380564081	1.2239301986785442	2.73827457670099	2.074280203935397	2.027614364080846	2.1901331988696224	1.5702873708093579	2.761679684113406	0.653339186473599	2.2352884684836436	1.5590289115982587	0.05424018939391526	0.3114973573853688	4.0563142223998065	1.0492258399055256	1.8744282139939976	1.05748972939136	3.2332979348115014	1.9470061884584686	1.973709895987464	0.6198905988402829	0.4530941416789804	3.679541478115631	0.43796676382712907	0.9335564661574822	0.08717774701180858	2.537838131473381	1.596015120846672	3.087839948076181	0.8366097625046811	1.3311350328160685	2.423102188365658	2.4682915051347845	2.8626449788562565	0.23604902824543184	0.5457024661303791	1.8154704967084319	0.3735547664181408	0.9243841358101487	1.3384063174978331	0.03933957988794394	2.570172972789541	4.010780870758332	0.5649595684423773	0.047378165208455114	0.8743145840508386	1
