#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Gly" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Gly" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Gly" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Gly">
#                            <taxonset id="TaxonSet.Gly" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Gly"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Gly" name="distribution">
#            <parameter id="gammaShape.s:Gly" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Gly" name="distribution">
#            <parameter id="ucldStdev.c:Gly" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Gly" id="treeLikelihood.Gly" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Gly">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Gly" shape="@gammaShape.s:Gly" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Gly" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Gly" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Gly" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Gly" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Gly">
#                <LogNormal S="@ucldStdev.c:Gly" id="LogNormalDistributionModel.c:Gly" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="98" id="rateCategories.c:Gly" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Gly" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Gly	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	sum(indicators.alltrees)
6680000	-6213.678682278255	-5984.34641151908	-229.3322707591752	-5984.34641151908	7.603578249172514	0.8014849033019993	1.0	0.37998044828238803	0.9432245742614278	0.10273834301032843	0.33215953829439715	-98.49298731917565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.909984758458871	15.880736209571328	0.1816875926820578	11.437805564796276	8.893443970878332	7.841506722380032	2.4172049362683508	2.3089100609114497	2.2592584008391268	1.4942397444981474	0.29959692195485593	1.3408888413736741	1.5297284476381257	4.515706954173822	5.070772236825248	1.1827904325261331	8.534946014218221	0.6112675457231851	16.199858967947055	0.30476992720753215	11.267512784088419	10.6705840412629	1.4738757921364642	0.25827139395724713	2.41534718030216	2.0397484440240286	6.760165928334345	1.5206988494994655	0.27019061533295474	3.4754625142238704	4.0176205610819835	2.4261335608592254	1.7039167248519382	3.692939799533207	0.8153298240926339	2.1526811976988234	0.24234297908494157	1.0904419236555762	2.992708584673424	4.983803202651094	2.147258000105637	0.9822936624865679	2.5566110857940183	4.391621161033348	0.9800500963405924	0.9095333800404476	1.7683560413859634	0.25823667878851797	2.453548259703621	3.2736357277425663	5.4386142002540065	1
6690000	-6271.059120143787	-5969.800835332662	-301.25828481112495	-5969.800835332662	8.604025357080884	0.8841746861637952	1.0	0.37321922597391266	0.9925162469893666	0.09033703060289289	0.3179429629897285	-110.77402539621585	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.34844328616295	35.49596357907758	0.5592690986525323	0.8747584574394834	18.98886556535694	0.032343774072839074	6.632861205657907	5.595904994894818	3.821891668940756	4.599555218603516	5.138586000527376	59.05810174985253	7.554926153148969	39.72873957363519	13.838898683745526	3.9661100403047382	6.250239819733182	0.5477389120342102	13.64947231375256	0.9381400235954948	34.68355557905586	24.990668666863183	5.9688945154972	1.6293542802844763	7.434899766790312	6.635418332093037	20.809081399945644	4.681001395454648	3.7243780543973717	10.698137165216544	4.888404688430163	7.135153807710668	1.033957884281534	18.647963854732833	5.945933249460684	6.348069164214989	1.3722109145358248	6.689621173653814	7.154565133190159	26.83980348183838	6.609670085700405	3.023687435786081	7.869737038451567	13.518248396039512	3.0167813108399315	43.03609838275329	20.733324792540675	0.7949018006849308	1.9618574590256572	0.7568843032721241	16.74109286602536	3
6700000	-6264.1218701517955	-5985.244452330856	-278.87741782094	-5985.244452330856	5.694422545297753	0.7272845496590843	1.0	0.4273203342035629	1.1310296459270806	0.14793145858971143	0.4020824475408808	-111.85792686088672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.136801501914164	46.941310321312486	2.354936955682469	0.5797415228530644	12.01103935123433	0.021435664526970752	4.427029280958565	7.814119724378656	12.838067599238006	6.189190541587863	3.405570586853426	3.339540450172573	14.625657264245607	1.6021627457647465	9.171656620512216	7.2060272481261425	12.412890776212576	0.36301105555251156	5.293165896561764	0.260213032932521	3.8695344972848966	16.562432962868407	3.8929894725451657	1.0798458976712777	4.927440342418295	4.397588266679756	13.791108205218414	1.1516971706108388	2.4683117797534853	7.090133601003424	1.123027273695803	4.728785299637064	5.049502746700901	7.131731589486244	3.940635689210789	5.02351038835639	2.1943748168191273	4.433510912116517	4.7416500525278416	17.787937242909607	3.11526450802665	2.003932792813918	5.215626435301664	21.93550742820535	1.9993557951761767	28.52194568898779	6.625225202392762	0.5268169476139142	1.3002106138480651	0.4619379332663731	11.095070404672876	2
6710000	-6316.021149690728	-5965.546133777786	-350.475015912942	-5965.546133777786	7.833178485581179	0.7245136437102566	1.0	0.3863859060780134	0.8814181284660246	0.10859271777199853	0.3526814937847465	-107.4334277044823	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.33858210208152	66.86952968260579	71.05795050808022	12.912042738070044	23.18863966337458	0.09210738475897658	20.040457680163886	16.912131590013477	55.164178858880064	17.591125250744998	24.883788212049414	14.349745806815902	62.84531274016747	65.98428343833433	30.15808808521099	35.91314587070051	53.33722708979783	1.5598302970018763	55.44576589873528	74.64580043896949	24.24684819895888	71.16748741501506	16.72787324877189	4.640013910092041	21.172828251952616	29.385341041053085	43.90988476923208	1.537332718237938	10.606143911088585	30.46575312645363	103.76255600649145	0.23373685352162524	56.918004177597815	30.644496450485658	4.250414759996357	21.58563377397873	9.429058068335557	14.139687724919337	20.374501813605427	78.15359096983657	27.98858392697101	8.089570283861955	22.41114149883127	94.25517086400396	1.7433034152797406	122.55658425446933	28.46807786452585	2.263691486231785	2.6767652652551592	1.9849114031709971	17.654380812118532	2
6720000	-6365.520951040633	-5985.42169272379	-380.0992583168426	-5985.42169272379	5.685633045784107	0.7245136437102566	1.0	0.4617040586239873	1.204042542742419	0.23356218605323972	0.4830955920315094	-94.99994529590992	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.08796184676993	106.67187619902067	224.5877989473307	75.97355407278611	53.53761137260643	0.21265625933037588	46.26913223824885	1.8639365345680725	127.36229517164698	40.61414731320961	57.45134695758489	34.283911326237515	145.0963911172079	152.34360336372413	69.62857774693163	82.9157757723113	5.615129419440082	3.601314672201466	128.0124194448333	172.34119433106525	55.980788641809085	164.31051320392365	38.621082999425916	32.47820609453724	48.88353379359127	16.05095830366693	101.37853622798367	18.54085264743576	24.487318752494787	70.33891054998094	239.5655579261099	202.9586711094431	131.41150287386728	108.08270405139986	17.23734009238702	49.83661348828358	21.769679196387365	40.214241311117846	47.04036872547323	180.43993271953101	64.61965647422072	99.89445913193211	34.91542082685041	217.6150382614252	9.682660259025488	32.832068981478834	65.72670546273369	5.226379676284915	21.50639582451217	18.44350265183021	72.99633902160284	1
6730000	-6255.334935955352	-5967.289492662724	-288.0454432926276	-5967.289492662724	6.019786681809431	0.6553113438920811	1.0	0.44715949008883815	1.1597295256946922	0.20783327864549536	0.4690703188096011	-102.80593950902382	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.429259494393047	175.15163475687982	25.85445387852843	8.746043903406267	6.16322752387918	9.620248282739805	29.639654846351114	3.690866614610733	14.661894376332986	4.675483723723529	6.613775134429968	3.9467495933189096	16.7034361156927	17.53773217119393	4.199393511301158	6.505497421349165	0.6464113601777971	2.469653436996837	14.736736411898551	8.090822975898208	6.444485073575733	18.91535784802112	4.446042989991839	3.738877559085381	5.627452051312395	3.2983827533535797	11.670654868449963	2.1344152348816507	2.818969936312853	8.09738608777631	27.578687254231	23.364517689926306	1.8662431324941282	12.442435876130972	1.984355412431126	5.737170188826903	2.5061164024558273	4.62944671131551	5.415267656311716	20.772169905079945	7.438987940528758	11.49980853124068	0.4619273940488581	25.051752572381176	1.1146638163863174	3.7796141072533422	7.5664309590228	0.601658651652202	2.475807330337769	2.617848395823147	13.792000784822907	2
6740000	-6274.856746581505	-5966.6856458350085	-308.17110074649685	-5966.6856458350085	9.265993829941738	0.661641238991606	1.0	0.4193495190755135	1.1119068950525586	0.1643860287513384	0.4015364166441816	-111.55117602662395	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.341995800860484	72.39772125000884	12.991280050163898	11.552073702995424	8.140601555459059	0.13528546268297265	1.6793498685320791	2.8791801489496254	19.365931194899126	2.8420494654219657	2.29643838374185	40.80587232483698	22.062469298445553	23.164436042462796	4.937501095374926	39.95999869357604	0.8538022170594358	0.21106340680458255	19.464785113366073	37.28252484295085	8.512096139696515	13.024500373805605	34.53385536416543	4.104540838472405	48.597916506582486	2.995111802130677	15.414999820667347	2.300983513721624	3.7233918364086325	37.2504443094482	33.81635025898861	30.860653498875035	0.8190701628322706	16.434394552933757	0.2313863246231539	7.577850465871135	16.214351099192083	6.11473143787652	2.315591036959893	27.436591945436106	9.825669515701101	15.189340139430238	0.6101294894491394	9.142156380152736	1.4722860647820324	21.57563553527792	9.994000610174796	0.7946913101161269	49.3528838627728	3.457743631956768	8.095645522743522	1
6750000	-6252.190932199939	-5959.22965541314	-292.9612767867989	-5959.22965541314	17.316554623869933	0.715470221332272	1.0	0.4066267840279194	0.9992533257747171	0.1586379569042201	0.40861696751903803	-107.95857247339765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	20.092365934696915	17.53584508834131	7.126718982512285	9.535310664089765	10.407083630806465	0.11166730304731146	1.3861686760187073	2.376532377126039	17.310624868365174	3.9726495115677993	4.227493618225704	12.119145267864706	18.21079956606162	16.296589089073294	4.075511294260145	32.98377516246877	7.873296404354967	0.1742159204871592	16.066619538409697	9.74910288595553	7.9788404644981545	9.210439727796501	10.584965202262534	2.479936504464943	40.113683779354936	1.4388456245502959	12.723846467395541	1.8992774111712436	4.298433180439326	9.314351314411377	19.78820236760464	25.472995236543554	0.8450714261273641	13.565275089771495	8.297172126752761	1.5808538570412585	3.811916708371781	18.331390537791734	8.207481459801198	22.646706945417066	8.110302420473012	12.537582492608285	0.503612976924783	7.546117127165043	1.1135186769760363	0.6244284173797524	8.24924624315801	0.281973892739356	46.48857286613304	14.254548005158545	29.782383726632673	3
6760000	-6324.35528583057	-5965.654972734746	-358.7003130958249	-5965.654972734746	5.636863188082367	0.715470221332272	1.0	0.38014981279410015	1.0794496799772073	0.16240753263007585	0.3987383781835927	-110.1105371277538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.4958338121424	32.686548539604885	26.42351202803157	35.35377172045794	38.58601695536562	0.41402535057841305	57.36797807864262	3.093673117770188	47.16034103650104	20.79099661129894	15.67414524744397	44.93377408884424	67.51960931175556	60.422351276606356	19.10774897068804	122.29290671822568	29.191573675238928	0.6459348939902034	59.56970039996158	36.14644242346049	29.582896070512824	15.585585772288457	39.24554286826721	1.63457010015168	148.72824485339703	73.71249568839384	47.175805724773284	7.041891176261974	12.489510253550701	34.53452768287774	73.36809611218914	92.24503523078315	28.29130138185368	50.29554418768139	30.763164371694373	5.861282170461644	2.064006612057955	67.96672066830008	30.430621104194678	83.9664837123389	30.070313433741834	30.425133470440496	1.867230009475381	27.978501350181023	4.128558208442505	1.2029287551549495	30.585471079068785	6.76458982331602	172.36422080182274	52.85113971698703	18.897683489951028	1
6770000	-6327.144280874155	-5972.677247562843	-354.46703331131164	-5972.677247562843	5.8070558385823405	0.9140829454775058	1.0	0.4213453770919696	1.0423963764663877	0.19374595729523014	0.4428148863472907	-94.86465555066422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.30021454999172	93.54421054402295	32.73868758220507	43.80326453125515	71.53082693481572	0.5129767227505583	71.07882970087464	3.833055862396258	17.55928695527171	25.760010321788656	19.42023996771484	55.67287157829189	34.859016082341036	74.86319302780537	23.674469286555233	151.52070861437247	36.16831137256524	1.1087790950617602	73.80676000567139	44.78538221771703	36.653159171343916	19.31051492486344	48.625162529310884	2.100027197959057	184.2740487237113	91.32965991374836	58.4507450570419	8.724891489176565	15.474482491652477	42.78822252732054	90.90294940998008	114.29144567256392	35.05287549406476	62.31609583883753	38.11550963916099	7.262118888901823	2.5573007694089176	84.21065419259634	37.70348908221578	104.0343340702904	37.25706847605582	0.10882386419081326	2.3134948851417394	77.06332032474089	5.115276773494686	1.490426732710237	37.895347944282925	8.381315572750717	213.55898372611065	65.48247446146944	6.1350946850508485	1
6780000	-6261.596713882393	-5973.60205457233	-287.99465931006176	-5973.60205457233	6.517197881765117	0.6961652622532278	1.0	0.37787308973562744	1.0722901156903268	0.14572756199612058	0.3962824147940911	-100.59182865472171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.624743803595457	51.59805800755769	7.204183503152449	10.26253706849696	16.758745513932865	0.12018379654665527	3.495646316944796	10.080358625173746	4.113913316809297	6.035236497580861	4.549910484538696	11.658367117310728	8.167015599056434	17.539475692860677	5.546621267392185	35.49933790186774	8.473766513476223	1.6830409128891786	5.530478836679083	10.492634511479768	8.587360067764747	4.524203329337933	10.832176228856339	0.8709793437544499	43.17302091582061	21.397355433389794	13.694251883923897	2.0441289772454865	3.625470655801828	25.451911804154005	21.29738269370245	26.777004188577624	20.1335241343405	14.5998534664867	8.929969826277105	11.793447286776342	0.5991424205980934	19.72946467488173	5.467032582480932	24.373895900634107	8.728848189527769	0.025496020722346326	0.5202771309050559	18.054936998812007	0.4767485556567448	1.1259874603095594	8.878388795070238	1.963633593718828	50.03410157331821	15.34169493276529	1.4373731569515253	1
6790000	-6317.122876400589	-5958.108553164875	-359.0143232357138	-5958.108553164875	10.278124319391868	0.6961652622532278	1.0	0.5699687406372519	0.9444569391312758	0.5205071223052112	0.6738621291641873	-112.34613438221125	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.1095329473454	70.65546219173034	24.02295779305003	3.6963272419072366	61.638217905093335	14.742994214501936	11.656527612691848	21.585438616494834	9.777412111132039	4.8230857916010565	84.81401321314942	13.419547942057466	5.731829113464257	58.48686170992763	7.874974387612393	118.37553773090546	28.256489470642023	2.0502603707413884	18.441848352524765	34.9885751656491	28.63527676264279	15.086337761982694	31.196979966899328	2.9043541165318363	54.688888415499875	71.35128723946042	45.664638452219386	6.816320561855589	12.089437825418718	84.87154758843528	71.01791970309579	89.29017995794271	67.1369351284528	48.684443345543556	29.777737912421653	39.326245129765844	1.9978909581850017	65.78956476563332	10.281552488675384	81.2768125932533	29.107080843680382	7.678671234597975	0.2836062264987142	8.986755172114394	1.5897582877265568	3.7547001992222477	29.6057366113634	6.5479019131426375	166.8429336625084	51.1581763127489	4.793042079952539	2
6800000	-6231.859117473178	-5971.868147492957	-259.99096998022077	-5971.868147492957	3.297267098810361	0.6961652622532278	1.0	0.5148588486413664	0.9077199866689792	0.22325304324999123	0.4921668873527221	-104.66491324277581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.30632901385672	60.358993414423814	2.4846205470628417	0.5795612623146698	9.664491544712392	2.311610357541239	1.827671473679287	3.384463342519584	13.554134490987643	0.756230037736038	13.298312985519894	2.1041021630373926	0.8987153731164927	9.170378373733785	1.2347473040361476	18.56055256598494	5.64921792355563	1.763466296451742	2.891567821546573	1.6340743440152075	0.98148197806288	0.05705306947263079	4.89149361155924	0.45538477191685883	0.34179060255154087	11.187440774032005	7.1599330287800935	3.98303558287959	1.8955491189570985	0.07067443253697867	11.135170805074779	14.000148261231248	10.52665641446491	7.633419768827483	5.515306807730452	6.166112137231385	0.3132569520807116	10.315397070479415	1.612083873779696	12.743701793879449	6.439780564850819	1.2039681831110534	8.32019395201921	1.1712167712912136	3.424059358528579	1.9752177284498351	4.641996489841092	1.026670543470465	26.159940642006823	8.021285806457627	0.7515193694677579	1
6810000	-6227.484240208441	-5952.9661940224405	-274.51804618600096	-5952.9661940224405	9.706487133608752	0.6880483707040549	1.0	0.4480718916689619	1.009366453636812	0.2213414046127482	0.4920776385540858	-112.80359183439033	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.009448046869434	33.848750238861804	3.6755643857105267	0.13548028608682713	11.57077498795403	18.57177566101057	2.2646314755103005	7.366692730414091	16.79465923369588	0.9370296417308372	16.47767587988317	1.1702746563194573	2.500565897811347	11.362833970204374	3.971607125247748	22.998012580005227	2.20077617287521	0.9674043652724544	3.5828843402937514	2.024749111683103	9.591901484545028	0.07069332687131923	6.060952722917224	3.360264544452992	0.4235059570162522	13.862135986768678	8.871731015683874	2.9253326246713205	2.3487373195820487	13.301726963138936	13.797369304884553	17.3473060507802	0.6495729950726631	3.7239692083472886	6.833907282438847	7.640307259044431	0.3881504766150803	12.781603928613738	1.9975011561430651	3.938413477803329	7.97940438014396	1.413385776395638	10.309387314647937	1.4512314730021663	4.242684043062386	2.200934442931437	5.751805787579493	1.5993337206145386	5.908346398906045	9.939016159616191	0.9092812719708088	1
6820000	-6224.653476946165	-5964.314491767755	-260.33898517841067	-5964.314491767755	3.924333113980511	0.7464237696490382	1.0	0.41777413014449694	1.0672275740010584	0.1553829347374716	0.4054567566181795	-107.74484733516167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.703713897439297	16.70408332086859	10.153947243200555	0.11318236819885105	9.666407953946619	10.627554967866601	2.917354514779276	6.1542513165876445	14.030523259628865	4.111208960202776	0.029795905071126505	0.28288816466091926	6.4478828021457995	0.24477045477296136	0.6914847166209117	7.855939537776076	4.786459387001533	0.8081848675553452	15.285757612570974	0.953475261185357	8.013225812463341	7.414618018577824	12.86015840107221	3.8672482944660524	7.1524205590403325	9.542981051024519	7.411584042085444	2.4438690217812673	1.5472125318352614	2.595812206632847	8.354011710534406	3.4203118662529906	0.5426635270996301	0.4684594969191551	7.474996006679742	1.2174606482735908	11.021631105659264	4.110113180367468	3.217984600992558	7.374201541827338	4.1035789291725795	7.674255971944632	6.92144927427247	2.4316457223870303	13.489351945566781	3.1251093755751715	0.8996898004013827	9.821627489596251	4.161339757647523	9.487417965813625	4.603621885633488	1
6830000	-6285.589320732362	-5957.660037481547	-327.92928325081454	-5957.660037481547	5.988509038211973	0.8038168287050765	1.0	0.4689407841588947	1.0610456549165885	0.3277161158600034	0.5668955192754459	-107.4328389119868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.535117957133316	59.83516548605297	2.5533046996580713	7.366812200153474	47.67515933766133	1.9372623484626585	11.350421166935291	22.47901316870085	42.65995906296452	8.462397031919657	41.663091215913255	26.544034788173445	36.09497824288296	4.207672823756529	2.6903287634002426	1.047023570398683	18.622464176250013	4.436709010356286	1.9085756731076642	52.14247626798619	31.176700471762032	0.8128660150388531	7.2335649906096275	15.046130553188165	11.145451016420296	50.618202354282595	2.474123212106447	9.508252265372088	6.2563335243663865	24.089491253583567	18.03318669341367	6.663774092294393	2.111316795168936	1.8226144826575288	29.082633758480256	67.73146562890734	42.881368843612165	15.991034138842833	23.536373962087378	28.69047722708344	15.96561161898903	29.857885623143158	79.52842646031091	9.460695619283559	51.08581550123775	12.15872374297303	10.638819451185153	5.718494038277164	12.325075103741128	15.537875702280997	17.91110645982438	1
6840000	-6281.399957575207	-5963.558609939124	-317.84134763608307	-5963.558609939124	7.340470689471828	0.8038168287050765	1.0	0.43338226047881584	0.8211756609213366	0.19499637041934656	0.42500349808904664	-107.78592509300744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.111556285575695	43.22751792321251	2.024894422426397	5.842239250627292	22.923187224935386	22.6539564332905	9.961981075257944	40.91168485649574	30.15889693748441	6.711091141055955	33.040851346665605	21.050706560193348	28.62506779210629	13.97571724274734	2.1335611485115678	0.8303404556977407	14.7685169918709	3.518525356649551	1.5515709573484937	41.35151178027649	24.724635059569447	0.6446421612949553	5.736567753040126	0.12143157927787926	8.838883037186417	40.14268866311315	1.9620996637263572	7.5405050489091305	4.961575819770077	19.104134530047695	14.301191377181608	5.284695944672577	2.4737768218725362	1.4454216532249498	23.063938626244852	53.71433616720571	34.007004572962785	59.54064419662181	18.665485700298483	22.752939483349824	12.661504097903515	23.678750942589947	63.06989807577488	3.715085823896097	40.513528560619136	9.64245743732291	8.43709964219749	4.535043030444702	10.229426397915038	12.322288777409437	3.2985822218445917	1
