#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Thr" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Thr" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Thr" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Thr">
#                            <taxonset id="TaxonSet.Thr" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Thr"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Thr" name="distribution">
#            <parameter id="gammaShape.s:Thr" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Thr" name="distribution">
#            <parameter id="ucldStdev.c:Thr" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Thr" id="treeLikelihood.Thr" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Thr">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Thr" shape="@gammaShape.s:Thr" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Thr" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Thr" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Thr" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Thr" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Thr">
#                <LogNormal S="@ucldStdev.c:Thr" id="LogNormalDistributionModel.c:Thr" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="108" id="rateCategories.c:Thr" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Thr" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Thr	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	indicators.alltrees51	indicators.alltrees52	indicators.alltrees53	indicators.alltrees54	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	popSizes.alltrees52	popSizes.alltrees53	popSizes.alltrees54	popSizes.alltrees55	sum(indicators.alltrees)
3000000	-6848.338582239404	-6532.121318264644	-316.2172639747598	-6532.121318264644	2.0762498849968565	0.6619783336640456	1.0	0.2834419426869844	1.0151764434790644	0.08933967605410395	0.28804079693516016	-134.18197126081364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15.05970213620914	21.20013932319249	24.29640837800453	0.20386643853497993	0.3062469974402983	1.2302125753048552	0.7638345940609358	16.498393519958665	1.550564449540348	10.541963447733709	0.47353895364618603	11.787634285938939	13.50842623101849	3.482858195747216	7.374651460888485	9.786094959911491	13.993888544345294	6.619782556836166	1.4710758423543495	2.9960263120722694	0.7018162334146983	1.4044964181029886	3.775417067006516	10.299608474856445	4.049229013795153	0.8157330574032933	6.695720005091915	2.435609983950888	1.6904494789023266	12.919262789971343	21.544343659598642	4.030982515576538	11.638433298808426	26.176316032153622	1.56107153746719	6.143425850371883	3.4790885979359376	7.5752131766696085	13.4213988838679	12.104875539254495	29.32498620223539	9.224735405206022	12.666780247725917	6.827070656537787	6.595304844522408	7.125610580694833	5.793409988592567	1.453051715380782	4.8021350784287895	10.6198611077664	7.0804017759825015	0.28127428533469984	7.002207156262846	0.5957272111184051	0.1612447591557989	0.1258835579408482	2
3010000	-6870.459340376188	-6522.759803579678	-347.69953679651036	-6522.759803579678	2.009645003558813	0.7417128158475009	1.0	0.3016533338824518	1.0790800836117334	0.12404060463734065	0.3223296953647905	-132.12851900967806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	27.678425097707073	34.20255080336336	12.236268512390597	0.374688815083506	10.542591232824257	4.9896174687887465	1.4038616705386526	30.32261495907783	2.8498028438810223	25.473870769491345	0.8703234858695429	21.66464845795764	24.827314660106772	6.401190994683945	13.553969144656605	32.29846197798531	25.719552245926522	12.5462151784267	5.915521143032792	5.5064362574654515	1.2898773078797012	2.581342483195152	6.938888801159855	18.929786202184697	10.555368447323724	10.434792825074195	10.491405981241192	2.016582297465758	1.727009512724755	23.74448340449233	29.691805829375713	7.408595908367483	21.390429996699588	48.10979633440811	2.8691139593033435	15.146864958066615	6.394262801169608	2.2469480325365874	24.667365951442207	22.247710339818187	14.577604891460942	16.954262816743373	23.2804424114626	1.7666015041021281	12.121597723818542	18.74037922694873	10.647784596218555	3.1398684564408876	8.825907370225098	19.518382738302694	13.013163769488386	1.0124366750845262	0.8988111198515538	1.0606760824604702	6.861795394805194	0.9320291307643168	3
3020000	-6769.411584769462	-6506.380944492455	-263.03064027700754	-6506.380944492455	2.952030000959847	0.7417128158475009	1.0	0.3984056188710107	1.0166419497509327	0.2543474468164653	0.46872897096818233	-141.8051318426234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4.693578264985399	20.65095285653232	1.2032504023689325	0.5033693705937299	0.5540862289271234	0.33918023882801407	0.2380603159546161	5.14196765195427	0.4832562777801122	4.319740221730909	1.2812506983071	2.2569416330885392	0.8126144899799332	3.7218837738532495	1.992330631611447	0.21517668789598218	4.361401740904599	3.113845048458229	2.1984887618760274	6.022966584967159	0.37695409031843785	0.3773139111799982	5.795057602958435	2.519959663017271	0.7620350981114606	3.166003433205934	0.6667483323284762	5.170604405752627	0.7878708869249023	2.489338741188813	5.034997981170164	0.19327847367632692	0.9138555527802236	6.698143231423722	0.40542762103008023	3.50156677339679	1.1698689223168113	0.5650735316760639	2.3219488395377494	2.8259342155799305	2.4720022628662535	0.385373338411442	3.9477888686208993	1.6107496750711503	1.1970524906644793	3.1779061238739787	1.171777961568415	0.5324442517968655	0.943792914505931	3.1535483265448554	2.206711632311263	2.6320897518358026	0.16606916598161836	1.1072606126464068	1.1635912668493056	0.21713467197975064	4
3030000	-6830.471405461512	-6517.34919688325	-313.12220857826236	-6517.34919688325	1.7788903623608412	0.7088485752816744	1.0	0.31977308984916986	0.9787786763208607	0.14342385257595142	0.3658287796629808	-124.58778393349496	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.78856795480297	32.90835606394831	0.5807597106268408	10.849403137685524	2.0483135846992697	0.25458276193641816	0.9022438465109361	2.7224712120972128	19.616807588765234	16.371729231534392	6.901436741986487	9.10612595385321	3.079792699719806	12.830247895240062	6.5317701463100555	0.6512039759116359	3.9019425130439087	11.801410590816738	14.483703589392666	22.82692315700187	1.4286484794541563	1.430012193338544	19.38402188655482	0.13546342088928334	2.8880978139485283	11.999089828088431	4.298289000218444	19.596487508325435	2.9860149379480085	3.1898181100921397	19.082541865448118	1.9157905048642836	3.4634943072704054	6.838457982859567	1.6990929829745758	10.914223688446786	4.433779868568877	5.991613581109693	5.189393746377812	10.710234280029159	9.368839242645471	1.4605572617041551	14.962041026260811	2.715602918329285	6.691286799092996	12.044200788178959	4.441015089233863	2.017953088348517	3.5769563107524998	32.829022288247124	8.363393047233057	9.975567630982567	0.6293988248368244	0.5122649320307455	4.409987679629868	0.8229360734581593	2
3040000	-6879.408416412003	-6515.086389455834	-364.3220269561691	-6515.086389455834	2.826230264305983	0.6716586766700986	1.0	0.4206308549262408	0.9408590997473449	0.1910482591289284	0.4329445020930397	-143.2571142261783	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28.57952603866031	77.50732869780778	0.9330620269285459	27.606298731726493	3.290868133848204	11.293709458098782	8.840999579683258	4.373985421048312	10.891926202457013	26.303200069806643	11.088008409272456	14.630113254237552	21.248426812710687	8.765555600963234	10.494093478986853	27.32235469892376	6.268951381372129	10.415721918498532	18.353534038143238	3.4130204760700815	2.295299797172726	2.297490771542737	54.006704666308345	0.21763867526761557	8.698592679183466	0.9770907474891849	6.905730844413604	31.20686602496789	4.797400886217598	20.81485859808383	7.636464100748877	13.728441426025297	5.564530320309456	18.742977194112086	2.7298022118703353	6.558207048585149	9.975819219971816	9.626265407647978	2.914854313615701	17.2073109124897	15.052194519959299	58.317137963037155	24.03836228908293	4.362950660910206	59.40611197192139	19.350492457582778	7.9274432155589984	0.7415324779735629	25.72578824070107	52.74386896655112	13.436821332231599	20.295564691809734	0.587890305675752	3.9270934974607905	7.0851885345904435	9.91836861458035	2
3050000	-6805.339570539041	-6516.719792239312	-288.6197782997295	-6516.719792239312	1.8760877007792391	0.7473707590005384	1.0	0.38773217731721177	0.9258592107828073	0.14411489044405731	0.386092623953423	-124.321154801982	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	9.248414626799399	27.112503477147985	0.5104303318195968	8.933475545987786	9.653013234603671	3.654675994339886	2.860972211983639	1.41543392604585	2.5518699220595993	4.075916211861204	0.0622212790328861	6.270230697776249	6.876050395843511	6.827046332920906	7.442303743320056	8.306291188355988	0.9994818816407929	12.56933406978673	4.601393729199909	1.104462979888243	0.7427654394389326	0.743474444878111	17.47672080724735	12.119520051977243	1.9399674293092533	1.5884394788671095	2.23471383198657	2.8767383155000483	1.183331629339333	2.8927425111190086	2.4711811592276858	7.802793709585568	1.8006975880566818	2.173344988610869	0.8833716371076114	1.0968084824950735	3.228203024203079	3.1150864320532987	0.9432550152359502	3.394729227667968	1.6959691167196576	23.961359716577594	3.4932976638553646	1.4118630467763185	19.223984125530844	6.2618735257678555	9.50086251553477	0.3929007140416084	8.324937087109118	17.068063639837327	4.348192995873985	2.529658088649707	5.758907225974483	6.243248204427074	2.829687375192813	6.4198397292575535	4
3060000	-6869.66236171283	-6516.278907835787	-353.38345387704294	-6516.278907835787	2.8740008809324715	0.6452845927685601	1.0	0.44977667425471457	0.9175343239358682	0.19335823085824388	0.46535037022979225	-138.36814341050064	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	25.40500514427287	56.95536392326532	1.4021306060493341	24.539880764471945	7.844850527709069	21.516152807815573	7.858970071740776	3.8881373320323918	46.589249193248556	33.101084359178834	0.17091923077639445	17.224059426486864	0.9101363461887534	1.2021075696587333	3.5931040356986754	5.038370224613525	2.745534599099092	16.76103526070011	12.959767938246443	3.371142255059054	15.735810109562635	35.72847802050498	1.8884614271654427	2.7657291091357945	5.329008755566515	5.529144990368485	18.61686576068232	7.9022788935337385	3.2505621064645456	5.153705194849365	19.673905527310318	6.641451476318812	31.1003422480521	5.970087073728728	3.523810063374345	3.4749846472815604	6.675403899456707	8.557011122949215	4.692083837029978	11.317442719688842	4.6587556758040405	65.82084513160422	14.18397458165724	5.822139247825685	52.807474070996186	17.20110262724806	5.680979088238655	5.0398904978114	22.868251268806617	1.3282423583260583	1.3013351445740076	6.3868170840654725	15.819475402553802	17.149939654612165	7.773031943782536	17.635029129704822	3
3070000	-6786.437024585709	-6508.832104722832	-277.6049198628774	-6508.832104722832	1.769661661534425	0.7546108351802537	1.0	0.38544464139805035	0.9800967099348212	0.1745768100711276	0.40337529647581116	-122.23588299388783	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8.930906730740766	15.588401889676977	3.210118754158107	14.0252811099642	2.757788395699909	5.732631922578896	2.762751997561499	1.366840576157908	7.385301184098848	11.636395876300444	2.1896680228025702	3.5624779748456152	10.046151806476491	5.721902100039413	1.2631242085738057	5.287088637142094	0.965168607183037	5.892194934576326	9.365396923431376	7.934138219575978	10.54269046720065	12.560033073025567	1.1605458420040085	0.6805995085451139	1.8733662871937848	1.9437224251401304	4.047416332349677	2.777976834000407	1.132539840175168	3.009024622071388	6.916188927968929	2.33474401421703	10.93305253567662	3.7053462395946837	1.259958373929166	0.8927547925344432	2.3466796907738807	3.008142206583996	1.5490682215941252	3.2071892377652667	0.6483509748921991	2.766671825682419	0.34721595531874067	7.680922463105177	18.564004334413507	6.046896757447964	2.5500834746926526	0.5692877973573155	8.039133155731621	0.47123105905521034	0.525055605861537	4.49689534996109	5.561197824882373	6.028910863169115	2.7325412024425457	2.3666756066351855	2
3080000	-6907.751110592247	-6531.340230195424	-376.4108803968227	-6531.340230195424	2.5629910806791556	0.7546108351802537	1.0	0.2612361336041675	0.9393585451560611	0.07056346259158675	0.2672872619617992	-144.42806790263631	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	36.67662644400481	102.04257513534561	24.62273546878932	57.59773464789591	11.325431767476024	23.542245586519986	8.721897313139749	5.61321517866684	7.334574878766816	11.622167816102538	8.992327266422068	5.250614357899878	18.71397181144942	37.33242978807312	17.937346129355635	13.852258914868226	18.889401048468457	8.100992624809711	38.46095081009024	32.58318918871446	43.295751667559614	52.18364148856143	4.766022936037708	2.290659289530472	4.381208424481139	7.982300503969848	6.603237178368666	11.408339789288254	12.20642394552087	12.357185597365579	22.99132282851367	9.588112006261175	3.7543226816161086	17.734269004956026	2.278332460586406	3.6662832810890795	9.637128345097778	9.523285683113059	6.361570914644874	2.0211727916531035	2.6625881590362512	1.3075252670501163	12.076789436560814	24.493521995427244	48.405099970153714	18.957377660835053	10.022269514910267	16.680073520392597	17.82583152341141	15.69351354196309	1.3946140662995423	18.467436272803305	22.83821579978646	22.382712298951326	8.661080891126904	9.719245733461769	3
3090000	-6778.064831332644	-6513.74667471697	-264.3181566156737	-6513.74667471697	2.507631253702884	0.7546108351802537	1.0	0.37915923211299996	0.9990806457492343	0.19241208957807376	0.41192601621595315	-132.9085303861598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.152913953421668	13.63930728174929	0.13092041659869882	9.470912188862878	1.8999677425898829	3.9494747856739223	1.4631957429416378	0.9416795748405872	6.296303012199347	1.9497485308219968	1.5085633897047408	0.8808492350320611	3.139477903138187	6.262932293101273	0.5082238437619199	2.3238712342812664	3.1689081180992207	0.8223957270427222	6.452254305955972	5.466194109000173	7.263346179505344	8.7543890206349	10.70325023000108	0.3842836943197337	0.7349966739442306	1.339120113085241	3.7298861163921653	1.9138764897599068	2.164153051304315	1.7380971570792463	3.8570513363643273	1.608512937806949	0.6298295850255105	2.975121809006065	1.344174501588097	0.5892257872380281	3.7481521577877848	1.5976375976538393	1.0672246125515206	1.138985414133946	0.526786494991615	0.21935197536138484	2.026016388126581	1.1790838589521562	8.120496455088041	3.1803119544737406	1.6813477116656663	6.917119415068216	2.9904824447034293	2.6327622743050965	0.9044065263071694	3.098118811454391	3.831365921298661	0.164026612321183	1.4529931085152845	1.6305120859862003	1
3100000	-6771.567363377629	-6525.392087711297	-246.17527566633174	-6525.392087711297	2.281250413912551	0.6948292335983152	1.0	0.41474904579584393	1.0169298938145441	0.2782098237616208	0.4836650880040388	-146.61127942917872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3.510748249053113	10.094622787602654	0.07470096718703238	0.08071731439883398	0.5468626796301519	0.04475311090326657	1.4164082396118083	0.15971847954253698	2.4118488788734687	0.12733180155345322	1.158934986463021	4.032959774886557	0.5465399465290421	2.2645704488789677	1.0147594471286658	1.3259614759021374	2.497592736331311	0.6319446590339126	0.6372888357103318	0.7809128047298283	1.6559953710461133	4.0014013961661155	6.199087536347646	0.2192657523225093	2.9993370958088024	3.333833367949167	1.53321281771286	1.976172147200343	1.8856253579561362	0.010643904458637112	1.2780198147086597	0.9177901759612053	1.619682971828742	0.7566443731956435	1.1881353086638264	1.1062429429790273	3.8004496260024445	1.388749145495621	0.6089402465604202	2.64429154502694	0.05615562949425101	0.5323377969137565	1.1560105571138088	0.4297803664655554	4.6334174225349525	3.0093934297204386	1.1566441676176966	1.135709623187195	0.3509730692802565	1.5022094595601572	0.5160390105730942	1.767733999696749	1.1871029469522185	4.3521036316526525	0.9013087602942139	2.5111575953458285	1
3110000	-6854.148297755247	-6508.845919416365	-345.3023783388815	-6508.845919416365	2.365461819265168	0.6948292335983152	1.0	0.47338700012766444	0.9645630654302098	0.2598324170464478	0.48516265060757774	-144.26740624913307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.870010588610427	39.143163635523834	0.4440677216297941	15.374221146878325	3.250882462869663	8.709641854796176	15.407129836353649	27.159196478624004	1.8886585532100097	3.155057176595534	17.498961192805243	23.97435168643132	3.2489639421556618	13.16519460670119	6.032343792289767	3.263299188486852	1.0395988317907063	3.7566611986520804	25.007855638490504	17.068557623229147	14.253724942703712	5.85113946504669	36.85112498687199	6.875830976568798	7.843067565209268	19.81832155254299	7.697077762672411	11.484973528240511	11.209297390466782	0.06327380461297029	1.9599233865119274	5.455899805860221	9.628375028421603	2.932614517709015	8.8881126469306	3.541073677347125	22.592170759479483	8.255564715936089	10.76868052674587	21.910264277588727	24.4319407467986	3.16453777661332	6.872025806469503	2.5548743921846833	12.646866391172551	17.889654366558368	2.699266773847329	6.75134477896451	2.1652973614683577	12.912524517003119	3.0676479345111813	1.6451598199932267	7.05685777365138	25.871535761591037	5.357924304603989	8.24728491021542	1
3120000	-6834.073222893458	-6514.33449483681	-319.738728056647	-6514.33449483681	2.043153305587474	0.6948292335983152	1.0	0.4101503534409039	0.9902290345646967	0.2342208183320648	0.4624490720717344	-136.18893104702906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16.88211201540871	25.78172856831963	0.3592140496120693	12.436473017072222	2.6296949708805846	3.525022989136189	3.884404183261696	18.737938666277458	3.388888934333497	2.552180241795044	13.463368421331488	19.393267145155033	2.6281430463398596	2.6699932240891138	4.879667079444057	2.6397390746841713	0.8409494501625606	0.8169682280495947	6.947585926197437	13.807051056029128	11.53008428519302	6.0461902195187065	29.809511465304052	5.561978430849483	6.344392812744501	16.031382590194276	6.226299140052279	6.480972726961586	9.067394257248843	0.05118327336643538	5.3035343220555236	2.0203905578277	1.9630167723524887	2.372242533168439	3.956999313495184	4.993560306663464	4.0632451875925195	1.0909518986571611	8.710971666199754	2.471442916958223	19.763418839201695	2.5598492628908422	5.5589003630362805	2.057936141448797	12.47425983925806	7.756894949038478	2.6730300137209073	5.461279395580432	1.0469659071227113	10.445164096693073	2.4814733962098625	0.7511363651340466	5.708414133560944	9.007646357573426	3.821051399351564	1.3702256704236202	2
3130000	-6794.509333907555	-6516.642842505127	-277.8664914024272	-6516.642842505127	1.8446389025521337	0.7480310489684314	1.0	0.3139223747047883	0.9730844522609743	0.13305947890668762	0.35404021927027796	-124.37903596262476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9.181428918558753	19.334455853362634	9.943232803060795	6.76364384382733	2.4555654716546296	1.9171030248762329	2.112554452133584	10.190730388929659	0.31604673570142267	2.7763633938812204	7.322126523742948	9.62549059044348	1.4293299645062025	1.4520904124811436	2.653833619588274	1.4356365279198158	0.4573549561643334	11.996112420471313	3.9202589328056625	7.5090402036272685	6.270699376527508	6.1185510262943	16.212065786901807	3.0249123784270275	0.5332503848298753	5.461996326876228	3.3862068281442763	3.524712450752869	4.931351940651282	5.887345646738497	11.597030896342176	1.0988004508850078	1.0675974039766294	1.2901570713420285	3.8587050176101956	3.7164217308579097	2.20981811011005	0.5933201546077376	1.8775571991120579	3.9527947357130935	4.5901128573869725	3.6046213548101678	0.8899717602956795	0.7528201124645489	6.784194413663665	4.218629727034186	1.4537419871253277	2.970146657547654	1.5171393110034546	5.680659600465735	6.947357579851473	0.40850961883964715	3.104552235949436	2.24601606283338	2.078099694237606	2.994362811840609	2
3140000	-6792.782012099093	-6528.955081134731	-263.82693096436157	-6528.955081134731	2.34771229144713	0.7480310489684314	1.0	0.4407861373536509	0.9445263008845667	0.24168955204984882	0.47304437465675675	-142.2252254980038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4.989730581318429	11.292987402786425	5.403739791996253	2.3545365056229386	1.8264528281570995	0.524016464734907	1.1480868226517877	0.029200675197543515	0.4984317366353081	1.508839795437502	3.1291499036499197	7.330925378161589	4.602645464378617	0.7891516671605207	0.23703405718537068	0.7802096547890932	3.580001692235056	0.8754402850741941	3.3122175931721927	5.612288741872309	3.4078682874806048	1.3041648927410048	8.810593771491996	4.507160932776657	0.5744953554282631	0.9164105852757817	2.4047958859678746	1.915536858356052	2.6799878105873547	3.199531236030561	6.3025113225030225	1.2131904366966706	5.8027533101541	0.7011475284165325	0.18846788299272982	2.0197230004203983	2.489283537458219	0.5855732422655947	2.3419994045014816	0.34092839574732525	3.1153096319306672	4.838845418658274	0.4836632019097768	1.4397672997952484	3.8605014314247654	5.472868438440266	0.5498242896915018	0.17463835482487522	0.8245030793553888	0.41661488053932194	1.9286755635151676	8.027370489303422	1.5032316854846828	2.8914369582187365	1.129362072869323	1.6273135506830347	1
