#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Ala" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Ala" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Ala" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Ala">
#                            <taxonset id="TaxonSet.Ala" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Ala"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Ala" name="distribution">
#            <parameter id="gammaShape.s:Ala" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Ala" name="distribution">
#            <parameter id="ucldStdev.c:Ala" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Ala" id="treeLikelihood.Ala" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Ala">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Ala" shape="@gammaShape.s:Ala" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Ala" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Ala" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Ala" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Ala" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Ala">
#                <LogNormal S="@ucldStdev.c:Ala" id="LogNormalDistributionModel.c:Ala" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="92" id="rateCategories.c:Ala" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Ala" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Ala	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	sum(indicators.alltrees)
530000	-5502.167440587713	-5228.613020736172	-273.55441985154084	-5228.613020736172	1.0475695181488025	0.7653999085609521	1.0	0.3430903857328187	0.9669769692908107	0.11442820929231351	0.338892380656757	-83.28592353484424	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	32.30929633643787	37.437215193628106	10.68801688360352	3.1151403937481184	16.307572567757855	3.73702693231283	36.788945394124646	14.904479670702996	0.8524481902130485	2.2163223920891246	10.444353664186329	54.77335260387871	6.325151170259465	0.45562555097240437	0.3375664322459143	1.834004684975984	0.924250650046224	12.07785811327055	2.1276554042347886	32.952070738311214	3.2748056567239163	4.192315992759325	1.5362517046424802	5.449590040019421	11.665147049742593	18.327697751634577	0.2880705524065484	23.70449761678552	59.57457640160981	12.56086592779422	40.21705902443303	19.724199947409648	2.661768916302589	16.681022650885414	17.203486481440695	44.026606858127	16.172445339281747	50.43999095784919	1.1801424310931918	3.276375322177506	7.609839774510361	0.9871854547413706	4.337489388492642	13.987749320910696	0.45827495411390956	8.159536651669578	12.161316462339215	3.908186244976523	2
540000	-5504.690142549707	-5229.002431616818	-275.6877109328885	-5229.002431616818	1.0979374551266632	0.6057097406313253	1.0	0.3885333083208596	0.9987428178053189	0.2029980142738815	0.4257376728564854	-77.8620350831216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.40486119420579	42.24296065669028	15.733378263392758	3.510019297664682	18.374739875536267	13.62192012925314	41.45235589807285	21.256291611444677	0.9605055373787006	2.497266056352322	11.76829236541082	61.71648797057447	7.126934860725329	0.9947610410010709	2.905377333294539	0.6934704860585402	1.0414097624788097	13.608861782639575	3.042364159074617	1.0672149880176827	2.270697080938911	4.890249686974773	5.523188997520265	6.1403865595330425	13.143834973494751	0.8760116863501503	64.67049182542782	26.70930794751567	67.12632061126853	14.153096242602743	45.31502129226141	22.22446300826421	58.961932531351636	18.79552893567717	19.384220903224186	49.6074719434354	16.904768523980177	56.833824244776025	1.3297386902508097	3.691692557521777	27.489417674292145	1.11232225792141	4.887314705809045	15.760853072891237	0.5452547527124483	9.193849229023948	13.702899411367389	4.403592584869051	1
550000	-5475.80754492567	-5234.766243869634	-241.04130105603608	-5234.766243869634	0.9435548218572273	0.6328101670768881	1.0	0.3662707866544391	1.0041701490996175	0.13347312580307558	0.3724776710404786	-73.90194201868255	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16.510099830675426	45.6776827310705	23.089984584348624	10.15909902759913	8.333194517332227	5.489103274120943	12.903389159436541	5.772174029880507	0.43560232864073833	1.3606529794773028	6.591989747695454	27.989266932160124	3.2321619195192506	0.9990025006859705	5.3419875043717235	0.31449829992143424	0.47229349540554466	6.171803963614715	20.287175525723324	0.48399651626111373	1.0297920184761342	2.3377436081326377	10.58931498084299	6.91486757806413	4.26672584682594	4.743828940487279	10.949209227607296	12.113034527705373	30.442699634145576	2.302511340531325	20.550978655660828	10.079096332552298	26.74003856542933	8.524028080836876	24.171651981887372	22.497663423694224	13.78115230866327	25.77491250508213	0.44466652228479636	0.44986019895942025	11.851738051523245	0.5044532768356687	1.0153164541182402	7.147761291051358	0.4295407118199398	4.169535705399773	10.425796296100037	0.5503492724298761	3
560000	-5456.286679829821	-5233.949437420337	-222.33724240948382	-5233.949437420337	1.4692145343379133	0.6477641061750828	1.0	0.42127922255154415	0.9079334701609325	0.18695900322624784	0.4652240527616063	-80.4499164775339	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	9.665021712787052	59.46059180109677	4.2124958884380606	9.697835674182231	0.3390684153590237	7.942226140983478	9.719210764928844	4.025325593366701	0.951635317211174	0.40119782028205864	1.5570490844012128	7.9682036211435365	2.2755204628648675	0.5848166249315447	9.922555098529186	2.4278413899034237	0.2989868293984029	7.6856072778318065	2.505914451611426	0.28333183242693843	4.906044127121064	15.945428991277835	0.9902897382321835	4.047967363520354	2.4977437068831723	1.3348278250613155	2.9568887153804075	7.090977215079762	17.821173462149478	3.7838421742732717	1.265164666516999	7.040011220873749	15.65363359314495	5.781080761206428	0.6678927463969347	13.170144802697077	8.067494300851052	0.30491642923907575	3.8255062889627744	0.9432407909746882	2.493344757035218	0.20608849198259627	5.57935963507831	4.1843034738938965	0.2582086592258101	0.1264633338012058	7.784966609763831	0.43117686453814585	3
570000	-5504.135249519116	-5226.130664641559	-278.0045848775572	-5226.130664641559	0.9380725593740212	0.6853908772227271	1.0	0.4060577104119041	0.9516152557662186	0.1994759974929971	0.4449104317347548	-84.62967150995377	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	30.264484563123514	75.79120281359533	17.481846604334056	46.38889094870331	1.0617390345744806	16.409722480318877	12.880412103348112	31.908712716871307	5.74574580090426	6.31812767341489	5.126981891380214	53.28942877174827	5.8792653119287275	20.008578535629006	31.070909567525717	17.106887672138743	17.910196199430736	0.3263261489590682	7.168893914046703	13.326308355888006	7.351847901725584	7.538343667496888	14.175880676242985	16.760411211323547	7.821288777819649	6.390357703576612	36.78043270509328	0.3241306635566074	1.439333844921415	11.848502411648143	3.961662752289013	22.044680006922647	49.016874075900475	22.173206304534297	13.021369729740908	41.24022231093241	25.262080519505297	3.3949283462359636	1.520190774934637	2.9536091284713697	13.394524521032675	0.2209114674503144	17.470880931859767	13.10248353871194	1.0844989203197022	0.13252297997876827	24.377389806989726	0.5282694551461413	3
580000	-5494.36327013466	-5241.7502628441825	-252.61300729047716	-5241.7502628441825	1.4762870719873196	0.6853908772227271	1.0	0.34002615519760576	0.9212281981171424	0.14345856584540284	0.3917065324188383	-92.5141061389675	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15.434032856715687	55.51570034601765	6.326546938664904	23.657024972474698	0.5414569381051729	7.597095452786387	6.568646599497739	16.272542803777583	7.147567633963067	2.48271667514136	6.917726702059376	3.133659932180646	2.9982593560579605	3.843213858189188	15.845286846138867	16.02863408866643	9.13369451363652	5.0967540926666635	0.11469097997972338	1.3171126609637087	3.749234910515132	3.844342486874116	7.229299004702242	8.547336624487878	3.988636506495039	3.821363396554754	0.10149035966950613	20.234187931572606	0.7340196330773836	6.04240178427076	2.02033617848421	11.242164552083562	0.9758320401057528	4.686928758552269	6.640531010171029	0.16587113032084633	2.1860605690651798	31.87335468343011	0.42477820287707385	1.506257284496032	1.3570481167290636	3.7296997739291657	8.909656127652937	3.535565763025968	34.73601148906409	0.0675829790854726	12.431780705113523	19.266187563896498	2
590000	-5496.881443281615	-5228.874940533079	-268.0065027485363	-5228.874940533079	1.2284421773101633	0.6922613844441581	1.0	0.4279257736744111	0.9183367674020729	0.16332070205130783	0.4214283772421348	-85.51992045189147	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22.97467179997155	115.44156790216368	9.417521712719166	2.6972006359837186	12.02403867043183	0.40952478864906683	1.9025433276693318	5.215136002116087	10.639670271723439	0.9650532491705176	22.67813615396076	4.6646789690644574	0.32459191465108633	37.632541606146525	5.710096326145355	20.104877730136774	1.7441790135650477	6.496558378971051	5.809617041462637	26.115238683968155	6.48718638714767	5.722581242542068	10.761333315720218	12.723327437134474	7.224162712601244	0.7557961340144145	0.15107572504961944	51.98683682134782	6.342127886741434	2.6703004409044326	3.0074162117703778	16.734773296339622	5.29278246103688	5.701238082598251	7.329503075215168	36.83036634721515	1.3389546975249178	47.44578878470261	0.3284362372956404	4.534610359825409	0.9696856940382322	4.152115494842126	6.8865126272720865	10.63530563347526	51.707060041280094	36.528470645869916	18.505602796156026	2.3890759044116656	2
600000	-5450.483684445866	-5238.268383899335	-212.21530054653027	-5238.268383899335	1.0733124467309043	0.7778867940787244	1.0	0.36448232094023103	0.9504681807028205	0.12389930966233133	0.349968778010715	-80.17272827045502	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8.777923283675173	38.38751431088039	1.7472698662668507	1.625294857982632	2.812110836867122	1.3304653701370375	0.7269039366286031	4.581712415862749	5.379332593618368	0.3687174928823473	8.664626032936606	4.363662968695625	0.1240166976101049	14.3782494942486	0.7996764958626681	2.3128944108630587	0.666397749111228	0.7415218202016947	2.2196779628231353	9.977838364725741	3.384077803373711	3.009563711066191	0.0719067897199611	11.131609931198017	2.8817789661630555	0.3729033496449175	0.05772143933358844	0.8447601277622457	2.423134159641933	2.940456992526959	6.975895469797974	6.393847861850503	2.0222111899862165	2.1232629262350735	2.8003801865748397	14.071762727244135	0.6221753657002644	18.12759275569243	0.17794085966428397	1.732536691120672	0.37048740916314044	1.5863970373987368	4.51674733044604	0.035569640342598366	1.7101362656673826	5.479990457726135	3.4161043222488043	0.912793235541605	3
610000	-5466.372167560523	-5227.394093006176	-238.97807455434673	-5227.394093006176	1.4555763597421578	0.6796750990760372	1.0	0.3937720662802573	0.9110200256201674	0.20128581139219934	0.4535557983727647	-99.46536508072286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11.08940871454174	12.50548504735234	0.2508005928017362	4.225043394132219	8.666115456964777	3.8627415663569074	13.151745040311322	0.8432637352058397	1.4336034105359863	2.867020924696072	18.926822921125986	9.28520015565607	2.6933328954173428	5.490868868649483	1.010254842227421	2.717188963569283	13.46928659530042	3.6392435902385114	1.8885394410716008	14.178626821168265	8.813697083389298	6.0802394417715755	0.17784734460133877	6.039268781957549	9.146547728935877	3.171085263806825	1.4724438586430915	3.589962065774961	0.9213620281020803	8.10234366054011	2.306433717875987	8.077536099059259	1.462809222885305	1.4802597493052319	0.6267551922050045	0.7706549727347852	5.003122804042791	8.522401569638829	0.9924854957331596	4.347835187745684	3.4263263403239033	1.4486932954237568	9.808193874332675	9.597266743090346	3.6401043774826403	2.8363002287919272	0.8546669687278154	6.87303317986942	1
620000	-5478.747996857644	-5236.131363841405	-242.61663301623892	-5236.131363841405	1.518736964808958	0.6502129434668916	1.0	0.2956737802543599	0.961769580205603	0.09064649004534546	0.31013817827385975	-93.98258157930802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13.765340736468861	18.827180926869676	0.35443370558213766	5.2445683483855845	6.188883447737519	5.79059665482876	5.257788789960325	1.0467476620817746	1.7795393726551076	8.830120045459518	23.493963769814425	4.867360395556142	3.3432481367147466	14.126600787550453	1.2540345920961664	1.1841953091660564	5.458818770024094	1.7386836990764338	3.905349436594758	2.976283634896592	10.94048804800401	7.547432855058369	0.22076283420804457	7.496575761857493	11.353657286170337	3.9362846373815903	1.8277522229805119	4.456238591115185	1.143691479405738	10.057481342990773	7.081936830930676	10.026687587848821	1.8157926994845683	5.290728915726467	0.7779944811430317	1.0344437490425766	6.2104023683189205	21.2861160715595	0.4299198904640263	1.0294735600388523	4.269824210755589	3.284069603363897	12.17496208905085	11.913137143568488	12.876995635873024	3.520714231503446	1.0609025551845679	8.53153184713043	1
630000	-5421.426187176404	-5235.689814746562	-185.73637242984177	-5235.689814746562	0.9415881173394696	0.6007959553924699	1.0	0.31896123794428094	1.0264750910995035	0.10704981666296308	0.3159140034400756	-80.8264863715714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4.750176920114986	12.071049265437717	1.602899004621034	0.665251219966396	1.9530064654237984	8.927532273046454	4.585981047197305	0.10435448765564809	2.7592531710496004	3.047119082977839	5.144761700394832	4.667189257529639	9.019510729977837	0.18144926218060334	0.43274527601189633	6.200827857746335	1.2647518386875742	0.25506389313938416	0.9204157006923593	12.311297000248473	0.014801626546051015	5.374547041526217	0.07618137029445098	3.9326216166333685	3.169709155975141	2.2247457215998505	0.2881348158835562	2.1254858163983497	0.12432226227296848	0.7860313779253276	2.7495886607101796	3.460033491130327	2.9713178828019915	2.3108983350151258	0.06813324886778355	2.2484495302249465	0.9548565762535344	1.6294666684271193	0.24650453200950845	0.17052159567363476	1.7223765477949493	1.2789346966583561	4.201365227775677	4.142352055712706	2.056794375104054	2.0197745952062847	0.10923558880518676	2.201092506436107	2
640000	-5472.027007983807	-5225.487756732024	-246.53925125178387	-5225.487756732024	1.446341966871153	0.6580409690572869	1.0	0.43121919143981874	0.9133163256082213	0.1504281250075112	0.4138731619275253	-91.23120537145869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.909653911343147	41.765265739194156	4.018791872579524	2.3241200373864275	15.91338370844971	1.9238531621582466	2.6539030904225704	8.756215827206415	6.918005555081807	12.151767871542772	6.374298675223476	1.410436471118919	1.1833823891843043	11.330117160161468	12.35459418825523	15.54672909904723	1.0464695337078345	21.191778076448063	1.242684651054778	8.677064606115561	3.9328040443435537	24.245784314740668	0.11478373272597202	7.674388453732774	4.819072553020081	0.18085602253258115	17.356983968541936	5.329022664309571	0.3117010465181679	1.9707395812786306	7.027029680407952	6.836055013844213	19.90274234970408	13.022774306665958	15.576245537033726	5.637317555206549	2.3940184859208045	4.0854023770901104	5.808502127212258	13.724055078580063	4.318346228829577	16.839654493954846	10.533672041998068	19.5113995143755	5.156799333211703	5.063983260490381	0.7381387722133957	5.5185839221058535	1
650000	-5482.659179287728	-5245.596638532765	-237.06254075496284	-5245.596638532765	1.2686050516098257	0.6897128110386526	1.0	0.35713992271412087	1.0103178525630416	0.11850990578959475	0.33702965727353296	-80.54769201647264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.89773165090072	33.67298656442421	6.573652828385631	2.3300696994216294	17.23362863919296	2.0834645579096818	2.8740826679409452	9.482670349397369	7.4919539957331	3.932314896504402	6.9031387803318935	8.4100385171456	1.2815610436474552	10.380544353891436	13.379586147682009	8.730853485473691	4.162201219465158	22.949942027714492	1.2775759618810762	9.396952391758097	4.259086920335171	15.69111916398073	2.605323070525249	8.311089776231231	5.218884197455607	1.327198536968657	12.085166517553738	5.7711420329662095	0.6341106575094622	7.202235818764814	5.385186849669076	7.403204473925273	0.5518796722121735	21.28627424855303	1.784164394908354	6.105014436121925	0.3401002680943249	14.491340007151415	1.2875686700081967	14.862663590678945	0.29692915102167083	14.768517769158128	11.407592219526098	21.130151803172676	5.584630290050753	5.484113784049691	1.0380917237298237	5.976430133918921	3
660000	-5455.768092315749	-5240.95385882067	-214.81423349507887	-5240.95385882067	1.0657551144542514	0.6897128110386526	1.0	0.4237153737010827	0.9467555563287445	0.1870847475388038	0.42335937149132735	-85.83948657798851	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.294380449191757	26.746683101906598	4.603579898551435	2.908039522436554	10.045059382882034	0.2589219150064571	1.6254526756978427	1.1470194449030762	10.19932593834426	2.2239415175864714	8.914821728081689	3.171158177708966	0.7247936361410451	4.131323901873359	7.566895812033178	3.1948200233356085	8.531657724224027	6.908940441689418	0.8948658120144056	3.4771321179748083	2.8184952898593743	10.3237457216819	0.5493206080610832	3.555993839268395	2.951567600172348	5.554652676521836	6.658598448206096	3.263899944129915	0.7866824139425516	4.498740827706602	0.8483571979538737	4.434372429149322	0.3433285312353726	1.7565367633366868	1.0090436235316365	2.262782609003784	1.2092043345786168	2.8318425928480844	0.7281912810493095	8.405658115176516	5.533260842550053	8.352413447163393	6.451624201116949	0.6085994831784171	5.335319143693238	0.14911494281037174	9.741370647167225	0.5756994802566373	3
670000	-5459.367167016882	-5243.029045452117	-216.33812156476532	-5243.029045452117	1.307648464091782	0.6897128110386526	1.0	0.3651222875246311	0.8906334362384747	0.16707183095709915	0.4206569807585199	-84.59927705733891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.885982940453694	19.855442721469615	4.123084830573982	3.1438927848410754	1.4605888850418922	0.4076548622302988	1.757283179887925	13.594299562216007	7.6851375752733535	3.22220744869629	1.1411319281680297	3.428351381598703	4.349678522800713	1.9889743426980895	7.792123556399522	4.20847666925019	0.7552685219632194	2.1168186627746737	0.049544469619559516	3.759140992857216	4.302577172613026	11.161041463334442	9.244109892699658	4.618772957113907	1.611384979976426	3.185841578939038	7.19863655805106	3.5286148642833997	0.7175139164487245	4.863606123635592	1.070866453621736	2.607880601840651	9.726997359382185	2.307120266325836	6.973294844058008	0.24181832973597828	8.222713798666204	0.034701588355956006	1.516006849552578	9.846775248375325	4.5668855771018135	9.029826510248004	9.872545874441336	0.32242995611036795	18.01218420667396	7.088009669271151	11.17865100561607	1.7982351611432843	1
680000	-5417.105516078668	-5224.123952223593	-192.9815638550754	-5224.123952223593	1.6181701454324644	0.6306313313966149	1.0	0.4479580852675024	0.8876165983981507	0.17248345170071536	0.4373688936523776	-94.77144556481316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3.901145605134952	14.65032735313512	1.4934619976559251	0.3086595239742292	4.979681181987724	1.9031846280152234	1.0638401902993382	1.1869525238377516	3.1553472894754657	1.1496611755981372	2.2470719069419336	0.32639586347342975	0.8268879490019198	2.762633769071885	0.25129452880827013	4.343988407055609	2.7358516245271725	1.7749566478161953	4.130077065121908	3.675650056996858	2.2343936620021916	5.52129622675942	0.46983919975107685	0.9865506188128417	2.2510409528302815	1.063184181316537	2.396475991280473	0.3417413345536295	2.896374283638809	1.0913848440434795	0.34100126642802103	3.2905963666606914	8.268522395288269	0.7779793201314368	2.295072818201846	0.05604398633605597	4.067724219056413	0.38752659078932733	2.4887382659705946	5.379817659242792	0.5979893218538221	2.4340199039969144	0.4699937480601056	4.537878703609294	3.999669136229417	1.8625662492250579	0.1989884096036794	0.7757771186962306	2
690000	-5484.772257280462	-5232.929202978147	-251.84305430231487	-5232.929202978147	1.180470184107272	0.6306313313966149	1.0	0.451668481529526	0.9116650119907764	0.2002418650431744	0.463136022993104	-79.54802612644701	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	17.726319757190147	42.55296408843273	6.786105312453492	1.4025104345932289	25.538149633116255	8.647833915442844	12.296066060747203	24.63739933656413	22.57354296780572	5.223917196080847	9.407465410586312	25.888444900901455	6.441041638545721	5.8439968561345	12.937717840346147	4.211939108059931	7.09201781167306	3.8259304116365143	5.255953125293825	42.10823596699821	0.2649285682904719	9.358673594524225	3.8313270824006813	1.855376516213296	0.9889508369833407	12.41373035530119	20.346604741714422	17.615426311941672	9.559004608512447	12.883628677664692	3.666803544707769	2.1406980859861897	13.402796200061665	1.7063275755478613	2.233306518237292	45.39019049702872	21.729135299998983	11.53373620725094	4.291023679011953	5.110736043861592	0.25894536434337234	42.97546673266629	0.11412517848847227	8.946196705357067	5.032524906381473	4.546760402834718	3.071010472528118	7.092401667093193	2
700000	-5460.5489709455005	-5240.455993011636	-220.09297793386457	-5240.455993011636	0.9398069598288896	0.7519034212993602	1.0	0.2928006348798744	1.0010207994193294	0.07482473052378547	0.2718218750803586	-82.71683951914282	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	8.846326899302312	28.657880076264625	3.3866085453358377	0.6999233881619282	0.7361914850633705	2.9047045155869284	8.498800559897395	12.295303902068852	11.265335563387707	1.4884775946960416	4.694799341085418	0.08471320137289078	1.8848400866438255	5.87783577899176	7.908527767808585	0.14454811271183876	4.676551742621918	0.58650860948163	2.622985489974543	3.221726092811202	0.5922337249509706	4.670449765944713	17.98882079425637	0.925926385653398	0.24899188922946486	1.48184056226178	10.15398115917951	8.79098548150689	0.7725077145132904	6.429579997033409	2.8654361792271392	1.0683162281140315	6.688670754818118	0.8515434527501189	0.36414494302901546	22.65199255448669	10.843933582152086	0.25676395161540644	3.266275857037471	2.5505148479400583	0.5499898704625142	21.44692370298977	0.05695421554949331	4.464603010952051	2.5114835487875795	2.269062580796813	9.701958614946024	3.539465862496009	3
