#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Lys" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Lys" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Lys" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Lys">
#                            <taxonset id="TaxonSet.Lys" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Lys"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Lys" name="distribution">
#            <parameter id="gammaShape.s:Lys" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Lys" name="distribution">
#            <parameter id="ucldStdev.c:Lys" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Lys" id="treeLikelihood.Lys" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Lys">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Lys" shape="@gammaShape.s:Lys" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Lys" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Lys" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Lys" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Lys" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Lys">
#                <LogNormal S="@ucldStdev.c:Lys" id="LogNormalDistributionModel.c:Lys" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="94" id="rateCategories.c:Lys" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Lys" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Lys	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	sum(indicators.alltrees)
4500000	-6332.173483267277	-6060.099421474887	-272.0740617923901	-6060.099421474887	2.764361405047092	1.1196196672203578	1.0	0.2175013201873564	0.962638537156669	0.046942969136328935	0.21765133219625535	-83.30279320724051	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25.621680967930384	44.295594925074475	16.272226114510776	22.746790407054203	3.510088962306036	24.793362175481544	3.0144473208826286	6.28374061346856	6.436207368767776	10.060958687569345	1.8654972480709962	4.258165333915177	24.776364768708458	38.159130200862684	16.1895724192876	3.3532186905944332	13.679795499777843	11.164651540084652	9.432179785734037	12.019895484475839	9.12311514234963	0.4065483124875529	3.1143170660453503	12.627007856885305	63.100855665204335	20.146826285334313	2.8137800325834084	9.024707565678293	2.6162250391304163	3.4616859379616844	3.3711444027773334	15.883529332160453	8.210787177166479	6.220776565932707	3.3335476936147352	17.12527401795392	14.78960573627346	14.313626876971584	0.4513368573313349	3.157579809772769	8.491562976697624	18.549185415758124	3.7415707469168358	36.54132172337208	22.398310658937074	42.555169940600706	3.3101265676127745	20.77834591176186	6.070164588825869	3
4510000	-6261.643324407172	-6057.479944073589	-204.16338033358315	-6057.479944073589	2.4781759404477275	1.0096347914801334	1.0	0.21401798172726155	0.9548193595591725	0.04265611342077843	0.2109493788908974	-89.16320253713288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.569539154118261	20.081988133629988	2.4938600616927804	6.670896071988552	3.693985738685261	5.115543366127172	0.6552685751843104	2.036698172413659	0.6069598879661852	0.9469813115710976	0.40551437581460653	0.925623052665202	0.320275386253233	6.738847069716105	2.147723830442781	12.829506255877245	12.86636911534463	0.4542323850241402	0.8680325384109738	0.8416329548285131	1.4079822298043867	0.08837385600399321	2.559404563026582	5.291425284333811	4.894016369156916	4.3794370075810125	0.3428866348078877	0.8542671299720067	0.9800725828050944	0.7524875278429307	4.226719086527888	0.457933905139332	1.7848282759667342	3.13370101554677	0.5472121627509878	3.722623987371543	3.90059126217492	3.111439309095895	0.1792931286823664	0.5067527908783138	2.4490782109683167	4.032148186505552	1.0341338984045427	7.94320725233792	0.26727672494117716	9.250473670755303	0.7195421544153121	4.516714233473603	1.3195082473989113	2
4520000	-6299.166571602682	-6047.159214097501	-252.00735750518135	-6047.159214097501	2.462166548373588	0.9025884671292843	1.0	0.2617063412819825	1.041566804527383	0.06518779423484418	0.25327546436975323	-87.86714464268388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.839730590301821	22.740255065922664	0.8262804497938548	7.026902560291334	3.147929868192904	14.54856972906731	1.8635792671527767	14.616903495736025	5.07225823419719	0.055763176438411395	1.1532800624353745	5.814764268198204	14.653079855459007	6.537819784576317	29.898412313419414	8.310013612360784	5.809661553340691	2.2048641896635566	14.984619077354592	0.8188940228199091	20.38322502657456	3.423837731721175	13.201984939536876	8.621001238240693	5.2924265527447485	23.856823348121868	12.215723324099638	6.390433972719149	5.4725855429119	4.083107963060148	20.52759592443074	34.3650037722638	1.585246191598029	8.912223877645816	0.588833684115231	3.1859336573932744	2.2716889454730085	11.503184434806416	2.984109532289671	0.25744243232042074	8.55916678884575	8.05142795911843	33.061483252119174	0.8324430275337646	6.236835865102525	14.825825190922457	0.25393520233321937	2.505406253812031	0.4560287375955996	1
4530000	-6299.905855227218	-6048.85346112059	-251.05239410662833	-6048.85346112059	5.202988532544163	0.989069109819807	1.0	0.27719338511310315	0.9230048755859226	0.07580620979478163	0.28297070105857486	-95.9499175691635	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.999158379044117	54.67587954893506	0.6781018383579374	5.766753340569102	2.583404982141386	3.361722479652883	11.673918313984263	11.995623439997892	4.162639493761966	0.045763048690064784	0.5533408648815021	2.8315626703395163	1.1847643450962848	5.365378807982377	24.536667131325004	2.4789053649720074	3.2133838728015856	1.8094612558162961	0.673245284611199	3.0477846699568905	2.2328684417116422	2.7661732723478174	12.696898208182548	18.697914987036942	1.2157400157651006	19.578529025802354	3.034003892454803	5.244424003843958	4.491175263974194	0.07075891810632182	0.6956493386681857	6.918934526493311	10.092221323252836	7.313976019639428	0.8084469390570206	8.318482199092186	2.158725478962452	0.7493023633495124	2.448962891729937	0.21127473931081087	3.6111924868449874	6.60754844417149	27.132497903944625	0.9007675575263872	6.997069510997973	33.74050373578439	6.147723321439546	4.693100684979387	0.3742481446641695	2
4540000	-6278.836495938496	-6049.275276264354	-229.5612196741421	-6049.275276264354	2.4845645057835624	0.9806952713740559	1.0	0.26405286497012115	1.09786332935524	0.07946850688771673	0.27744340806335643	-87.9578882257402	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8.59083675689329	28.9844332809705	0.44814148947315546	3.811111082850052	1.7073113375016422	3.948287355298525	7.715016897587828	7.927624217296636	4.796352107082122	0.0302437180416149	0.3656899087235131	1.199675847265421	0.7829827737554053	5.182265017431979	16.21570379689016	11.517201929214359	2.28455836989751	10.86741349013067	0.44493190780465525	2.0142089053989127	4.723396819230698	1.82809858385377	5.4489769223533635	12.357010405139372	0.803453862912998	12.93898742490229	1.0252630357660952	3.465915960650765	8.162706851638811	19.676546678524865	0.4391739439747296	4.5725604162619415	6.66971071313912	4.833634008940725	1.2523237056539362	5.497488418383176	0.5509685225019437	7.66536604971921	1.6184617352195292	0.1396264852961833	5.230891595425664	4.366772708812528	17.93122704584494	17.371246213513214	7.124532696554919	3.3552355458955603	9.56763845151066	3.1015594004391773	2.067974944405117	2
4550000	-6318.988698713935	-6055.326981278061	-263.66171743587455	-6055.326981278061	3.2298544395303233	0.9806952713740559	1.0	0.27232771270620454	0.9860627371858778	0.07434506035433383	0.27108542111196016	-89.20999361621766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22.72112940977993	25.284747676228505	0.37164041497009165	0.6485156290908939	4.51551378985668	4.436860216697528	20.40475244603804	20.96705837283779	12.962244459872693	5.278075731404617	3.790755032499062	2.661643060889913	2.0708405282931373	5.423478617821329	3.9008556959726963	3.6827234023423703	5.237601664364503	1.0618289538180918	13.525461970919514	7.486526211454438	1.7624934117185704	37.17028298900924	4.383024729400308	5.576758082952311	3.669914858495613	2.8192057597384323	37.62924321145967	2.3239470729002005	0.171923524788173	0.6378944562205086	0.3434102948749349	8.398229956057813	0.7812130433165904	18.271253376248694	0.26349023996533383	3.4873480192954194	1.502765697658638	20.27343539606348	1.508575108581104	12.65514881557652	34.14876545230164	1.2652974275359556	4.718052110737839	4.056984226256302	0.9154800024313131	1.9608549310588173	15.296484360063433	5.57917376119705	5.342457967734636	3
4560000	-6306.009225135402	-6047.522006741783	-258.4872183936183	-6047.522006741783	1.9566572229117714	1.0226029396602878	1.0	0.35859306195072504	0.9797050361459614	0.12540380098637666	0.3522729473199642	-88.96396181754142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.67647834545778	22.68428554381824	0.33819687630133805	8.133425840982545	4.109167348626616	19.051037076245155	33.559604110222985	0.19512771644048527	3.435287611539254	61.44084780383733	3.4496288863468574	25.444523001885905	11.961820550275636	4.9354253556677445	3.549821704365544	3.3513189114651554	12.72941071312927	3.4016358493309817	12.308319560631318	6.812821418428736	1.603888442522805	6.141756469905408	3.988600842440656	1.4401595333026864	3.3396629953041246	15.591669159297773	3.1553977472855856	1.0711307244406785	2.6178969996423174	3.3132471427863863	0.47338999054876624	7.642481880846173	0.7109124851149333	9.671258443424922	0.9255195057104839	3.1735251581728137	1.3675333582916518	13.256315650436045	1.2027004724809827	0.47248068922398984	17.002246130352273	1.1514346135342048	4.293479454345358	3.691900388804868	0.33718675551153837	7.0558904003182645	13.919969466673988	8.694723001342746	5.856268500393671	1
4570000	-6369.037879645879	-6049.93936380074	-319.0985158451397	-6049.93936380074	2.790343304878153	1.0226029396602878	1.0	0.30504366030051594	1.0502938128025456	0.11084079724317794	0.3254534119267211	-85.96941222339113	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	69.85615362339969	77.11484663006594	19.828986296114344	59.685389217662234	34.61125895488834	39.13982202919883	14.577228306514034	8.203945448114496	43.290047292848904	207.5798997888659	6.458580476447133	12.016575038177946	40.41339922662225	44.069351451675715	89.15497425392785	11.322539786943162	9.764267721129132	11.492537195722724	27.713941527610974	23.017338429834485	5.418789194354355	59.1759468752339	13.475617488466797	3.6873094415343446	77.06042482736585	52.6769606428843	0.0769102552715283	34.47209980302237	8.844650037680392	11.193913079962247	0.6648233328818343	25.82037324792889	2.4018409200661264	32.674660755462206	26.14576821452148	10.721857817037058	4.62025586590918	44.786892965289255	4.06336260773458	0.35541769698583714	57.44264075248862	3.890159238263866	14.505659780672838	24.13083412365352	0.9405607980716263	26.500031430294808	47.02906893768144	29.375404048346326	10.57462359429534	3
4580000	-6327.545479224007	-6040.091675435208	-287.453803788799	-6040.091675435208	2.8160377791932563	0.9108436274767248	1.0	0.39717979762086164	1.1043286465803184	0.15819370506485442	0.37268819397570346	-90.63012800989893	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	32.70888027138574	58.35403111712276	14.508707396344352	32.43276956229538	16.206095905316957	18.326513645428875	2.6723878571622395	3.8413490508224974	20.269781549640246	97.19553305989525	4.217569162416349	8.34260079516764	18.92284312974986	20.634676624789652	41.74520392564786	5.301574436172073	4.571941729714521	5.381172647665272	12.976551789006102	10.777452347665943	36.519763844307555	27.708066661138755	6.309714121815133	1.7265159444206382	36.0821499409913	12.497116240615112	0.036011835762962324	16.140937149774956	1.578893129514888	5.24134730742086	0.311291499301379	12.089922695745113	1.1246185627237586	15.299318830525477	12.242283002620397	5.020315969799007	12.725995379778947	20.970652458573195	1.902596036880793	0.44604700677060966	26.896477423801443	1.821496692288187	6.792012792192333	11.298826563718261	0.3274183736527925	12.408160344962425	22.02051079780743	13.75450155931701	11.601118745516466	2
4590000	-6317.122305580768	-6047.7403622317	-269.3819433490681	-6047.7403622317	3.269161957451346	0.9108436274767248	1.0	0.2714671201638961	0.9856274380481713	0.08519047125452148	0.2942857626555625	-99.6939929213955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20.350571762944796	23.912850519058832	9.026921392817362	20.17878322254721	7.570075846497809	11.402256146082575	1.6626867203760254	2.3899824413638124	10.951045650438916	45.48181654749369	1.4814396858127157	6.668258109077573	11.773276060685113	12.838332097393765	25.97272548613816	1.3493846345141163	7.016543005336445	3.3480186183844682	8.073656029392117	6.70543643203723	4.999134834876827	17.239202146985434	9.563444665868303	1.0741910556179388	22.449328000318268	4.134359971545374	0.02240558043959292	10.042450156113551	1.2680985374418445	3.261023111436115	0.19367706699728648	5.233956291790468	0.6997069473720652	15.322539313274003	7.61681404927381	3.1235034513067483	7.917766676276486	13.047367082978672	0.9285127005354162	0.47239498235645677	4.111288359608216	1.1332854822549667	2.1141395373158933	7.029821226352675	0.2037107676644272	1.271325402116281	13.700560261596976	1.9602777910032168	7.217899163843032	2
4600000	-6255.861148707733	-6056.868772864231	-198.99237584350251	-6056.868772864231	3.945718435791872	0.9872731350582906	1.0	0.2117492483446293	0.8971862541468668	0.04905372301812364	0.22228175827826646	-94.50448138965328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.156757791370668	16.658030969335027	2.287387684569195	3.5642692199146975	0.6892439710374731	4.074904954625007	1.615652892821398	0.40781577335736474	0.5865112020666969	3.0645508880620698	0.37539120429877265	1.689711343711188	1.7385987904050115	0.8968333797202033	1.0292712423518688	5.642310365361502	1.2230287849719677	4.9458147012980485	4.698888114931122	0.4951653881487214	3.924055861320554	1.7020766495930033	2.423340649467944	1.6906109785740313	0.0021401991574904037	1.047631154738257	1.2732412845814438	3.633882819645628	0.9760562220775587	1.9443371362428226	5.1601617309662515	0.787434521911048	2.3156386282236774	0.3083296717075075	7.289878462862019	0.5239600363715983	0.4818266339696646	3.6318312430703874	0.4099281463228198	0.6417122753918882	0.8833560865288217	1.049917987431621	7.46000969620266	1.7813300679317827	3.3618956382295364	1.2178125852553303	0.9306256069857036	0.9233397271769732	1.2637313009988431	1
4610000	-6326.196508011196	-6040.495102727427	-285.70140528376874	-6040.495102727427	2.644675482453265	0.9191953621409191	1.0	0.2946503400972734	1.0770687612809835	0.08773079120429905	0.2997787552611386	-93.17738020747892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.741033076205106	23.326313252157053	12.748685852633994	19.865346344847286	25.71373080464562	22.71135911778779	29.520097203652355	4.564857786836739	17.566464093657718	22.674885958753343	5.520732031857584	22.119570469644916	9.690027603177153	4.998473628820933	5.736612037572309	3.199150765767698	6.816513822086473	28.139901319395772	85.71303264493471	30.244462389036322	0.5238410826471024	3.358805970742048	3.3489579717007323	1.036706227273302	0.011928335063173135	0.892544485738169	7.096371665037686	10.023249887091502	10.726361593911555	46.12772764648022	28.76000483025369	14.999983793975291	12.906141629860185	4.101361181594759	40.62991641244843	0.2579962857999962	3.598219391666381	43.0815238146379	3.352325908017231	3.5765638951103056	31.161240143159983	7.925579683744613	41.578137679098084	9.928189081856756	17.2968860109358	6.787441491243464	1.3325187555154636	0.18966891353296175	6.019904058077107	1
4620000	-6257.403510014223	-6063.62529002652	-193.7782199877028	-6063.62529002652	3.073112664199454	0.9715125418438493	1.0	0.20058409693445373	0.9828027000936245	0.057062086764467355	0.2349396195295219	-87.51329248299582	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.300086416490414	16.88651145436799	2.0202367952110194	1.952805727158959	3.847156929160299	2.5587553117841835	4.4166460078985725	3.712671093828979	1.9066816636856332	2.350745929000972	0.5726370118989409	17.373328486149106	3.594036078134236	0.8916022310086619	0.437930137867278	1.7595665308130433	2.2859262569260688	0.624141819079659	0.9114972492004887	8.60790318510357	0.07837442439587695	3.4490464145335005	0.5010539685655953	0.8006030008636398	1.4499740195579758	0.019878590301942178	1.0617228449056548	0.9674803029425164	1.6048233779922862	6.90139476024669	1.2125117217179167	2.2442208806144293	2.8241954432762797	0.6136246898062209	2.6170160721683757	0.6367553620513998	1.0367781452742908	1.4662167604737673	2.956689095396251	6.373255849671887	0.9874701065289412	1.1857847089392974	2.2438155891201346	1.5232304550033733	2.5565457042628803	2.1073180332253987	3.9404504893159427	1.8327727771483497	5.425893511249534	2
4630000	-6290.688682918365	-6046.771887798988	-243.91679511937636	-6046.771887798988	2.5559884287320167	0.9715125418438493	1.0	0.30074259112355484	1.0706426970255705	0.10664689918948733	0.3310400576533973	-93.1714394613469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.131551352689467	29.491588218853654	5.22974830092799	8.019020422914195	16.30968057734178	15.259327068676404	0.7679803304943772	9.755314396058752	0.9726481631458813	16.348860204207188	1.938446037299476	12.947033820388674	9.303812363804179	3.710924951162755	2.8700711739599316	8.870291246133679	4.112116053033883	1.6157039737161139	4.781193599093906	11.43103774086321	3.231550876179853	8.928480398429853	0.5534417873002114	1.5665597471153192	3.753519975058655	7.3596555400572194	2.748461594880415	11.111914813986441	4.154375543619392	17.86550844286721	3.1388058724310053	5.809571613150668	7.310940656053112	1.5884784825861697	11.021191149259044	1.6483564108371067	2.6838877286764493	3.795567247392346	7.653924435826209	2.915547513487251	2.556244953105852	3.069618166316949	15.463775524183832	3.943157506515751	6.618080902598848	5.4551738340278515	10.200568715628403	4.744463787611331	14.013675711885018	1
4640000	-6285.295570770166	-6048.510528957342	-236.78504181282406	-6048.510528957342	2.1560380005652773	1.053057886569524	1.0	0.3029266997608245	1.0597914402279844	0.0949834014909994	0.30205421332828647	-85.05811669110143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.087794365549632	20.319808481760408	5.679003765268229	2.009616325742569	17.710744777642688	5.320006848078387	0.8339527903772366	10.593333368789951	1.0562023758976211	17.753290084928512	2.1049659966694043	4.542680060182311	10.103045577932978	4.02970765658867	3.4934507791960314	4.270758523797946	4.4653626149188765	10.470790051952434	1.8264857573605835	12.413007784670304	7.776744046693962	9.695471155238856	18.67361335590065	5.106393624450125	4.0759617566270165	7.991878216327498	2.597109774802854	0.925240618965895	4.511252358046826	19.400224232105206	4.132343500532749	1.6005304001553695	14.082979755231749	0.5331500249454278	5.105462684517934	1.7899565571801774	2.9144439922674987	15.234669639500448	3.495458487309428	3.3664660352876905	2.705488491368465	3.3333101559316787	3.9575899635458134	5.182006682890203	7.18659946943136	5.923794217427188	11.0768367444475	3.097740132119905	15.217504276242382	1
4650000	-6339.113048652101	-6059.47806820634	-279.6349804457602	-6059.47806820634	2.6693003569716267	1.053057886569524	1.0	0.1381365372164221	1.06294419886141	0.022075511016648616	0.14498210013225665	-87.5219949241278	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.911883206406497	105.7329105303568	21.76811536055912	4.806649645294078	42.360993993166446	12.724522935903815	1.9946687498060458	10.154493796567246	2.5262507626131816	10.348919976551876	2.5543864372133345	10.865293648473713	9.9167759695781	6.04973859000079	6.095483838916596	1.6863999676476527	15.775830848100933	25.0442926067337	4.007912515761711	1.024387496825376	18.600607257592888	0.1955334162579613	44.66400668810876	2.024426661586728	13.457469722654128	41.101365823979826	6.21183089425451	0.8420091482674285	13.21079720617128	46.40193241335135	9.883840595159176	3.828187889221342	19.687713613663405	1.663932083515596	12.211370940436854	15.4471158640044	19.599236653244915	36.43865671315101	5.694200781686207	8.05199607862012	6.47105376822526	7.972693032708072	9.465860796820433	9.700248165891024	17.18908497513764	13.826288846367895	5.183554753559844	17.18151378832773	11.408843861069776	2
4660000	-6292.1009851175395	-6056.5194463789585	-235.5815387385808	-6056.5194463789585	2.3373617372760283	1.0317233028390203	1.0	0.26829123351243284	1.0351864968957518	0.08106196605585413	0.28153358309353166	-88.96999182204353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.36913287264916	32.11526953717795	1.6551132933321029	12.961157845750702	15.192603407975325	4.563599960663297	0.7153800793950632	3.64186914700063	0.9060298715291875	15.609523020678012	4.683839846685647	3.737718775046956	3.438381786193578	0.8440087434824712	2.1861212359493196	0.6048206966018378	3.4723588099635334	8.982036759306757	1.3307734401425375	0.36739253516730763	8.006977000006497	6.178799267406631	9.437502186506787	1.1253260250297912	25.49502895499207	0.2131980869232809	5.419003812454032	8.1305617758989	5.223427166483644	1.8631879081307223	3.8076423478882737	1.3729644866580855	7.060920831801914	0.5603206489418576	4.379560021553315	4.248079180307843	7.029188918934194	13.068580502420836	2.0422026502847674	0.055875160429788275	17.506587914883013	3.1155732790987893	6.463122335209947	15.820159063874758	16.057490329212843	4.958743958672592	6.722348769935079	6.162082149838881	0.8996078696443736	1
