#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Pro" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Pro" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Pro" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Pro">
#                            <taxonset id="TaxonSet.Pro" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Pro"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Pro" name="distribution">
#            <parameter id="gammaShape.s:Pro" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Pro" name="distribution">
#            <parameter id="ucldStdev.c:Pro" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Pro" id="treeLikelihood.Pro" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Pro">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Pro" shape="@gammaShape.s:Pro" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Pro" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Pro" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Pro" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Pro" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Pro">
#                <LogNormal S="@ucldStdev.c:Pro" id="LogNormalDistributionModel.c:Pro" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="104" id="rateCategories.c:Pro" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Pro" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Pro	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	indicators.alltrees51	indicators.alltrees52	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	popSizes.alltrees52	popSizes.alltrees53	sum(indicators.alltrees)
7430000	-6780.104815366478	-6518.196881498629	-261.9079338678488	-6518.196881498629	1.1133391463770608	0.7894777177546501	1.0	0.357987777610721	1.0298295152066181	0.12393305777854162	0.35136878611491296	-90.90567819678219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.657165305489983	41.795764184896846	8.463559642476739	1.8240782271064633	7.798463755996619	13.815051354301312	2.746506263827669	4.3321204918664415	18.974371711702343	0.9893522004419041	5.3621055636493855	0.8987550205883147	13.232545834901178	15.0493840181212	19.772467058513346	1.1019673946444832	0.5781067920671289	7.544325344202972	4.97575510414847	9.023524808028082	10.539546169927638	2.4110259867535313	5.0463557044151	0.805773045789467	10.657732923285007	1.3782460120132336	7.1851948331709234	0.3646005468871619	2.82577738755161	1.2620554221116234	6.360043729710814	5.565579109665527	23.12101463004856	4.072718167917409	0.23034103673262712	14.964337876717362	10.486730902462853	8.051139824988631	2.3895322694391634	10.951708468699294	2.4166723457197685	0.19538478713808316	5.357710549557858	2.5095507799000267	1.7590517605460558	2.743584808082237	7.602784002423353	1.1369972144325995	21.50331493438101	7.34752456167986	0.9409555304742051	11.856819512349297	1.2930744689821787	2.500558772486955	1
7440000	-6762.117819548874	-6508.066618244993	-254.0512013038806	-6508.066618244993	1.2491014961609062	0.8753836717078675	1.0	0.4425812366842765	1.0193980194516852	0.18448781927728103	0.43936460224114415	-89.7869295101683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.768067551115228	36.046939756795034	7.292856121139676	1.5779093757528733	0.1298225510434738	11.904114354842756	2.3666017448944947	1.3525236729886552	16.349782919704648	0.8525022042432628	2.453114078323863	0.7744366826939998	11.402182647357115	12.967710631483078	7.279965715006204	34.79871051817866	4.5154135614688435	2.041238996734399	4.287494576922733	2.9933726876829048	9.081686317141369	6.319944148193018	4.3483295023631525	0.947025641336286	9.183525144309801	2.713259965512376	6.191318349986532	0.02123271950017418	1.7586080411467178	8.09768134463045	16.489946181422916	4.795732456814532	0.3887005220982831	15.020991588890181	0.2586650408930125	8.313332143171762	3.401499554005345	2.175527658232005	3.8420579068283556	9.436837160341458	2.082391387758193	1.2206934027345433	4.616616864202005	6.500591290047326	10.818589862668203	2.3640843931753888	6.495135555694813	0.9797245420683316	11.36897198847295	6.331194171060425	2.116357803063304	2.297158687259051	1.1142127490752216	2.1546744065791703	1
7450000	-6744.18456671992	-6495.938063669569	-248.2465030503517	-6495.938063669569	1.413732053769456	0.8662042275312289	1.0	0.42124586341072917	0.9333142157063653	0.1486421341595791	0.4137177534684186	-98.07170580426578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.232885716607253	47.5041340062421	4.361920404404748	1.2379820963985502	5.522803730642274	9.339624107211325	1.856767336899206	3.860840971168513	12.827567188349848	0.1744347134117863	1.2748787035428593	0.6779185134126808	4.397446337020825	3.902167347146193	4.01317915750152	0.2170932668607823	3.0332683750560188	3.829083805056682	3.881187424182613	2.348513705631358	5.619679730742463	6.233185205926034	2.446315676255282	14.444824900529758	5.725699780761134	2.1287453587609186	4.857529455219845	0.016658578117977274	5.070538007344526	1.6545541110744488	0.16340237000411884	3.762593094309402	0.9942287126711339	2.273148801343184	1.9143890886799184	8.543470958889202	2.668718250537715	0.7967357098203154	3.8452020399439784	7.403869721958572	2.3443215304223073	3.1676091032652822	3.6220641765860226	1.7081400599165486	0.3082404281038717	2.3942462210549986	0.13912161784884158	0.7686635627626939	0.2607469607039432	4.967271982179541	11.262223784144712	2.751159629332105	0.7112989911199559	1.6904952717201858	3
7460000	-6792.937471953036	-6512.846973726361	-280.0904982266746	-6512.846973726361	1.7640147016710193	0.8912938926325051	1.0	0.413032491513781	0.9781492482363164	0.169567498242302	0.4302079650507383	-89.29477587600239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.999146505407133	64.4762342351669	1.1072973403482091	2.681565230728701	0.06733340738546759	40.3447183139391	4.02190205065672	8.362880965546124	27.785505353577715	0.37783911728444247	2.761486143266827	28.964946289755982	9.525209803643282	4.1128658647220355	8.692857291513397	0.47024085237801927	2.4641494398260004	8.294092480866336	1.1712007007897194	5.087062822016304	12.172662123005692	0.8110660320288101	5.298909475279565	31.288610982266334	12.40230977357936	12.178780796668779	18.249150740498642	0.03608377213571967	10.983178562225444	3.583892521163017	0.35394220586583325	10.786648370505016	2.1535764976303504	7.14611219660731	4.146715233786223	18.505820673615123	24.405212844278825	0.43434950054980986	26.88299832686813	16.037356014280665	5.077982245395354	6.861286977062499	7.845671910487924	3.6999638421365613	2.6906340013109404	5.186122997143682	0.3013482136385248	20.57691340387213	0.564798138742046	1.4736474925262226	24.394850142102296	5.959225119380393	1.5407287785409283	3.66174386248695	1
7470000	-6755.339866465713	-6509.397874001358	-245.941992464355	-6509.397874001358	0.9570720395603268	0.87155483562565	1.0	0.38498180393710313	1.0980286572559608	0.17753764291290172	0.3922283679556418	-77.02397360457971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.553260973804768	42.315048861066614	0.6950392850631314	20.994733797394954	5.564947031885188	25.32396958903161	1.0479075653118686	5.2492953749291855	17.440679275898425	1.8440411529640954	11.645142259321286	18.181002362737715	5.978877371744296	2.5816040967623217	5.456418160590289	5.934442454685675	1.5467215557537546	5.206117542317954	0.8513917824432554	2.255485076964868	7.640656281743059	0.509097903967711	3.326071615194511	8.704817280134614	7.7848037776821	7.6444969110061916	11.454806420556215	0.10985947413271344	6.894029541522523	2.2495729059268967	0.5246725809324638	6.770669537872796	1.351778076854279	4.485541986896634	2.602851001651313	5.5836434376205055	15.318904027862027	2.1953466397826875	6.129777345718889	10.066485353395034	8.036414837523749	4.3067600917842315	4.924648508403902	2.322429694258397	1.6888836128240141	4.972174524469944	0.1891532105518351	12.915919383077178	0.3545180506193686	17.014910285394453	15.312399465040771	3.7405450330097496	7.026640884602995	0.07674944477103034	1
7480000	-6789.273758644407	-6494.071525683915	-295.20223296049267	-6494.071525683915	1.2485868997844765	0.7901506964281388	1.0	0.41795518867765025	0.9940282833230538	0.18766869129498917	0.4421131969031965	-80.69520393906475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.40151947726648	68.85708723277638	7.918690556248282	14.524975441530374	13.920509816242166	63.3469762120829	2.6213021374431027	13.130918834694112	14.15870583402667	4.612800952877214	29.129893996044554	45.479107062385744	14.9559412994592	31.34403649825558	13.64902884624369	14.844788992787766	3.869066942865323	13.022911078418112	0.7673022056182387	5.642012758500764	19.11281997171235	1.2734896359310117	5.720629753463228	14.671660716580927	19.47339961797115	19.122427164207025	6.042494749023899	0.27480942393688385	17.245160709771817	5.627223680635716	0.6375914841868984	16.936580209023365	3.3814230181192446	4.717326734392491	6.510935811446263	13.967278185837733	38.31967360553389	5.491578675241495	15.333412020554714	25.180941952204485	4.314077124574309	10.773201575931783	12.318826668069029	3.329011880253269	4.22468008699858	12.437711244936255	0.4731597819662528	32.3086961165577	0.8868138322621457	42.56217072565298	38.30340268146493	11.332335724651397	17.576883095002028	6.218317973803532	1
7490000	-6786.304887952227	-6503.7419321904035	-282.56295576182356	-6503.7419321904035	1.1836056747010941	0.7901506964281388	1.0	0.4325874724766938	0.9349496421944089	0.19759843557519385	0.4524861586432655	-91.4252920254622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.97903745153902	47.706869456082664	4.786046253047985	7.279518026186792	8.413537992588106	38.28682987271578	4.173592668088712	7.936310232286659	8.557503355334708	3.4576420170271382	17.606069970930523	3.982640785092731	9.039351431734119	18.944294813933116	8.249455248098265	2.9284172793440364	2.3384590183387144	27.27024899675514	1.795786846190553	3.4100251589152832	11.55176348425637	0.8552473062095689	3.457541168221787	8.867532617899387	11.769697352570061	11.55757005888065	3.652075952104072	0.3850164805170442	10.42295266015771	19.083264173020883	18.484025807534792	10.2364470076284	1.5905587066830136	14.937291543488863	3.9352011197886863	8.441804734226013	23.16036079135266	3.3191029950297914	9.267494243667713	52.562421010859325	2.6074225922538403	6.51130899352223	10.98130115042672	2.012050442262393	2.553391139239769	7.517336468382333	0.3753156196204827	5.295713285346515	0.5359891245782243	25.72452052219242	23.150526666048655	6.849248944379278	10.623445237510728	3.7583432800389134	1
7500000	-6750.0796601292395	-6507.6001579943395	-242.4795021349	-6507.6001579943395	1.40785881878454	0.7085115560054329	1.0	0.36504672007147143	0.9257193319303881	0.12939587094852206	0.37006389438148485	-89.0203131128232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.096011645746133	31.32476176556449	4.797347313462604	4.042965634746086	4.4756314840513145	19.53287814030437	8.57076279134483	3.021606244904595	6.793528161636354	1.8393131980408408	9.365653443500735	2.1185894094886875	9.93392077326572	3.2196014992357673	4.388346694005176	1.5577889569665258	1.243957157602493	14.506570849898972	7.759472173150181	1.8139831276798628	6.145029165138191	1.0039398947710212	1.8392595509201226	2.173807399349784	6.260960380201945	3.9498406329570006	1.2800524163434497	0.20481180254950482	1.7241368671081698	1.3957184696069769	9.603258153403122	5.445338756718615	0.9973953049030391	9.230217149267222	2.998166347534476	4.995804057420539	12.320291419743075	3.888713655718079	4.0000787465479215	1.1884596063546349	12.26337155335998	1.3501927004372423	1.5636318785968952	1.0703221777594691	1.3582915753095408	3.998891762744573	8.028139351511964	0.7371396239388492	0.28512259684150715	5.817644726845557	2.2693878258863385	3.807904699480432	0.6762801651803088	1.9992730200818294	1
7510000	-6801.476236695703	-6500.713120201889	-300.7631164938142	-6500.713120201889	1.1716193537922746	0.8671197121990095	1.0	0.479857691298036	0.9641056899801792	0.22555617345864784	0.47878352445463246	-89.59962243462479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.869975324634638	28.769460265778793	14.193391500019429	11.961484196493961	13.241565747113468	57.78980933682037	25.357386864607463	8.939698877436465	20.099275404539377	5.441776591343705	27.709143676980354	3.1240259941824573	29.390414629656792	5.616528984644372	12.983325699817895	4.608861334384845	2.0835636835986797	42.9190187705576	22.95710925034852	5.366835257755557	0.9333932565172636	0.9530401325989414	5.441617871422578	6.431408328103959	18.5236248359464	11.685965347749516	3.78715233619286	0.6059544801461573	5.101016865260147	4.1293609506545055	28.41211897760727	16.110533545788233	2.950885378476449	31.47504683462008	8.870349793795855	14.780543957151194	36.45071079678182	29.745477538237715	11.834599408997773	3.5161666172498176	36.282308157799015	3.994668792062559	4.626148153283914	3.1666462124729287	17.664871513870427	11.831087608678912	23.751985709468606	2.1808951049636622	9.367297117172884	17.2120348644393	10.487681092713991	11.266034886158733	2.000836821041797	5.915032378376243	1
7520000	-6793.562009634332	-6501.033284280686	-292.5287253536467	-6501.033284280686	1.2544252173530275	0.8168353407036789	1.0	0.5458249891027627	0.971390801086628	0.30562318717070613	0.5702676404852635	-95.52599912020182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.34670234604417	43.505246425064584	11.093711428631057	9.34922804981834	26.17098300262107	1.8151113180558442	15.905771841465684	6.987367297308848	15.709815463220066	1.0936880653161998	38.7266061270345	14.530616101398254	22.97187241462216	1.9554357781101335	10.147910645423401	7.698609506996478	2.988507642990733	33.5459787070563	9.945664692660115	4.661386590631155	0.9751239066849948	1.3349838866583734	4.253228579678159	5.026859723525713	23.250836240383247	7.023036431237296	1.0693233819444679	0.4736207087374722	9.209169969949869	9.222653315691897	4.9882352528023635	12.592170808366022	10.205546532983291	3.851761206647157	1.2856666769221035	11.552636268689373	29.66629612924895	23.249393502291845	9.250053499664919	2.7482746309577886	4.333239361620987	3.1222772113373733	3.6158484488049245	2.4750856254260363	13.807058517230024	0.7512991142674856	16.323199119274275	24.69019397906521	7.32158280027866	13.453116394722512	5.031275256887095	8.805657194178316	0.5038711547691833	3.0719968842606526	1
7530000	-6753.071639484461	-6508.916500253149	-244.15513923131238	-6508.916500253149	1.1322841764038238	0.9668731470244849	1.0	0.5640800993058478	1.0156801296335267	0.29291213780369957	0.5379222744620757	-89.05216388631905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.37756021654071	36.865122806325104	6.93212028937354	3.75526049528781	10.511975755527887	0.5719914106680373	3.086648934930301	1.2899326890433216	1.6186281767278055	30.26577570334869	1.0897332940703335	1.5540334536802036	9.227004039450998	2.713281465385287	4.076063580159391	3.0922643020599745	2.0368253081664025	13.474255622294113	3.994828398741545	7.4799542774519745	18.743799526896066	0.8874715796626718	1.2243520911369223	7.481592041650699	6.087232859787853	0.550103293792501	0.42951009767931	0.19023700435958485	3.6990040245317926	3.7044198166527615	2.396941636397541	5.057838073325433	4.099213916263203	4.2988295410838635	0.5164076922957659	0.3669339950889976	11.91592175333053	9.33847463056098	3.7154255197856	8.184771123200878	1.7405118908868247	1.119336015130992	7.132019092711998	0.9941560118215013	5.545816310137872	6.60775810149339	6.556462681485084	9.917194187211864	2.9408257565606597	1.5087172496935228	3.2656934363159333	5.448202842199146	0.30888240356920926	1.2339145520506818	1
7540000	-6854.842950428991	-6508.519388553406	-346.32356187558423	-6508.519388553406	1.2202433687051608	0.815589921975835	1.0	0.43549522060944373	1.0312629592089755	0.24584742803869222	0.4652383992885157	-83.04643195113863	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.88281996741073	155.09335397302598	51.659077946548216	27.98469826512453	12.345420277724863	4.262555702293868	12.542949118457491	9.612749136976023	4.032389686828212	225.5445665835855	5.182437625313535	8.819497169214793	68.7608554078034	20.21973261573767	30.375365315763908	18.051114354150126	17.28779698968141	100.41193637837337	14.261281657711798	55.7416093381767	139.681275043469	20.719169157963883	9.989878116073886	55.75381417376352	102.7308665233036	0.8273983310997853	3.200766098773246	1.4176713366607985	27.565467598824974	27.605826798556134	17.862326338710634	37.691678788590394	30.547884684637065	6.251457223685929	3.848338475804908	66.97738835107675	43.48586200504173	69.59154900723871	0.5731489328128629	3.2432910058518196	12.970524988732125	50.876717084859585	53.14875028805576	7.408582188691017	41.328157199150574	49.241887989198545	48.859627729726114	73.90424374394843	21.91542279182129	11.243160641729556	40.25919793196154	23.44071953565754	2.3018325557274686	64.83184790674791	3
7550000	-6814.908496450869	-6512.217306173744	-302.6911902771252	-6512.217306173744	1.2323382749564877	0.9190880404161611	1.0	0.35383357554728495	0.9212141733420491	0.11700353563171573	0.3525370940590275	-87.69552942175726	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.738442752027705	104.21819967910899	36.379176116901526	15.512084713432118	4.900242059251303	18.037195295814136	4.97864677221354	3.8155685725040835	0.4685133620112349	89.52493690333681	2.1282077047876977	3.5007047146068273	3.676438444844266	16.52847574600402	12.056830738601686	69.25220903401608	6.862009394162722	39.85630159387735	5.660700942198091	22.125401354066113	55.44339872275273	1.0529577478292533	3.6440716404739044	1.0168294006256517	40.776749725493936	0.32841750305779804	0.9478832500561696	0.5627133425854105	10.941503867180181	10.957523560601008	12.768455268196435	14.96087986707886	12.12530849378294	2.481377946637366	1.5275130075077186	26.585195808112232	17.260752990677005	27.622829174072102	0.726538132275716	0.5163319855832114	5.223719918605844	1.9805362350797167	21.09622319040018	2.9406731584462715	16.404299698410064	19.545480443220775	19.39375067145861	29.33465814887566	8.698843303417163	4.462724428663631	15.979999914128312	16.909338973429453	0.9136616210046423	25.733570890644287	2
7560000	-6789.007656065504	-6496.052208734572	-292.955447330933	-6496.052208734572	1.1311880759978727	0.8590628893721147	1.0	0.443805606614408	0.9507034916415145	0.16314573573731947	0.41094972183718803	-90.65064291286966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.247506844502134	26.272611624354656	31.80078744065167	3.067065490394082	4.283537253104352	8.488318624798826	4.352074583450848	0.7892453135258564	0.40955006211650713	78.25805290236038	1.8603687074174193	3.0601343516951713	3.213751656921531	12.790466925597576	10.539455602130989	60.53668648815717	2.148470430169696	21.752776248097327	4.948290935712109	18.83292763477688	48.46574128297572	1.2527096237702706	3.1854582765929758	2.525814475711289	35.6449180260196	0.634119656291105	1.0622785661067606	7.916317247804606	9.564494744003031	9.830977057527534	11.161520827865514	13.078024610817435	0.8175491365104564	2.169091800962327	15.320078292178087	8.542950784348832	15.088454316784121	24.14644345576553	0.6351019230832423	0.17585189437026277	4.566304807103785	1.7312819737282967	18.441223279016967	21.309484934016158	5.4997755183076515	3.452780789538854	6.002345234893462	25.64283549025106	15.671183712647812	18.879741839064835	9.740356054290409	12.344228769279566	0.7986755639787857	12.895117705725486	1
7570000	-6711.404772848354	-6502.82684365142	-208.5779291969342	-6502.82684365142	1.3513176038562096	0.7557516908079945	1.0	0.5067409149981471	0.9557150054618564	0.26101445937397144	0.5164420225884225	-94.30278137600015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.429599225618418	25.08507205772215	5.809452671754011	1.5454422649533512	2.802163950190641	7.060004673920651	0.4892773844468557	0.14418143902534009	4.401420808520589	1.161897027286004	0.4984758795596052	0.5590335056501177	0.587096724711609	2.6582226707093515	2.420076941796812	11.059003356885194	1.172654351134099	3.9738551860836098	0.9341114011819798	4.13408992147188	1.0046623408908495	0.22884833541703734	0.6252066434307001	4.643451891205035	3.428036776652788	0.4611885682610956	0.26853890502193645	0.06708110649225799	2.865381193241951	2.6095788363386294	2.785939132507314	1.1272047741267677	0.1493520569028251	0.4515075048979326	2.79871276559027	1.5606490358586322	0.6652053237420706	1.1712118784782741	2.1010347678921546	1.0644952161478314	4.216565622178923	1.358910963440869	3.3688918568018287	5.567814749546924	1.6829705229220262	0.6307632042194601	1.7709043457057578	1.5082692362192403	0.28319455152816664	1.2634232381814745	1.4885263931243835	1.599570634794048	0.2993330857122513	1.4467874939578629	2
7580000	-6733.993749636683	-6515.256049835937	-218.73769980074604	-6515.256049835937	1.3558020978157366	0.8272336341244294	1.0	0.43992577209686295	1.017303078860221	0.22679409645514867	0.44737138607703786	-89.82649307340526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.236385192544011	16.049788425477097	8.179066044931833	1.1501132500756788	2.665144297195155	4.114624869793447	0.8016992069594662	8.81142909231045	5.710768996300065	0.17393259062742178	9.413392913323209	6.7611915667082005	0.8265671755149367	3.742483158796874	2.315988208091551	0.8922916046769601	2.267947440375259	7.9566050620798165	2.0971290317226194	1.318646075969299	0.6482197077762737	6.82182470861466	1.0920663866639257	0.5108093284572487	3.771559575955025	0.7259955328109464	0.7439065571630097	0.09444276963213989	2.384078358355498	0.42651384760444755	3.9222937941686813	0.30827959584124	0.09289746116136258	2.5824674264051617	5.470582949323927	0.028837661453582904	2.698777060968338	6.464632702117582	6.727134522996241	1.4986913861471194	3.422030401346543	3.5848233520754036	4.74302667598734	2.407254652912578	2.7743378590260908	0.888044743200593	5.17333043241677	2.123476064544901	4.857389266253918	1.9921550868618778	2.095680327715393	2.2520183233653923	0.4500821333256486	2.036916579697345	1
