#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Leu" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Leu" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Leu" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Leu">
#                            <taxonset id="TaxonSet.Leu" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Leu"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Leu" name="distribution">
#            <parameter id="gammaShape.s:Leu" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Leu" name="distribution">
#            <parameter id="ucldStdev.c:Leu" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Leu" id="treeLikelihood.Leu" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Leu">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Leu" shape="@gammaShape.s:Leu" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Leu" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Leu" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Leu" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Leu" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Leu">
#                <LogNormal S="@ucldStdev.c:Leu" id="LogNormalDistributionModel.c:Leu" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="100" id="rateCategories.c:Leu" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Leu" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Leu	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	sum(indicators.alltrees)
8430000	-5584.655559963138	-5309.620615681671	-275.03494428146763	-5309.620615681671	2.028086167807049	0.7516865001014298	1.0	0.39566184218868894	0.8763557124225864	0.16210343612338168	0.4146599919324781	-100.25778078578395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.257864397399736	12.159187203808996	18.81661035887112	8.616591246175663	0.8972719484450665	16.008871827210974	12.854258881984464	3.4395104214023453	7.928938650882134	2.7925074030003287	3.4832812905978274	0.10581089978939064	3.567995359184	2.284738206806597	17.279878949643948	10.773210436556685	2.0257834798916723	11.879832312771294	0.5376517251097273	3.116320507285644	12.182543418689034	8.6499079464513	12.925429606930877	1.1259885395724538	11.625354754963054	4.944206082655759	9.553553804087036	2.541388710780034	8.235178949275873	13.793401123157496	3.145332257595222	6.1921177905695615	2.1621755594825847	8.768849974600064	0.9479954235077689	1.6436761895986385	14.683441212626205	8.49364383436225	1.2399260295746368	6.968852938470593	1.7490496155056388	3.5517733453037708	15.783701736233898	10.035645974678665	15.876006443386677	0.2945157488492199	0.6454401498364607	15.590144689996247	8.77595211497818	4.70095034648595	8.056685134031879	26.14942694222196	1
8440000	-5542.108736806088	-5295.739158186615	-246.36957861947278	-5295.739158186615	1.9069761984966869	0.7945508233252865	1.0	0.34948436520277026	0.9610857100278882	0.10918478724197603	0.3335685322059449	-103.73294071726384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9.351799079590515	10.614128472805913	1.7532966373193444	4.413475110302028	6.737721970262682	2.1083980857702964	23.95958857456817	1.7617400202453808	4.061254896164608	1.4303407886437933	1.7841597493739143	0.44339145956092235	16.009850975889375	1.1702580430251304	8.850868455334256	5.1676591207386995	0.7258840564030975	3.9828087157721703	0.27538877486336705	9.004315488302518	0.7136091741214721	1.460943838059127	6.620490659281223	6.380465087214952	5.954583708752935	0.3098234629352917	4.893393538655249	1.3017161311450667	4.218113205456249	0.2300928879948838	0.5262324948476277	0.9598615454103295	5.876392838125728	0.3973333137644514	0.9212620748000921	11.720676248680563	7.520955848320112	7.357069565121838	0.6350983252886812	3.5694926349147686	1.4894182035903425	0.2570407146045236	8.084516576345331	5.140324341682724	0.12685882353842837	0.6528623118585739	6.978214424593923	7.985375375191961	4.495100802866728	0.2637869726261313	4.126687490992671	0.2600140231210447	2
8450000	-5576.294477040561	-5295.873737341834	-280.42073969872644	-5295.873737341834	1.5007743991043745	0.9349277533091288	1.0	0.4318621670554524	1.0015058164996247	0.21131832360145464	0.4394419603855648	-107.99650888971965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.563960459775505	11.712884407437073	3.1054491149404155	6.594195528347255	4.548472456545501	3.734406848237669	3.43153231103868	3.120404083470357	7.19331809255314	6.105115516119108	6.279897083552893	0.785337510126538	28.356740374189215	2.0727677944564307	1.3463699081403997	17.384197233396197	1.285690026733212	9.388506001736799	0.4877701861514503	0.12492507424333574	1.26394868444914	2.5876321509490388	6.151856945401708	11.301116557375192	10.546793003868268	21.99667087931015	8.667206854914117	2.305607118227665	7.471146434541823	0.4075418501174314	3.2095832751155684	8.471423486230998	10.408300882901829	0.5333906725882246	0.6394012860318528	20.759729362521288	13.321160370432862	5.423748527449987	5.041384580991207	20.35428310468533	11.433245721115878	0.33977809000055287	6.02683096088659	9.104572117238254	11.03116523739126	1.0708688325988627	12.359853630844897	9.199501670787747	7.961748464408819	43.42745002883733	2.7367998719890747	0.4605383372022488	1
8460000	-5556.912049584272	-5302.260535221054	-254.6515143632175	-5302.260535221054	1.1941614483695164	0.9848962674216701	1.0	0.521433939849779	0.9752575424035173	0.2524250982960984	0.5132181621714776	-114.82572611198988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.993415502218066	13.784809334513811	0.3080856958078498	3.1822187024021926	14.948116807293525	4.435058478398394	1.9076780865604446	10.253796123656521	3.5832649806939583	1.4435056303971343	0.9457586017108444	0.6166604139180227	5.3565488822920555	5.880947819754369	0.2849614813405423	4.354560633907578	1.3523736383260283	2.2897949785508276	6.381263927995217	0.3244224731420145	1.2305503752581763	1.2487363151864397	1.0028187279868506	2.0116189736395182	5.29113330590779	10.615126160851128	1.5350219977654507	3.062352093297972	6.149602415640107	1.556478843910314	12.849836388943473	4.088129042878121	4.429149032535152	2.5232196970345284	0.7881985735583166	6.294573242791312	1.8535904616607506	8.44548487384273	9.208058507568875	5.563999085167912	8.43247833058041	1.0058798782242564	21.17655233133761	0.7980156926466303	0.05298640138488568	0.37754544419587655	4.468309100748497	4.933792353015297	6.889423893218571	4.2502346138914815	1.3207214890636352	3.912905735125456	1
8470000	-5565.238855578332	-5305.8763145005205	-259.3625410778114	-5305.8763145005205	1.3076780510506687	0.9848962674216701	1.0	0.46816113960043604	0.9909081173090137	0.1921442688956582	0.4377390332202118	-95.55818647397481	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.102322368605739	33.68991598100706	0.4932291753732899	4.736285887096293	11.301103969948729	6.71484015991681	2.8882941431823568	11.382016767374079	5.425193763099228	2.18552012905071	2.6024824463299	1.8591390343855143	3.816108954844991	8.903969314227055	0.4776740985685027	3.9702486865871887	6.088990864646505	0.6752764029738894	7.0419327758442245	3.188983831397423	2.1908045955663065	3.0072871851987246	1.5531136347258285	23.051630853580193	8.010968646080498	16.071687846877538	1.2540498591115874	4.692094600483685	9.310722162782788	2.3565656913106023	19.455120570134493	6.189576351641145	5.365804787673804	1.0822200727488887	1.1933613641166279	14.521713840904464	9.104786448759032	12.786771871681935	13.94133614306155	1.8832657909832156	0.3333067442492167	12.992432884679225	32.06207195139319	1.8691570468328385	0.0802233426417386	6.053033148706263	1.3053130786479217	7.4699414210839175	17.259605857896094	7.3336435534276605	1.9996204645383224	2.1239380811802855	2
8480000	-5576.809783173079	-5300.892646770837	-275.917136402242	-5300.892646770837	2.0807681127318687	0.9133576489749111	1.0	0.3782260003975571	0.9722974685863562	0.1787935609938419	0.42423716478199147	-101.90200523175308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.950485828953305	14.993349091600125	0.6908156875145648	9.820733995440046	3.226546390514271	5.601616965843133	16.35374005569233	13.272961346731957	37.69436500030612	2.0763976342876926	5.750791727422274	2.603906002219316	6.510697369185694	9.19206073941121	15.770435033046443	4.739768437128633	8.528227080742294	22.045622205308756	6.564725171437775	4.466483671190679	7.478488157911267	4.211999752091915	14.739680622941773	6.068672297135401	11.220144892506312	0.44319267322169537	8.860657652582987	1.4571184386133487	15.381810116221308	1.0211850186381728	5.79378694047351	7.092509195780328	7.515334267605774	1.9547209037470643	1.1120440693112101	20.33908015133496	12.75214367745485	3.441930326200377	11.63398749641829	2.637697883922022	1.177917317808493	18.197172640737847	8.565342152120481	4.50665312977536	0.11236063551963665	1.3185536283582402	4.009562947722754	10.462383362853808	24.173765629190697	2.5353002955945407	0.6901274547689803	1.8518344946344347	1
8490000	-5542.280521630211	-5305.663154065315	-236.61736756489597	-5305.663154065315	2.791053727284765	1.0555377904520158	1.0	0.378127346054893	0.9385873579739815	0.18242232393772734	0.4017764948072468	-99.18052442338566	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8.283401267031943	13.894128609644675	0.33758935283550195	2.3493463623537822	1.5767558953189982	3.232513327575099	7.991782209961468	6.486260390778112	18.4205664636564	1.014698632728387	4.680415236567896	1.2343840121471241	4.997315911889963	4.491996768931261	7.706731408916113	2.9297280007279562	3.653141739157953	10.773303889381115	3.853543966987318	1.3154763368805202	3.6546042932240166	1.5599241620446562	7.203020042007937	2.965652330119507	5.483085461781594	5.805398951859186	4.330045968403635	0.7120678924735425	4.622355927170241	1.4042976007952483	1.509882143388615	3.4659832320800374	3.6726103323905948	0.9552373763314193	0.5434361790972134	9.939347107565222	1.732297295548687	1.6820101979840667	5.685322989613441	1.28899609215958	0.575627265274452	8.892634962191806	4.185730530168416	0.7004302903903672	0.42524228685385496	0.6443537315689237	1.9594021750503376	5.112780865313325	2.943641283798292	1.2389562100315976	0.4020114310269632	0.9049586161705643	2
8500000	-5655.375954564761	-5300.1999409913005	-355.1760135734607	-5300.1999409913005	2.469425576221371	1.0555377904520158	1.0	0.3912263666137672	0.994488646502597	0.20096876829409802	0.43526450059488586	-103.41610640742466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.20793590109164	18.584292460472604	44.48805587491551	20.582534770858025	24.241688105804784	29.349134166332938	72.56022312651164	58.89105694407849	35.930288955686095	249.4901664851855	12.146718039076283	11.207409935865336	39.91824758143154	40.78443071571053	32.506674806271164	18.252824263518495	61.92990850028925	97.81464427907356	34.987691446833175	7.9511839934138235	49.873865697310265	33.660893837001346	1.6138859426328884	26.926208589731846	89.20496182271432	80.96039030257718	39.31402199922247	6.282986011696259	41.968007715170614	12.750115627865625	5.499405247600817	9.236694770116761	25.949549297086886	3.4529303715463735	4.934049674322	90.24285508654488	3.5084298107137064	14.614864780041803	51.61906241118979	11.703252365876425	11.76006865554067	80.73938454365944	38.00373098730082	7.1258924390827385	1.906633457969592	5.850315900346204	17.790106797331017	46.42074954466043	6.014791770172412	11.248922540933881	94.43725338839977	0.3546658432741557	1
8510000	-5558.048019892825	-5309.56458131318	-248.48343857964565	-5309.56458131318	1.989208352926949	1.0555377904520158	1.0	0.5086345140383915	0.9411745098772235	0.2830234366979028	0.5309431417731673	-109.54950772899174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7.812510532706036	21.495667672423753	4.621366095720054	5.157728877387743	2.5181975996023245	3.97962377275492	5.813032640888538	6.1175326399447965	3.7323954918618427	25.916740435949137	1.2617865585740187	4.629484697459286	1.7905058387296204	4.236637938793411	3.3767545441113103	0.8020693183310046	3.0542910114399797	10.160868391444106	3.836264553098488	0.8259594941911905	5.180837585802525	2.8345102122584898	1.012239597275217	2.9457700557074387	3.3897143685028492	8.410068623645001	0.9023042129942102	0.6526690807972196	4.359586503512849	2.264255201019341	0.5712716471437768	7.812633694643719	1.205234686361557	3.0277207829958717	2.3253305716187427	4.546341230602327	0.3644514973194848	1.5181746934035154	5.362126535505367	1.2157198742373583	1.2687943752460997	8.387110809437681	5.927592510011548	13.64817176312706	0.16425337582563812	1.3750166904450634	1.8480150407916776	0.18932788053447988	0.6248093833914603	1.1685246347967473	9.810029060590036	0.031046458494648765	2
8520000	-5551.9250995983475	-5313.891746435235	-238.03335316311242	-5313.891746435235	1.963558159333337	1.0555377904520158	1.0	0.3867794368943735	1.0016226475652563	0.22845085520722536	0.45088942113190544	-106.92410160008012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.540267920798998	10.960194939851775	1.8189200473739173	4.317809055071254	12.777832356412942	6.302032456015367	14.727208936398462	0.28726395061383764	2.0463877131851214	9.0777185648431	3.740447167246346	3.0351105193779286	3.457941875785616	1.1204859233606723	0.6594272480196656	3.4617548424774576	6.17370358418724	1.061466453830972	3.2115410132621984	0.8309120445389434	1.7030627301199268	0.7716650750725584	0.15171712975086782	2.7657540211835556	4.675708398254211	4.488866863240555	1.7489008971024909	1.415320207488413	10.992499952378763	2.960341728352641	4.055167945691217	7.462383514178359	0.3944027913855123	0.19961475160985856	0.23370420919844181	7.0672670924050465	1.128388950363888	4.766728401879345	6.435550784207953	5.758273049102086	0.1696301268767812	0.2908685096645271	1.8538130903833396	11.425610191019661	3.5103210277364085	2.0066551064500087	0.8895531671747724	1.844017046046994	2.3519414852222953	8.819654437013742	8.212496879010233	1.723135231130552	1
8530000	-5551.097364070896	-5297.997123497116	-253.10024057378038	-5297.997123497116	1.427519141530202	1.0555377904520158	1.0	0.33855183846440595	1.0294497516058534	0.15937423001051493	0.3813882750907122	-97.77026947156368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.33738968100342	12.874658208463073	1.3134693334763579	3.964978803813005	20.196333536537747	9.980976958221113	4.313675412309925	0.4540424696297428	2.2955190171839726	1.486329116124075	1.1726741738472366	4.797222459946162	0.18453362855981703	1.0038627283704513	22.74844879875987	1.297631140008516	6.361489846752461	4.129278444837354	0.5722139753839741	3.1227784237996206	3.341439335236676	1.2196751999834403	0.3052495886847991	7.413299426359729	7.390311885203212	7.094994662816845	2.3552860376788747	14.92118598029933	8.677173106053793	4.679044712770405	7.1457783538236255	2.7813137765612694	0.6233835364544912	1.213527562282415	11.757219281672135	12.665905616892697	0.8390580932163226	2.8683138504809653	0.5656965051865505	18.11894520970979	13.279004578209776	6.330074333370031	9.613674656842237	3.7867072974030314	2.4077102016398038	3.1716706474335052	1.4060062741180501	4.43774517985402	4.1115220520840445	13.940133014621788	12.980474427106019	30.759662797907225	1
8540000	-5552.658345918007	-5306.67389294865	-245.9844529693571	-5306.67389294865	1.327598028905826	1.1041541411071456	1.0	0.4073273554168961	0.9827653533695059	0.16065930671238607	0.4063522925062358	-101.02144447140873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.671631625422457	12.138329813685893	1.1018180181527752	3.3260655397811334	16.941913772957516	8.372650941327555	3.6185734775902376	3.8506362425487475	4.078384126532064	1.246823324543246	0.9837104690884377	9.569224028514977	9.593566622672617	1.2686675974909984	19.08278338342389	1.0885319775174223	2.1786488435880313	3.8730966304428347	0.4800079090146794	15.842152037930743	15.063388809861477	0.3262616003535161	3.3843712242022987	0.6121856671374272	11.372608712991862	0.6689636477771049	1.9757572773700018	0.7943484610002686	7.278940917163669	1.3898679401018048	0.2273381461738605	0.7876678178237966	0.3511213163596746	1.4447349672152	9.862671109064582	1.6224059285940744	0.7038529958943238	2.4061162309839172	0.474540658342531	15.199274009042178	1.531789221300417	1.4516209947616303	8.064535415937168	3.176520550126998	2.019733856774311	0.943155011384346	5.798297272915058	3.7226507498218644	5.3110873947863215	3.083213449424533	3.310713231027323	25.803077269674098	1
8550000	-5561.629558851133	-5313.2511346514875	-248.37842419964568	-5313.2511346514875	1.5902092932891352	0.6459516439084192	1.0	0.2532149991564159	0.988431456377397	0.06668267191626769	0.26206248438844365	-96.7696268166751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9.157229596813426	19.837475958505454	4.567058623162021	1.8164302057005866	0.3581193645809934	1.4442221670529765	5.1381975456701205	8.844385325680022	5.175552225759915	12.253193269900784	1.0387967353021654	10.105085787495797	9.483215122889101	5.450577045678779	1.3765992284214648	4.776381630933835	0.14231568123545602	4.0899840569371095	4.5961670597250865	7.115813772977632	11.49488225568541	7.222893214060939	9.035021906893387	2.733500595706488	4.803920343281001	2.4744156772464714	3.1190892060632724	3.8455328822434423	0.22095616678831476	8.240535129529247	0.24006873107072893	0.7394279322460943	0.3707835675139464	1.525637892936878	0.48222549716369567	22.319373405297902	7.506744579737771	2.2784926541926036	1.1795114919339322	16.05040986723159	8.075346611053938	0.5447007831309814	8.516136937697953	3.35440079249122	0.7101989280489593	7.347394737413032	0.5648432046410153	17.864917678223357	5.608500082062775	3.255868638329995	11.810966263668519	27.248009725183916	2
8560000	-5527.466787827255	-5311.327996665431	-216.13879116182403	-5311.327996665431	1.5769603979513844	1.0793206768234171	1.0	0.26348957888813124	0.9972096181070781	0.07865255295057418	0.27954800867739393	-100.17315273330235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.131791263064442	15.222555223416801	3.5419033227099166	0.4720772995814268	0.5653454048275394	0.44718978126467873	10.856347171421449	5.061872048948856	4.2620144748907975	1.391978817767296	2.172741234792451	8.89366038473133	0.4023195297018874	4.343119651362698	0.5748609482549356	3.881840493122118	3.293015513252619	11.535251918798762	3.408500314810707	3.2371541041477565	4.632571722085012	0.8879051748395606	4.036846205635409	3.5572007525612337	5.9159887370003315	1.6031393921709414	1.4073498315271529	0.7532665918108237	1.7047278239062402	0.693358584223482	0.7300025620955604	1.0575883929509071	1.6927241087313787	4.323628849894667	1.5627095682184096	8.418548238932937	0.0605057472824636	1.0478840808226488	3.902807712328787	2.94513005818155	5.392305679434535	0.81024432724766	1.160094581733145	2.22121420064123	0.26309484661926796	2.914196000712816	0.5547571747568693	0.28724305549173607	3.564667420920886	0.1843098958581648	1.1228865318119259	12.29444859148088	1
8570000	-5659.694639198209	-5299.241235876609	-360.4534033216004	-5299.241235876609	2.737210124214766	1.0793206768234171	1.0	0.36756561653906655	0.9332497076154785	0.1443223673643018	0.3567818640023808	-101.93373006259084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.84297619061178	22.698436382556185	65.01501946022854	8.665429861461048	10.377455042587451	8.208595684958963	199.27862460032782	92.9154976245381	57.94631440772449	25.55110111140054	33.28739477585946	32.92770596367284	7.384959348011108	79.7221106632031	7.698160681834958	72.19002077794117	12.362137868953628	17.454848959853784	41.317218143586395	26.972282429572054	75.18107619521243	14.744109554802023	74.10016894999008	65.29581840047572	108.5936254658385	27.092078640315798	15.154089895785525	6.568829869475895	10.748586083623502	85.17542683653642	0.6950017953070909	19.413045383747903	31.071568262277488	38.323379134298065	20.89675560675434	154.5304960956227	20.872212096879228	71.96413680622146	71.63976434355314	123.65143669238637	57.8080595478641	44.186670509047204	23.38913547048889	40.7725088243051	4.829357273295199	53.49285184675869	10.183097963533328	30.779871658060483	81.6842879069208	20.271899996365324	20.611655109074256	90.99268019354518	1
8580000	-5555.663152544304	-5305.676751661049	-249.98640088325456	-5305.676751661049	1.5118369092426422	0.7107673840726075	1.0	0.36543058875578766	1.0025109106363506	0.15156622855359245	0.39691632811169775	-104.15577105146293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.34269449534729	24.072357576787088	7.1516239500222385	0.9531935274182699	1.1415155550056735	3.5897994811315344	21.920562298547146	1.5562895083974164	4.367596687521766	8.589491995528657	1.72779134849962	10.213421950214094	0.8123423261525724	3.0467643531179815	0.8467943370686623	3.1198382305565038	1.3598298053447175	0.7130286541006615	4.544876080591229	1.3564280912408149	8.26988578285412	1.6218456579618028	8.150986454562547	7.182511711694618	11.94525171489513	5.800589108498066	0.47084566613233886	0.722568437388577	1.1775803495734734	3.8860913837744717	1.4138178870594855	1.8113764284335747	3.4178590361752903	1.653309306544705	2.2986340558806675	16.99828756588038	2.295934280436507	7.916023844934508	1.4499957078972747	13.6016044207275	29.630423558517915	4.8605145965933785	2.5727947601920933	4.484958291657003	0.41467112209003626	5.884190508568462	0.5950053120862476	3.3857725361914723	4.183018588702736	2.229900209676141	6.191051985095503	10.009155366737227	1
