#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Met" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Met" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Met" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Met">
#                            <taxonset id="TaxonSet.Met" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Met"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Met" name="distribution">
#            <parameter id="gammaShape.s:Met" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Met" name="distribution">
#            <parameter id="ucldStdev.c:Met" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Met" id="treeLikelihood.Met" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Met">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Met" shape="@gammaShape.s:Met" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Met" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Met" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Met" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Met" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Met">
#                <LogNormal S="@ucldStdev.c:Met" id="LogNormalDistributionModel.c:Met" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="108" id="rateCategories.c:Met" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Met" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Met	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	indicators.alltrees51	indicators.alltrees52	indicators.alltrees53	indicators.alltrees54	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	popSizes.alltrees52	popSizes.alltrees53	popSizes.alltrees54	popSizes.alltrees55	sum(indicators.alltrees)
6920000	-6588.429425981215	-6340.380496810561	-248.04892917065374	-6340.380496810561	0.8547672006492724	0.8893322553211515	1.0	0.43843704349415785	0.9125599162229295	0.25996158245193207	0.5032673356546711	-114.62805889573127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6.343255107817254	11.213847373359801	2.252929604272541	5.5787572858749925	0.02899991288946504	3.380474441534742	1.2314308309758402	5.040931118805484	0.3106217647897743	0.734541154280725	8.914754903163475	1.296485307137117	3.5320500107327777	1.8041070101267591	2.4020016161844855	0.6787113111677333	5.195109128321422	2.0532682688529023	0.8586215894088447	13.999822934520823	4.889011837094413	1.457137756540464	0.7825820689272882	3.1304087957244455	2.4835030073560738	2.292842744748095	4.045238039721195	0.3340728552337688	4.4194727797875855	2.071255704083776	1.2682614896536177	0.3614632139394522	3.9363071069664137	10.054798856851836	1.9797996078230877	2.415532531663431	2.492181406562953	4.337030094529952	3.0998555643189984	1.2494665826610325	0.353226828117609	0.45734523757552853	6.753072589208051	0.450512199828227	0.9670670107153274	0.8985916595254061	1.838650825861806	3.783750888090556	2.783915687731718	7.1671527492502545	1.7875179966545123	3.9958357757813268	1.8566276113226998	7.888006163344912	3.636238430673916	0.7591825822327395	1
6930000	-6644.457217299289	-6329.866193564111	-314.5910237351782	-6329.866193564111	1.4044239824155864	0.7398497978025965	1.0	0.6747711592469167	0.759904055506462	0.3770259505967925	0.6559743343552024	-132.41993352256273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15.105648198362116	25.67178982700214	3.2594941026612214	10.686268614766117	3.0714898038325162	11.716556586844218	10.177091181537742	13.938372407303605	0.7397058800120222	1.7492155171418864	11.017814445842777	3.087413419621679	26.785983239781373	4.29624937732504	5.720058671653444	1.6162639087483848	8.621989352132797	4.8895949475417995	1.6619609391383348	33.33878213846632	11.642554428839466	2.593923572659686	1.8636187917136766	7.454666914940391	4.138102065965842	3.5522034552149804	6.472017597214662	0.9105461233028108	10.524407405818634	4.932429716752572	10.848969501947145	2.182411629018945	9.340810999969062	23.944213444879352	4.7146387573432635	0.5295478071585068	5.934810272354541	10.32808072829067	7.381908314334042	4.974482863148062	3.1317569379372765	11.37787557671423	4.043070864262912	0.4197438990546581	6.002256453507724	16.624002488242077	4.378511042519554	1.3373309266193056	6.629538033391074	17.0676547252019	4.256744770114645	0.30597283470287384	4.421320450669488	6.056457151491274	0.1029187109269447	1.8078959163094512	1
6940000	-6713.268089312924	-6336.171108515863	-377.0969807970607	-6336.171108515863	1.7520066303195683	0.7398497978025965	1.0	0.641800109679234	0.7543067421684977	0.276170669854162	0.597554591099006	-132.34825814902396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	45.12871383427782	26.702513492799927	9.73786590763209	72.46241643807103	8.527363213286387	35.003670308444484	12.186511982137885	61.826628034125235	15.494500093631741	5.225849660402781	32.916150877889756	9.22376814768686	80.02417086139515	12.835212773657641	21.776906432581956	3.084935560333516	32.56276937195651	14.607855833493486	4.965173201521662	99.60091344331153	34.78258597178703	7.749447960216581	5.5676339103771975	22.271108496402114	25.62903791930414	6.894203037235998	11.458082718861542	2.7202920981503533	31.442078079379748	14.735826379112316	10.548301662581618	6.520039959971737	27.906037600120023	71.53427263439073	14.085167383628676	1.0872146493506014	17.730477429684953	30.855544464148647	22.053739336030546	14.861461796049863	9.356246140169604	30.131019557569893	22.020723315262256	0.3653208500068008	17.93197552950213	49.66485656362266	13.080972710559717	7.7707706755528365	23.2771986808877	50.990284945164596	12.717191217050313	46.85690387159175	1.7696278417157705	18.09390223114364	22.23930916808515	5.401159644253813	1
6950000	-6739.207056002307	-6357.2467183942435	-381.9603376080629	-6357.2467183942435	0.9608713161822426	0.8979564748693296	1.0	0.5604379962759082	0.9135077979884986	0.3069121113152268	0.5567402320009281	-124.27908698291623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	55.97249407315739	25.95074101741236	12.077734894056308	89.87409190301159	16.588070104518845	43.414548353248406	15.114755368334325	76.68267666371796	19.217605399571625	12.957454476357338	85.02025370624918	4.777057533038156	99.25282705146822	26.0929531571235	40.726558594346905	3.826201163209012	40.38713406215103	18.11791328829562	6.158232840734772	123.53357903925816	3.4449367146013157	9.611528740134444	11.504031610249495	27.62253524208955	31.787326762886323	8.550780774694571	14.211295039924071	3.373939126652582	7.45569677629216	18.27663331369877	13.082906693482427	8.0867116966022	34.61145668617794	88.72292850532851	17.4696303288122	1.348456677504606	21.99085589923226	38.269687587059124	27.352935401835662	18.43245711261622	11.60441739046131	37.371069776051804	27.311986106591863	0.38056840656439744	22.240771091568238	61.598606595788176	16.224142132692684	9.637974996993552	28.870374413730385	63.24251633588585	15.772949183472988	58.115943296551215	2.194843935634077	1.7480809928229295	27.58309499297704	23.50393307293035	2
6960000	-6737.912594655397	-6330.752828930729	-407.15976572466764	-6330.752828930729	1.408437584603075	0.8006143282369204	1.0	0.5558850735185102	0.8442002009703188	0.30042058961051743	0.5935330845615242	-135.40500162293318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	74.40889040117104	20.313598492204633	16.05593724038141	119.47710326388759	22.051900863320927	57.71456898116703	17.316488703770368	101.94065813971625	55.84641469692421	17.22542162851043	113.02449255949678	1.224257017933987	131.9450357246246	34.68753222205257	24.564068811807267	11.321703983439544	53.68997543901081	17.133838562130993	22.750317222180225	164.22345825044718	4.579640816089153	10.222661533386656	41.22602289221593	36.720932870075785	42.25753653489816	11.367263868518881	18.8922561446397	4.485257819084944	9.91147765483507	24.296648338805905	17.39219569190027	10.750338256356324	46.011887264137016	16.17916419555544	23.223832169896994	1.792615583576185	29.234273253845306	50.875077777142685	36.362531385600136	88.4151921331886	15.426716927205373	15.484172464066521	36.30809408255946	0.4785965224311646	29.56650629909446	81.88814958040163	21.56810115030227	17.107383389784275	38.37978923691111	84.07353548656606	20.968292846881134	77.25835567844688	2.9177885416507117	2.3238694140969214	36.66850166753238	31.24573255096116	1
6970000	-6652.949964737451	-6342.090689984479	-310.8592747529728	-6342.090689984479	0.8788142744489236	0.8581400950765746	1.0	0.5348719639297627	0.9605874043914873	0.2899722363463337	0.5213671369014257	-117.62127392453026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17.254258576005387	16.419710912082913	3.7231208707998062	27.70487266390914	5.113491110226094	13.38310639272863	2.818129458846153	23.638445157128043	18.34639144179636	20.76997277166216	26.20861310428389	0.2838860657246119	26.347603688442874	1.208564774922605	11.636514434298615	6.746389918401467	12.449866059949905	3.9730693383097138	5.275442946686767	38.080852941390575	14.304736177739683	2.370475416056751	27.497356410547667	8.957658410028435	9.7988621820203	2.6358908059462403	1.1606382577277197	0.7450704774645368	0.026361877408186768	28.4684924107502	4.032978318244236	2.492835399837863	10.627187841715111	8.418318594849476	5.80717889620015	12.869141938469921	6.778970997738557	0.3544422432370741	5.744491627950488	5.498385460332378	2.4844593121897662	13.762644129402606	6.08874593847471	0.259883716359533	9.766231880736138	18.988581869091004	5.001305519197719	3.966934797371365	8.899673197866031	22.389263672116606	4.862219349420613	0.2854150336703182	0.676589553967529	0.5388689920185586	8.502852360184253	1.1621047423775022	1
6980000	-6674.718493485625	-6355.363848163295	-319.3546453223299	-6355.363848163295	1.1287828364401102	0.7204670649180496	1.0	0.5074215323678274	0.9035357356598445	0.28452632456882304	0.5356179485460829	-119.38186314480855	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19.39398940178384	46.00879880643393	14.89601318825996	26.53682766591106	1.5490750591643188	18.941389438040925	3.167610628817326	26.56989014233996	20.621559577064815	16.054218817857166	0.8522905544593453	3.049234491377605	15.87024917264931	1.3584410093873027	13.079578969932191	7.58302154806762	13.99379575521562	4.465776625539018	5.100812023099095	42.80332621091389	16.07869156500295	3.438074074882188	30.907351738940807	14.315272952193993	0.2137939714751014	2.9627722413915514	1.304571040854746	0.8374679723198297	8.295409020762119	15.00785375542854	5.741773871143899	2.801976283818967	16.034736674096607	8.403350922730029	1.0464385203803461	14.46506676976671	4.251530065386878	0.39839724660459735	6.456876095854856	42.29599461473313	2.792561462871431	15.469373732310846	1.9028886438226533	0.3623024333509913	1.5212490443851923	21.343389164005124	5.621526176111096	4.458881329434634	10.003337258361245	25.165795473508044	5.4651916868190975	0.3208098518825749	0.1011831450588337	0.6043378838599592	9.557305973591362	1.3062193868344059	2
6990000	-6682.063988539296	-6347.391281379598	-334.67270715969767	-6347.391281379598	1.4269605885812404	0.7204670649180496	1.0	0.58264543876066	0.9518030153769856	0.29259022818906893	0.5400702871890376	-122.88981218409106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25.067615943318884	15.95074138955473	19.253776515705848	34.30006021463081	2.002250173805573	13.499218139895007	24.48659097411005	3.163737469947092	2.072913360913871	15.362944680907976	10.861773108174303	3.941274668529235	16.62278899008987	5.196591395150308	13.483052537452153	9.801401244417846	15.364814728122841	5.77221999138382	5.933010133353922	26.952662866224404	20.782442264586486	3.822527730005024	39.94916193702648	45.297383734031015	18.26956165012535	3.8295182665149965	0.2006963946824384	28.346382499365227	10.722194547867554	7.893546830577869	7.421504634934975	14.70060228085934	20.72562856312239	9.490072284127965	1.3525695200584473	1.0687867633563821	4.765448647065187	3.554818067354214	4.7696491072378935	54.66950233794043	3.6095130712474774	15.463607247474584	2.459570370903766	0.42755074553178046	1.9662837804418576	27.587304056320836	6.444941252966066	5.763307506645419	29.301219303262922	32.52793856739901	7.06400954561722	1.4685805783906558	0.14500432296560778	0.41200829682301515	11.411973979523438	18.674933742661157	1
7000000	-6600.546018732066	-6343.628956995882	-256.91706173618394	-6343.628956995882	1.5842059584210046	0.8125367727188646	1.0	0.6847660669193945	0.8704397941319967	0.5312670549894347	0.6996194871372844	-117.22224000936392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5.947519589209426	15.472387357132018	4.568133373845671	12.66927242840803	12.79268482094069	3.2028121265131757	5.809666137409182	2.1820790984045804	7.146179159392332	5.366018237049629	3.1164824350237006	5.482922566698008	2.6876540647901863	1.2329385127671457	0.5174813019078547	2.3254714782086605	2.8096326218274537	0.10958244720225757	1.5163750708277197	0.5775662300251215	3.623693487648241	0.14766929764361228	9.47830155568863	10.747215758660484	4.430367322435304	0.9227461578611804	0.04761704270388118	12.334702873436639	1.2665155389782283	1.8728156881514828	1.7608193893463775	1.7094280955035017	4.917343641954991	2.25160585436158	0.32090940496713805	0.33015477655890724	1.9221325961986728	7.931135015344893	1.1316425767450473	12.97083603093458	0.856389763880736	3.8366234173744687	0.58355541249179	0.20577428289128724	0.4665186880382046	6.5453384821054295	3.127923541807897	1.9523768409645517	2.025668385006284	7.717548899091385	1.676000432028253	0.3484340823658923	0.034403592799093295	5.929847236005729	2.707594489569065	2.3422754356967816	2
7010000	-6598.884673047404	-6343.742138404979	-255.14253464242523	-6343.742138404979	1.2032181319173978	0.7088140168688605	1.0	0.5079375938405475	0.9209632854976366	0.27033696636168447	0.5112913494689815	-126.48600642790947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4.941909615522253	12.429392524841926	8.966597636523362	2.513280543700798	10.629690440978589	0.7369686969078695	0.018234667787095198	1.8131319311331824	0.1797645638367955	0.2998662267779435	0.6904000291433695	3.962670872871384	7.357759899123319	12.009599492847371	0.7281069988530182	6.0896316413270295	4.956640987010499	2.0900120756952254	5.429739095446791	5.56501132715906	4.864456351683711	0.31794097757741757	2.1621018132703846	0.45121064768905167	1.2011057013619275	0.21825078735624673	0.03956592621031179	5.077518823888983	0.8334797121655252	8.877564621509215	1.1195004036659135	1.2396670634255005	1.3926473450966554	6.746017766991828	1.1215183298795257	6.0965277227851375	14.86871882124308	0.6379708184339576	0.9403038102635498	0.21359424216145495	1.3089899814627934	3.2168837159345505	0.7751366530263107	2.184277253804233	3.6961550024006002	0.02408573228374166	4.609445436001999	0.14834304256919562	0.2479385191133242	1.365570639718186	3.2807667196843013	8.499417646409103	1.6946500422520958	1.3188524780901585	2.2497928829377853	0.4625640739937591	1
7020000	-6668.239915490874	-6356.010540745434	-312.22937474544096	-6356.010540745434	1.4505098303310897	0.7643947736083451	1.0	0.532892097166171	0.8782285539311884	0.27876625753923545	0.5482791252027525	-121.99633266969262	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14.26884366467155	50.57988175706259	3.6201455932771527	6.669527904171109	30.69125154166714	2.1278598639088657	0.6497582206856518	9.961104381519716	0.5190366998575784	0.8658078846221974	1.993401508394515	11.441474162528568	7.059511519198811	34.67548194335977	3.2107743744098127	16.249945711351735	26.130354315854195	11.608832168541513	15.677360437661068	16.067933814481027	20.498602013654796	11.171300368416132	1.9613874551542057	0.12038082997505113	25.5789814539685	4.090563958122306	10.558407516323458	14.66038999882486	2.406517446861176	25.632314542836404	1.6251610392502396	3.579307777848063	13.41431233520317	19.477869966290474	13.409294034040053	17.602588420582475	0.8621737143914584	1.842021926557371	2.7149521358714037	0.6167135957936203	1.7276052901227401	9.288152637580572	3.2434744312831074	6.306693784308925	10.671959220782789	8.017026869821203	13.308915262343518	0.4283129089437792	0.24018613793742954	3.9428309069034158	9.472602913739355	3.8771236512617957	1.9759334422273234	3.807940915698925	4.117956940025636	11.783161434192852	2
7030000	-6627.115106593073	-6346.893104557991	-280.2220020350814	-6346.893104557991	0.960572268393578	0.7643947736083451	1.0	0.5699475923312264	0.9367866928581995	0.4473875613220287	0.6437523772538384	-124.91982381292773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8.344982454169525	11.197133511883365	4.486142969269454	0.1581392887857142	17.949454183581953	1.2444563586617567	0.38000423009042683	12.13782367178074	0.3035531298240799	0.5063585932855046	1.165819810112147	6.691425274532402	9.555708644997598	0.9326300033685577	1.8777874681664875	9.503609054052875	15.282061631029553	0.2549380107143121	9.16873860661116	9.749366053866328	11.526543228714823	6.533416985673876	1.1470967293316985	0.07040345647961728	14.959597038503835	5.5520261549566	12.42153770005466	8.57397419066136	1.4074263017844635	14.99078833201639	2.336105027209111	2.0933203352818532	7.8452188350188266	11.391426448642859	7.84228393460642	10.29468785066471	0.5042331872243209	1.0772870611355627	0.4048799531823077	0.36067843036838126	1.010371700231013	5.432077932437165	1.896911750923445	3.7970874975828974	6.241382591466989	4.6886734577453595	0.028735696596595518	0.250494279286255	0.4887863969672145	0.14676653893074593	5.539951727566259	4.061253052777351	0.46487444183085863	3.6600385857138704	2.408343606470552	5.1682159889668275	1
7040000	-6659.773040589225	-6357.148111509909	-302.62492907931625	-6357.148111509909	0.9132753062577371	0.8720874114059428	1.0	0.5091924341277027	0.9312618496678837	0.3907014299424999	0.5907542597105973	-121.68302471676209	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14.024125624144457	20.64614511684518	7.3103746002667	0.26576032534803223	4.400355093653067	2.20976282494659	0.6386145315178845	14.753613354869065	0.5101349523063532	0.8509588321007059	1.9592136426793791	11.24524696966024	5.71812729661525	1.5673274809046365	3.15570793511413	15.971250747232135	0.20516804570091182	3.504537410924741	15.408485606798614	7.866659486277056	19.370884377457344	10.979706795696071	0.09298707249541961	1.48270169935182	25.14028870722599	3.233964936344563	0.5712869580230682	14.408956736383383	1.867815819798966	25.192707106066482	3.9259316065316203	3.517920800288901	30.455527814563897	19.14381443356402	13.179317713745322	7.906370965002007	0.6488821412807811	1.3466898684427522	0.9538864721173735	9.055509499814121	6.684259371763577	9.128856021330355	6.434989744976951	4.418145080374497	10.488929606718042	3.6171442208085702	12.193253932083564	2.3922921636371615	0.4486473471180477	0.08433095183777504	9.310142879960926	6.825121959978746	3.3265901904415447	4.8554359148682185	8.060569008330331	8.685423927496533	2
7050000	-6644.565185921061	-6350.672732264733	-293.8924536563283	-6350.672732264733	1.3802764503174987	0.8721150476609166	1.0	0.44288112043830596	0.8950750208195799	0.19944952306710917	0.4572962286369837	-125.54039421122368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11.299393531157486	11.56246041928574	5.890049881354422	1.0596200904983735	4.250506511293275	13.3176716178688	0.5145388097431965	7.32243118117543	3.426637537931875	0.6856269674428723	0.09277937829760897	8.28960518485451	4.607158572116043	1.2628131317113467	4.337484334125177	12.868213834812824	1.6355507131229063	2.8236446543609848	8.886023468761811	6.3382547827455165	15.607336349769314	8.846471521026654	0.0749207154581599	8.43325700798921	20.255809396116298	8.380252308938267	8.160907774880135	11.609456225742475	1.5049199185220206	20.298043481338155	3.1631666306694455	3.696906681136871	24.5383564864397	0.36173256439238327	0.366722655002314	3.4632065804065104	1.4300971778752671	1.2429842574718215	4.325172628444737	7.296124422001308	5.385581898657	12.250733269274198	12.837969347379575	3.5597484847790173	8.451046897559877	2.914373209799407	9.824239906033398	1.9274963247549721	0.3614801426955912	0.5887157254910709	7.501285360056101	5.49907644802985	2.6802706055323307	8.80045242344383	0.4951417874420474	2.216675681316344	1
7060000	-6718.883128413961	-6355.058847111378	-363.8242813025823	-6355.058847111378	1.5079184498996683	0.9397194134050527	1.0	0.5996356904953314	0.8715274004664321	0.4428495500744345	0.6364571980514088	-134.24733981143663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	31.67022920632545	15.434429008603423	38.12323182343597	7.248976115251251	11.913428369800949	13.687929405367598	14.595324663742264	21.014985312449234	0.1848559739336674	1.9216928013949162	0.26004441461422906	5.342679135258096	12.913061888362746	3.5394449459411983	3.065797506358504	36.0673588808782	4.584163373046572	9.49827873525001	24.905973865983714	43.84963602083986	1.8898163232474212	24.79511665520732	11.605633744594467	23.63694844881727	56.77350068087505	106.2521136501079	11.7150914236542	32.539280857527814	1.7550974995846818	56.891875455203156	8.865804340282995	8.275235580570518	68.77673320511924	1.0138732839164264	1.027859637515056	10.990636772072833	4.008312949340154	18.719244333929282	3.0156944548528863	20.449764151101313	15.0948466985938	34.33666855779706	35.982588857903295	42.68202888439228	3.909866438915251	73.33966211457378	27.535630894177288	0.49401932057141124	1.0131657899281863	0.60635020858868	21.024794475911527	15.412952124552763	7.512331009458193	6.099867092962653	7.805636781707168	3.6083591344071118	1
