#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Ile" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Ile" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Ile" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Ile">
#                            <taxonset id="TaxonSet.Ile" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Ile"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Ile" name="distribution">
#            <parameter id="gammaShape.s:Ile" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Ile" name="distribution">
#            <parameter id="ucldStdev.c:Ile" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Ile" id="treeLikelihood.Ile" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Ile">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Ile" shape="@gammaShape.s:Ile" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Ile" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Ile" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Ile" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Ile" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Ile">
#                <LogNormal S="@ucldStdev.c:Ile" id="LogNormalDistributionModel.c:Ile" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="108" id="rateCategories.c:Ile" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Ile" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Ile	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	indicators.alltrees51	indicators.alltrees52	indicators.alltrees53	indicators.alltrees54	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	popSizes.alltrees52	popSizes.alltrees53	popSizes.alltrees54	popSizes.alltrees55	sum(indicators.alltrees)
3380000	-6297.047680084229	-5982.940532485701	-314.10714759852834	-5982.940532485701	1.4220712829707942	0.7103061270769883	1.0	0.44232333380317435	0.9477795434769867	0.18413609116929003	0.42297960267144497	-110.68300335007692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.53781928147501	36.12208536177101	16.67764000211535	39.034297663149545	5.522463494284277	16.769354909412733	2.1175192427849785	7.240502290387479	11.41257185211069	9.626114548698004	10.506904148617178	3.3650937087941664	8.609933705646187	2.735503955909973	21.631373859921684	0.7993704378968151	4.677514299728509	23.86936729528971	4.486640841963999	0.4698865921380164	9.900368125864583	13.695902876212342	7.480241796923204	15.085643659666626	1.5808158939898498	0.47968631896142594	7.127979971459563	24.334814585650445	7.109308685317232	5.7174682137004105	9.982775384409333	6.594692902603212	11.734247907355714	14.197498774187158	14.66422953173034	23.437922668438024	16.620946349757084	1.775263741243875	18.214367448472558	6.286846003868325	29.649690128201325	31.2352222349948	0.7827616663836007	6.7167533319144175	21.01844689835248	7.048924129727325	4.998763839119376	7.7657514239293945	7.1847307731548025	8.523217425401707	1.5867402024491815	9.009623461865031	19.788102644704164	3.4163782445248057	21.796120173032552	2.0192678443013143	1
3390000	-6265.602520858423	-5963.480071247453	-302.1224496109697	-5963.480071247453	1.2783641115273077	0.8125978271132754	1.0	0.46819252701908315	0.9168363405007636	0.22772399554891642	0.46929353504702476	-116.141376925465	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.654169100421017	71.45838898883203	0.3426057115674766	12.930022119555979	4.013850068135011	29.196593307365642	1.539060378710792	5.262559117264029	3.556601123248524	6.996475499957005	5.096109848623863	5.44123197207496	10.486327508304521	1.9882254995758637	2.377889676937679	19.700456874985626	3.399722082382188	17.348790380180706	8.585014728086978	0.34152409188778915	6.163184244285042	2.5756031304522535	5.436807156321055	10.964583449738305	1.4626539510265024	0.3486467526746929	5.180775377459687	17.687087888178947	0.9395695225287105	8.096313367212849	7.2557045779224225	16.726262046345262	3.0047918944656793	10.319059869041912	4.060599652290726	3.3698690766456565	0.3206655260593726	1.2903014200319012	6.3018543823451	4.569420384054821	8.731154973776444	22.702458608537132	0.5689286984330687	5.758074113231263	15.276677628084164	13.513585400614872	3.6332134376273513	29.464914713341187	0.662616993700709	6.194865186358634	1.373248972805585	1.1722950293808772	14.382435887700186	0.01525713089138461	6.839124830082861	0.8664785967131865	1
3400000	-6273.984288850637	-5968.526894269558	-305.45739458107937	-5968.526894269558	0.9787811774447918	0.7771164443339272	1.0	0.443104383903535	1.0057309341035041	0.22487741701899777	0.4504978520923637	-116.1377294893864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.889433100114415	23.540393571143486	0.3258687694873464	6.286261349171315	13.51248263104986	27.77028407017637	0.2971615318276904	5.005473072971502	21.83835478348665	6.654684335203561	4.8471551683876015	10.568569590356653	9.974050420637813	11.567981087340913	4.278948007300575	18.738052003916223	3.2336391781566913	16.501268900095244	2.5901647698525894	10.530955812394621	30.242740313571005	2.4497800079521745	5.171208763171498	10.428942647687977	1.2850992015620184	0.792991073253836	4.822055434335508	16.823039929969937	1.293535314687645	7.7007930261489	6.901249578571643	6.582688480248519	1.7655579021740941	9.814954124396342	3.862231619019918	3.2052445486557577	0.3050004038633782	0.977337263313394	5.993996783263743	4.346195488130604	8.30462141010597	21.593400230411415	0.5411354470309461	6.624563534825733	14.530382805770007	10.94849163922012	23.62955901293501	28.025497463999617	0.6302468904874868	5.8922342134424746	28.876484053833217	1.2756355721014727	10.067690250281803	8.582132976141358	6.505020545492345	29.452954447085975	1
3410000	-6349.858339286435	-5993.615570819351	-356.24276846708364	-5993.615570819351	1.235095118199813	0.8434656358126535	1.0	0.17674069816873617	1.003247021837087	0.02985183503150073	0.1706040287439445	-123.80508857916928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.695460042981054	24.630172863706086	0.8031134785035193	1.6425217747622554	4.71597026735035	47.839334549195534	1.7431883518050493	18.64019280911062	4.772196928215273	5.580740234564023	11.945961112671894	26.046560705619957	10.397066308536001	28.50964069043146	10.545597308650052	46.180498207666815	7.969401954904193	40.667878320852786	16.431703905403698	25.953860407563567	74.5341519253926	6.037557225413241	20.28873234601212	23.475995012941794	24.481740599540277	1.7703932367452728	1.63016690288879	26.9937404372016	7.661535050682584	18.97883827344257	52.5282897772175	16.223235665063378	1.4291762742688114	24.18925250369072	23.77460526245166	31.623222527303277	14.897879703854713	2.408677365571262	14.772387100239667	10.711330767351754	20.466991662985937	12.710389623686577	1.3620081098658696	16.32643800874588	35.81056968879866	26.982890132655687	26.374398622696354	14.209290493335578	0.8711317993715187	14.52159015655223	48.63512978392288	3.1438426064116043	34.253378140869245	3.785996256734038	3.918159817292531	72.58770067293422	1
3420000	-6344.609342536749	-5987.79245129126	-356.81689124548893	-5987.79245129126	1.1069705283827473	0.8241255480388325	1.0	0.3004462871106529	0.9882170397996061	0.11318856033147888	0.32558904468991107	-115.12138700394483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.205820378695364	31.139232512302762	1.0112563540006854	2.068214051652894	5.938208018900099	38.4580001765025	2.1949703798615956	23.471170541347583	6.009006940330035	7.027100370356213	15.04199518895462	38.30566275903262	13.091673404691086	6.503988659147274	19.657090373054622	58.14909535628675	10.034831415728792	51.207770080413205	20.690307691461	32.680320963982496	93.85116392897812	18.529768593962313	25.546961978218228	29.560267333032627	30.82667194729837	2.2292259533166976	2.052657168324044	3.731304384230006	9.647174663085641	23.897582731810765	1.4566523496694246	20.42781074888158	6.363026288796542	3.8751882462692	29.936268384277906	39.8190113485599	9.39565095662995	3.0329341442635176	18.600945842312438	13.48738576579627	25.771420752444598	16.004540594596815	1.7149996758475377	1.6925466561906863	45.091593040700396	33.976044265618526	33.20985004491082	17.891911519156707	1.9776706215909434	18.28514986869679	61.239893661459	1.7280718812703506	43.13082424601643	3.7928232263108748	4.933629078932053	73.25301086321755	1
3430000	-6291.0535402021505	-5978.078016014036	-312.975524188115	-5978.078016014036	1.2398599559630705	0.8952981111263435	1.0	0.43506735228743965	0.921811513905131	0.17526749124527893	0.42766435966112815	-125.36045292513515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.961990375661237	25.840183699787595	2.2517114767252133	0.7592339352796977	2.179894793334298	6.845904070064015	0.8057657271948454	10.306232644953269	5.058853139830616	32.51997081967115	8.980061931431518	5.92539678134238	4.805906192589941	2.3875908302394873	17.871391034872563	8.609215971672723	3.683750499395	18.798188110161348	12.500513386523076	11.996828216043953	9.694888226084231	6.802211365971923	7.575358338382968	4.740133004356392	11.316360332925326	0.818340824931365	2.400522449852657	1.838216766859985	13.236709089327467	8.772716618303821	3.4329820066702115	15.766475429476454	9.966628914101927	0.8943870928190414	4.90801533506643	14.617415765526308	3.449109653140398	1.1133792094454895	6.828340277688798	4.64638511999369	0.761812058913758	5.8752092551872535	1.077776416453413	5.4747571848379835	4.138701330951373	10.05160192795584	12.191216435985183	6.5680563293287735	7.817380378607985	6.712412712260029	9.371001149044355	15.192279934530628	15.833170361640983	1.8796337189162275	2.8554774209021394	26.89091666518718	1
3440000	-6192.3998237687	-5960.755294134516	-231.6445296341842	-5960.755294134516	1.2663499761731487	0.9129717487160014	1.0	0.44204551621171384	0.9619562490834143	0.23732459917775103	0.4725237424277915	-124.44690410303967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3.347616723174155	23.303264113623435	0.4443975517203794	0.14984233349115766	0.4302238182729595	1.351106942206297	0.3453645768728587	0.1083379987436358	1.6698916698572024	2.414236932685319	1.3173734693850254	1.1694357158182718	0.20556386310791752	0.47121468733267013	0.1807551913977103	1.6991140026552527	6.812571210557521	0.8393066577744512	2.8367043560628598	2.367692816210001	1.9133821701439666	1.472716774482008	1.388785927756499	6.446460010398919	0.37727939893399903	1.6875070260885023	0.27782492665521397	2.3356500854494016	0.19691692265766939	1.7313824739130497	3.430683072136438	0.6710386499928576	1.967012885138369	2.7104264159575746	5.3778490558678875	2.884891712736737	2.2491632572479485	0.16717112649951746	1.3933237434961092	2.6684083742677864	0.1503511517135861	0.6664013436199019	1.1695829859801576	0.6412680724758615	0.8168136805216077	0.9634476321251776	2.4060572558454036	1.7482164401212088	1.5428374092460484	1.324761101188425	0.013274739911719988	2.99834684760545	3.1248329181668013	1.6736535676330906	0.7374282385432339	5.3071886220990665	3
3450000	-6283.745266412731	-5982.1775134914205	-301.56775292131107	-5982.1775134914205	1.308914129593834	0.809246581078097	1.0	0.19650635425137525	0.9566989314401838	0.039414476418259355	0.20059765933778995	-118.83564555446965	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14.782583931127364	50.19675536184693	1.9623943391180918	0.6616817438911393	2.834587985930956	5.966289878655964	1.5250792628435912	0.4784046955768685	0.11061849614083592	8.34723821779847	5.817327815640582	5.164056417053054	9.650489833716211	2.080814872519308	0.27816293460113745	2.9702253176512774	1.0318845815441688	14.033040931885184	12.526469933371843	10.455383836643227	4.539611640317565	3.253863117338575	6.132674746577009	28.466620895602617	18.16107026933035	8.095678472241335	1.226834084084106	10.31388784232225	5.382921469500323	7.734835199897523	4.029738242874154	0.4488920633552565	8.686040091410485	11.968845090798379	23.747791820660368	12.739258225269053	9.931974707531621	0.7382031494922919	6.1527130746121195	11.783299588052785	7.593525953898596	0.03852733355255957	2.5690069606235695	2.831745652990492	3.6069292833962083	15.974075726237118	10.624795569161785	17.420724166614917	0.1224754399053543	5.849950512985235	0.9429584632560949	13.203416123636364	16.093568828587177	15.183093307265093	0.28875653795433387	0.06670529112354687	2
3460000	-6276.360144599942	-5987.281004404199	-289.0791401957434	-5987.281004404199	1.170279864405355	0.809246581078097	1.0	0.281298714750098	0.9637554093560308	0.07322273405819682	0.2719188443814893	-114.57553444627881	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12.5801753267631	43.19831571892665	32.57128511816303	0.5630999551533797	2.412272036356245	5.077391954848862	11.779424056533964	0.4071287520195226	0.09413780989291871	7.103610624732908	8.71535231759288	4.394680620552991	2.881477204853057	4.204674061442392	6.777528678770278	2.780267516045129	12.478935271179775	11.942304275981563	8.571553162509387	10.79742446291893	3.8632698191793216	0.6281641780839704	1.6977187659845527	8.07909812974075	4.766772262999013	6.889529939041627	1.0440521052701948	8.77725558410472	4.068970324282941	6.582447520114214	3.4293607837782805	0.38201310989417214	7.391935520497591	10.185646190315829	0.5139564964506664	10.841278003457381	8.452242432300919	9.719098842458243	5.236040571425677	10.027744502322234	5.221158860687401	0.4033188327217441	1.5973357070648577	2.409853173260682	5.442205886698062	13.59415067455855	0.8316290531709796	1.6277404593693436	19.801521071170736	4.97838560897855	0.8024701803747584	2.4084412461009927	13.69584089224353	9.12138862625123	0.26527485962673214	1.4069098456628795	2
3470000	-6258.09658500022	-5957.980410761098	-300.1161742391224	-5957.980410761098	1.2331134756433662	0.809246581078097	1.0	0.47704515622771504	0.9596534254777567	0.23398164739372057	0.4761984276667122	-124.57168120522235	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.201667601708929	27.637620702113928	6.927161697823643	5.555344041767662	1.233932730546063	1.9081907879250508	12.361357206453796	0.42724193547811673	0.09878845426862169	6.928065519760012	9.392124576948312	19.800952546696003	4.25157263755641	8.557231664641408	0.32356306844743415	1.506181758847384	13.095426032964939	12.532284118057804	6.921573584992406	0.5244839262212324	3.077780878715097	1.9013648653039614	1.3513765870676095	0.49715966680723017	3.583268360636752	12.432656493783764	9.436458656021635	7.145216620196933	4.269987683567741	6.907636969205932	3.5987798244323663	6.938405828894796	4.951208578424617	10.388478482964942	13.281833478992755	11.376864380807378	1.9832225302593283	3.2747150315352687	5.494714133750449	1.6649630672967608	1.2938444894312928	0.4232437965927546	1.6762481050760367	4.743039159225405	5.711064533687829	5.894065831873053	1.7754367076241007	6.051021413906374	20.77976597303063	5.224330368675133	3.6924869248119125	2.527424296037372	14.372449849775975	7.403858219082396	2.1865808451715156	2.8378469004609617	3
3480000	-6257.40363447017	-5955.402789251696	-302.0008452184738	-5955.402789251696	1.2177681680145063	0.809246581078097	1.0	0.4867732032032227	1.0620310825759787	0.23202624030089236	0.4428548357150034	-108.99175344675841	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.002256119758904	67.98714874399859	9.446120204621913	7.575461622767423	1.6826338702065322	2.602075762394181	9.770068541103857	0.5826020605596021	1.2633531635058344	9.447352687856307	1.0075884449803203	27.001272105553586	3.4249822549331506	8.094789346332197	0.44122192777613756	2.168095631088001	5.35545285691655	17.08946136696085	9.438500058330613	18.075602622214515	3.558714726691306	0.32446813676615205	1.8224514485716257	14.486436167402028	4.886270183447217	16.95360565063057	6.765130916390591	5.660439520514474	0.7268729909466292	11.437511747710275	4.907422158520796	2.640841317032061	4.487930312135665	8.788363549663094	12.332141514341842	5.217956911957115	2.704391673032514	4.46551606172019	1.8210021638574638	1.7529109025325633	1.7643316420772277	0.5771500584044097	2.2857905999642885	6.4677742468965596	17.235686577805236	8.037354514089056	7.159719526389975	3.3795826424213606	28.336016361048532	7.448221047536155	5.0352044411965196	3.4464842528436574	9.450757137472273	10.096160269710904	19.213180788976445	16.790130614774384	3
3490000	-6356.290111592943	-5957.886442242788	-398.4036693501552	-5957.886442242788	1.3673590034951728	0.809246581078097	1.0	0.4328653123110417	0.9592500234638132	0.20141927558809902	0.4447505180788443	-116.24615493601878	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.59204965330358	71.68423453332093	48.06006008675715	22.46321680148585	8.560920584788958	13.23886577578907	79.90481089238506	6.931872805800262	6.427700223333689	74.18088895807392	2.9640178216642044	137.3773286493685	17.425657243661195	71.57949538638486	2.2448531144183916	4.064763564711063	27.247523906086723	86.94792384121766	48.021290234087836	27.9820013938299	18.106062583527894	1.6508320677085397	9.272285787840618	7.063799521897592	24.8604118441877	86.2567158374525	34.41969732477313	78.5446214246472	3.6981913064416805	113.68378901913742	8.107181405218336	62.669213905547785	22.833734463900143	44.71351953095121	62.743586714857344	72.7077645384565	13.75942963762767	22.719695027768463	16.673317784329775	4.802070453717992	96.34086960139571	2.5152514553527126	11.629667122622163	32.90680323772894	87.69188985765068	40.89252862743447	36.42728900213092	17.194672663964166	144.16825314852477	37.89512978131369	158.76962111481845	17.535055312834466	61.287102416875236	50.84071761073166	97.75300368548456	75.03480996422905	1
3500000	-6271.277533835081	-5969.242203942798	-302.0353298922828	-5969.242203942798	1.250561334527376	0.7943757256861352	1.0	0.3901221560551831	1.0061756445045924	0.16294428848125417	0.37585609416960925	-117.35508840592603	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0268043600722	38.566153616484776	10.783822544490201	4.868651778508847	13.512328560126575	2.171999062310125	13.109368828991242	1.1372591496308793	1.0545434249679324	12.170288904425785	12.420437647327917	22.53844355418837	2.858893793045795	11.743498234129765	2.152741491967057	0.666874549571342	4.470292045903432	14.264878294808529	7.8784843902645045	4.590792128137329	2.9705226731333845	0.8209731620822455	1.5212327383431727	1.1589033530324337	4.078656897705488	14.151477104595937	5.646975472107595	7.21277836078463	9.200099277120804	18.65122642160117	1.3300830077388393	10.281656763035611	3.746155500369783	7.335803847442738	10.293858538838572	11.928604691271623	2.257403978330477	3.7274459256570176	1.7984138550332762	0.7878388299469682	15.805906788408508	0.41265799465170955	1.9079901944098905	5.398766554962751	14.386935087093418	6.708923206752869	5.976345624700052	2.820997926511096	23.65257839732278	6.217162991534901	26.04811273299324	2.8768418943172342	9.681051512898762	8.341046192916881	16.037584785484835	12.310385167660648	1
3510000	-6234.01783501857	-5981.548288461613	-252.469546556957	-5981.548288461613	1.7099076631470773	0.7943757256861352	1.0	0.39402907376015983	0.9536163655121414	0.1729760550720474	0.4018157159042622	-124.46984132420015	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.657631885522676	23.189328217818584	1.4101715963271697	0.8140301560639365	4.188212665929848	1.2296874327283642	0.9420471845516751	4.165216444296717	0.32686091886906904	2.8970494953276353	0.8120106531034689	6.985901382131018	4.317005895601262	6.57928821708501	5.018906429742831	0.20670104509912782	1.6534975917508223	4.421469155846611	2.4419749686228256	0.9505064711112586	6.337108633170361	0.2544646676197409	3.1779723430337814	1.2472308996853518	1.441784171630974	4.3863198994422445	0.7090351794409396	2.2356361120706727	2.8516160000692334	5.781039321718777	0.40024820211839146	0.5392256906445758	1.2626191758347383	2.27376846647287	2.0673156738069154	4.522530339178846	2.021788356759585	6.374200550520486	1.2617048782371367	0.6455429320574237	6.937761110918075	0.8056015031998687	10.185977451765183	1.6733742348906908	4.459301258665573	2.079463730047861	1.9159508719576903	1.1869654719658413	2.087740956119307	2.6649418350081344	8.073740598183688	0.8916912881479099	4.424657424572713	2.5853482733810296	4.970928247533837	1.3251803288850341	2
3520000	-6326.091899763643	-5960.866175665559	-365.2257240980836	-5960.866175665559	1.3913104705813257	0.7943757256861352	1.0	0.365775413462605	0.9249389340872229	0.1279447985341899	0.3709036043527951	-118.12956352072449	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.18169486358852	86.91743634491267	12.165642580093921	7.022691390101089	36.13198455835551	35.53833010474336	22.90522269207554	35.93359465048192	19.18700072363814	24.993035449581217	30.582990227461995	2.64888301368444	35.085483794193415	56.75994970324835	7.1234339938824265	1.783223433344807	14.264831854987625	38.144303550743054	21.067077747968508	7.018562542711207	63.05878293927034	2.1952833283460467	27.416575227773023	53.85263985124446	12.438366334553349	7.544861382385071	4.407403618168662	19.286978938903875	24.601077714850405	49.87340428120649	9.348950563409149	25.224897447443986	87.17377741905827	19.615949254008	17.834867510638716	39.016164988275534	17.44210036919933	54.99064499202896	7.385538876427575	30.942928212964876	59.852518800784786	6.1648536918893075	23.726472149468872	14.43630895519411	38.470683575803555	17.939669586254986	32.142627676939526	13.55592211821389	96.48213191589828	22.9906274852573	2.9993259851802803	12.551888704032903	38.171808953540896	24.011491455059566	40.537173503487885	11.432417357842102	1
